time,Xa,Ya,Za,,,,,,,
0.0365630713,-1.16,0.25,0.06,,,,-1,-0.06,1,0.0365630713
0.0731261426,-0.87,0.17,-0.02,,,,-1,0.02,2,0.0365630713
0.1096892139,-0.87,0.17,-0.02,,,,-1,0.02,3,0.0365630713
0.1462522852,-0.87,0.17,-0.02,,,,-1,0.02,4,0.0365630713
0.1828153565,-0.74,0.17,0.02,,,,-1,-0.02,5,0.0365630713
0.2193784278,-1.01,0.35,0.03,,,,-1,-0.03,6,0.0365630713
0.2559414991,-0.93,0.14,-0.02,,,,-1,0.02,7,0.0365630713
0.2925045704,-0.96,0.05,-0.02,,,,-1,0.02,8,0.0365630713
0.3290676417,-1.12,0.18,0.03,,,,-1,-0.03,9,0.0365630713
0.365630713,-1.09,0.25,0,,,,-1,0,10,0.0365630713
0.4021937843,-0.91,0.25,0.02,,,,-1,-0.02,11,0.0365630713
0.4387568556,-1.04,0.21,-0.05,,,,-1,0.05,12,0.0365630713
0.4753199269,-0.95,0.14,0.02,,,,-1,-0.02,13,0.0365630713
0.5118829982,-1,0.14,-0.01,,,,-1,0.01,14,0.0365630713
0.5484460695,-1.12,0.2,0,,,,-1,0,15,0.0365630713
0.5850091408,-0.86,0.26,0.02,,,,-1,-0.02,16,0.0365630713
0.6215722121,-0.76,0.2,0.01,,,,-1,-0.01,17,0.0365630713
0.6581352834,-1.41,0.19,-0.02,,,,-1,0.02,18,0.0365630713
0.6946983547,-0.75,0.14,0.05,,,,-1,-0.05,19,0.0365630713
0.731261426,-0.96,0.12,0.03,,,,-1,-0.03,20,0.0365630713
0.7678244973,-0.99,0.23,0.01,,,,-1,-0.01,21,0.0365630713
0.8043875686,-0.93,0.16,0.02,,,,-1,-0.02,22,0.0365630713
0.8409506399,-1.05,0.12,0,,,,-1,0,23,0.0365630713
0.8775137112,-1.08,0.17,-0.03,,,,-1,0.03,24,0.0365630713
0.9140767824,-0.95,0.2,0.03,,,,-1,-0.03,25,0.0365630713
0.9506398537,-1.14,0.21,0,,,,-1,0,26,0.0365630713
0.987202925,-1.2,0.24,0.02,,,,-1,-0.02,27,0.0365630713
1.023765996,-1.05,0.16,0,,,,-1,0,28,0.0365630713
1.060329068,-1.25,0.21,0.02,,,,-1,-0.02,29,0.0365630713
1.096892139,-1.5,0.22,-0.04,,,,-1,0.04,30,0.0365630713
1.13345521,-0.94,0.16,-0.02,,,,-1,0.02,31,0.0365630713
1.170018282,-0.91,0.15,-0.02,,,,-1,0.02,32,0.0365630713
1.206581353,-0.95,0.16,0,,,,-1,0,33,0.0365630713
1.243144424,-0.99,0.19,-0.01,,,,-1,0.01,34,0.0365630713
1.279707495,-0.92,0.08,0,,,,-1,0,35,0.0365630713
1.316270567,-0.9,0.18,0.02,,,,-1,-0.02,36,0.0365630713
1.352833638,-0.82,0.16,0.04,,,,-1,-0.04,37,0.0365630713
1.389396709,-1.04,0.13,0,,,,-1,0,38,0.0365630713
1.425959781,-1.04,0.15,0.01,,,,-1,-0.01,39,0.0365630713
1.462522852,-1.1,0.23,0.01,,,,-1,-0.01,40,0.0365630713
1.499085923,-0.88,0.21,0.04,,,,-1,-0.04,41,0.0365630713
1.535648995,-1.09,0.16,-0.04,,,,-1,0.04,42,0.0365630713
1.572212066,-0.86,0.2,0.05,,,,-1,-0.05,43,0.0365630713
1.608775137,-1.16,0.23,0.02,,,,-1,-0.02,44,0.0365630713
1.645338208,-1.19,0.22,-0.03,,,,-1,0.03,45,0.0365630713
1.68190128,-1.1,0.17,-0.01,,,,-1,0.01,46,0.0365630713
1.718464351,-0.96,0.18,0.02,,,,-1,-0.02,47,0.0365630713
1.755027422,-1.13,0.23,0,,,,-1,0,48,0.0365630713
1.791590494,-1.09,0.17,-0.03,,,,-1,0.03,49,0.0365630713
1.828153565,-0.88,0.12,0.01,,,,-1,-0.01,50,0.0365630713
1.864716636,-1.07,0.28,0.04,,,,-1,-0.04,51,0.0365630713
1.901279707,-0.98,0.12,0.04,,,,-1,-0.04,52,0.0365630713
1.937842779,-1.07,0.24,0.02,,,,-1,-0.02,53,0.0365630713
1.97440585,-1.02,0.16,0.03,,,,-1,-0.03,54,0.0365630713
2.010968921,-1.07,0.19,-0.03,,,,-1,0.03,55,0.0365630713
2.047531993,-1.11,0.2,0,,,,-1,0,56,0.0365630713
2.084095064,-1.05,0.2,0.04,,,,-1,-0.04,57,0.0365630713
2.120658135,-1.05,0.25,0.01,,,,-1,-0.01,58,0.0365630713
2.157221207,-1.1,0.27,0.02,,,,-1,-0.02,59,0.0365630713
2.193784278,-1.21,0.25,0.03,,,,-1,-0.03,60,0.0365630713
2.230347349,-0.99,0.17,0,,,,-1,0,61,0.0365630713
2.26691042,-0.84,0.12,0.03,,,,-1,-0.03,62,0.0365630713
2.303473492,-1.22,0.19,-0.02,,,,-1,0.02,63,0.0365630713
2.340036563,-0.89,0.11,-0.03,,,,-1,0.03,64,0.0365630713
2.376599634,-1.02,0.14,-0.02,,,,-1,0.02,65,0.0365630713
2.413162706,-1.05,0.24,0.04,,,,-1,-0.04,66,0.0365630713
2.449725777,-0.91,0.21,0.07,,,,-1,-0.07,67,0.0365630713
2.486288848,-0.96,0.13,0,,,,-1,0,68,0.0365630713
2.52285192,-0.88,0.19,0.02,,,,-1,-0.02,69,0.0365630713
2.559414991,-0.91,0.25,0,,,,-1,0,70,0.0365630713
2.595978062,-0.96,0.2,0.04,,,,-1,-0.04,71,0.0365630713
2.632541133,-0.98,0.16,-0.01,,,,-1,0.01,72,0.0365630713
2.669104205,-0.92,0.23,-0.02,,,,-1,0.02,73,0.0365630713
2.705667276,-1.14,0.27,0.04,,,,-1,-0.04,74,0.0365630713
2.742230347,-1.04,0.21,0.01,,,,-1,-0.01,75,0.0365630713
2.778793419,-1.4,0.24,-0.02,,,,-1,0.02,76,0.0365630713
