Time ,Xa,Ya,Za,,,,,,
11.53846154,-1.05,0.21,0.02,,,-0.02,-1,315,0.03663003663
11.57509158,-1.08,0.2,0.02,,,-0.02,-1,316,0.03663003663
11.61172161,-1.05,0.24,0.04,,,-0.04,-1,317,0.03663003663
11.64835165,-1.02,0.15,0,,,0,-1,318,0.03663003663
11.68498168,-1.03,0.16,0.01,,,-0.01,-1,319,0.03663003663
11.72161172,-1.02,0.22,0.04,,,-0.04,-1,320,0.03663003663
11.75824176,-1,0.2,0.02,,,-0.02,-1,321,0.03663003663
11.79487179,-1,0.14,0,,,0,-1,322,0.03663003663
11.83150183,-0.95,0.13,0.01,,,-0.01,-1,323,0.03663003663
11.86813187,-1,0.17,0.02,,,-0.02,-1,324,0.03663003663
11.9047619,-1.11,0.22,0.02,,,-0.02,-1,325,0.03663003663
11.94139194,-1.07,0.11,-0.01,,,0.01,-1,326,0.03663003663
11.97802198,-1.02,0.22,0.04,,,-0.04,-1,327,0.03663003663
12.01465201,-1.03,0.16,0.01,,,-0.01,-1,328,0.03663003663
12.05128205,-1.05,0.11,-0.01,,,0.01,-1,329,0.03663003663
12.08791209,-1.1,0.23,0.03,,,-0.03,-1,330,0.03663003663
12.12454212,-1.12,0.14,-0.01,,,0.01,-1,331,0.03663003663
12.16117216,-1,0.27,0.05,,,-0.05,-1,332,0.03663003663
12.1978022,-1.09,0.1,-0.02,,,0.02,-1,333,0.03663003663
12.23443223,-1.05,0.2,0.02,,,-0.02,-1,334,0.03663003663
12.27106227,-1,0.2,0.04,,,-0.04,-1,335,0.03663003663
12.30769231,-1.07,0.09,-0.02,,,0.02,-1,336,0.03663003663
12.34432234,-1.08,0.25,0.05,,,-0.05,-1,337,0.03663003663
12.38095238,-1.05,0.17,0.01,,,-0.01,-1,338,0.03663003663
12.41758242,-1.11,0.16,-0.01,,,0.01,-1,339,0.03663003663
12.45421245,-1.09,0.21,0.02,,,-0.02,-1,340,0.03663003663
12.49084249,-1.05,0.2,0.02,,,-0.02,-1,341,0.03663003663
12.52747253,-1.03,0.18,0,,,0,-1,342,0.03663003663
12.56410256,-1.09,0.19,0.02,,,-0.02,-1,343,0.03663003663
12.6007326,-0.97,0.16,0.02,,,-0.02,-1,344,0.03663003663
12.63736264,-1.11,0.16,0,,,0,-1,345,0.03663003663
12.67399267,-1.11,0.2,0.01,,,-0.01,-1,346,0.03663003663
12.71062271,-1.05,0.24,0.04,,,-0.04,-1,347,0.03663003663
12.74725275,-0.98,0.15,0,,,0,-1,348,0.03663003663
12.78388278,-1.15,0.22,0.02,,,-0.02,-1,349,0.03663003663
12.82051282,-1.08,0.2,0.03,,,-0.03,-1,350,0.03663003663
12.85714286,-1.1,0.15,0.01,,,-0.01,-1,351,0.03663003663
12.89377289,-1.08,0.23,0.02,,,-0.02,-1,352,0.03663003663
12.93040293,-1.09,0.2,0.02,,,-0.02,-1,353,0.03663003663
12.96703297,-1,0.17,0.02,,,-0.02,-1,354,0.03663003663
13.003663,-1.04,0.15,-0.01,,,0.01,-1,355,0.03663003663
