time,Xa,Ya,Za,,,,,,
17.83529412,-0.99,0.2,0.02,,,-0.02,-1,379,0.04705882353
17.88235294,-1.03,0.18,0.03,,,-0.03,-1,380,0.04705882353
17.92941176,-1.12,0.17,0.01,,,-0.01,-1,381,0.04705882353
17.97647059,-0.96,0.2,0.01,,,-0.01,-1,382,0.04705882353
18.02352941,-0.99,0.24,0.03,,,-0.03,-1,383,0.04705882353
18.07058824,-0.89,0.16,0.03,,,-0.03,-1,384,0.04705882353
18.11764706,-1.1,0.18,0.03,,,-0.03,-1,385,0.04705882353
18.16470588,-1.02,0.13,0.01,,,-0.01,-1,386,0.04705882353
18.21176471,-1.08,0.12,0,,,0,-1,387,0.04705882353
18.25882353,-1.1,0.16,0,,,0,-1,388,0.04705882353
18.30588235,-1.1,0.2,-0.01,,,0.01,-1,389,0.04705882353
18.35294118,-0.93,0.23,0.04,,,-0.04,-1,390,0.04705882353
18.4,-0.91,0.17,0.02,,,-0.02,-1,391,0.04705882353
18.44705882,-0.98,0.12,0,,,0,-1,392,0.04705882353
18.49411765,-1.1,0.12,-0.01,,,0.01,-1,393,0.04705882353
18.54117647,-1.13,0.17,-0.01,,,0.01,-1,394,0.04705882353
18.58823529,-1.2,0.15,-0.01,,,0.01,-1,395,0.04705882353
18.63529412,-1.17,0.12,-0.03,,,0.03,-1,396,0.04705882353
18.68235294,-1.17,0.14,0,,,0,-1,397,0.04705882353
18.72941176,-1.17,0.17,-0.01,,,0.01,-1,398,0.04705882353
18.77647059,-1.02,0.2,0.02,,,-0.02,-1,399,0.04705882353
18.82352941,-1.06,0.17,0,,,0,-1,400,0.04705882353
18.87058824,-1.08,0.17,0.02,,,-0.02,-1,401,0.04705882353
18.91764706,-1.07,0.18,0.03,,,-0.03,-1,402,0.04705882353
18.96470588,-1,0.27,0.03,,,-0.03,-1,403,0.04705882353
19.01176471,-1.04,0.22,0.02,,,-0.02,-1,404,0.04705882353
19.05882353,-0.95,0.15,0.03,,,-0.03,-1,405,0.04705882353
19.10588235,-1.03,0.1,-0.01,,,0.01,-1,406,0.04705882353
19.15294118,-1.08,0.15,0.01,,,-0.01,-1,407,0.04705882353
19.2,-1.17,0.16,0.01,,,-0.01,-1,408,0.04705882353
19.24705882,-1.08,0.16,-0.01,,,0.01,-1,409,0.04705882353
19.29411765,-1.14,0.22,0.02,,,-0.02,-1,410,0.04705882353
19.34117647,-1.01,0.22,0,,,0,-1,411,0.04705882353
19.38823529,-0.92,0.26,0.04,,,-0.04,-1,412,0.04705882353
19.43529412,-1.02,0.24,0.03,,,-0.03,-1,413,0.04705882353
19.48235294,-0.89,0.23,0.03,,,-0.03,-1,414,0.04705882353
19.52941176,-0.99,0.19,0.02,,,-0.02,-1,415,0.04705882353
19.57647059,-1.03,0.12,0,,,0,-1,416,0.04705882353
19.62352941,-1.1,0.11,-0.02,,,0.02,-1,417,0.04705882353
19.67058824,-1.16,0.17,-0.02,,,0.02,-1,418,0.04705882353
19.71764706,-1.2,0.27,0.02,,,-0.02,-1,419,0.04705882353
19.76470588,-0.98,0.24,0.03,,,-0.03,-1,420,0.04705882353
19.81176471,-0.99,0.27,0.04,,,-0.04,-1,421,0.04705882353
19.85882353,-0.85,0.18,0.04,,,-0.04,-1,422,0.04705882353
19.90588235,-0.96,0.18,0.02,,,-0.02,-1,423,0.04705882353
19.95294118,-0.91,0.19,0.03,,,-0.03,-1,424,0.04705882353
20,-1.03,0.16,0.02,,,-0.02,-1,425,0.04705882353
