time,Xa,Ya,Za,,,,,,,,
13.13761468,-1.16,0.23,0.02,,,,,-1,-0.02,358,0.03669724771
13.17431193,-1.05,0.18,0,,,,,-1,0,359,0.03669724771
13.21100917,-1,0.16,-0.01,,,,,-1,0.01,360,0.03669724771
13.24770642,-1.09,0.2,0,,,,,-1,0,361,0.03669724771
13.28440367,-1.06,0.18,-0.01,,,,,-1,0.01,362,0.03669724771
13.32110092,-0.98,0.18,0.04,,,,,-1,-0.04,363,0.03669724771
13.35779817,-1,0.17,0.03,,,,,-1,-0.03,364,0.03669724771
13.39449541,-0.93,0.2,-0.01,,,,,-1,0.01,365,0.03669724771
13.43119266,-1.12,0.17,0,,,,,-1,0,366,0.03669724771
13.46788991,-1.07,0.21,0,,,,,-1,0,367,0.03669724771
13.50458716,-1.25,0.2,0.01,,,,,-1,-0.01,368,0.03669724771
13.5412844,-0.9,0.13,0.01,,,,,-1,-0.01,369,0.03669724771
13.57798165,-0.96,0.14,-0.01,,,,,-1,0.01,370,0.03669724771
13.6146789,-0.96,0.19,0.01,,,,,-1,-0.01,371,0.03669724771
13.65137615,-1.21,0.21,0,,,,,-1,0,372,0.03669724771
13.68807339,-1.06,0.18,0,,,,,-1,0,373,0.03669724771
13.72477064,-1.07,0.15,0.02,,,,,-1,-0.02,374,0.03669724771
13.76146789,-1.05,0.19,0.02,,,,,-1,-0.02,375,0.03669724771
13.79816514,-1.08,0.16,0.02,,,,,-1,-0.02,376,0.03669724771
13.83486239,-1,0.18,0.04,,,,,-1,-0.04,377,0.03669724771
13.87155963,-1.06,0.14,0.02,,,,,-1,-0.02,378,0.03669724771
13.90825688,-1.02,0.16,0.02,,,,,-1,-0.02,379,0.03669724771
13.94495413,-1.1,0.18,0,,,,,-1,0,380,0.03669724771
13.98165138,-1.02,0.18,0.02,,,,,-1,-0.02,381,0.03669724771
14.01834862,-0.99,0.2,0.04,,,,,-1,-0.04,382,0.03669724771
14.05504587,-0.98,0.2,0.03,,,,,-1,-0.03,383,0.03669724771
14.09174312,-0.97,0.23,0.03,,,,,-1,-0.03,384,0.03669724771
14.12844037,-1.06,0.21,0,,,,,-1,0,385,0.03669724771
14.16513761,-0.98,0.17,0.01,,,,,-1,-0.01,386,0.03669724771
14.20183486,-1,0.15,0.03,,,,,-1,-0.03,387,0.03669724771
14.23853211,-1.08,0.22,0,,,,,-1,0,388,0.03669724771
14.27522936,-1.07,0.24,0.03,,,,,-1,-0.03,389,0.03669724771
14.31192661,-0.96,0.11,-0.01,,,,,-1,0.01,390,0.03669724771
14.34862385,-1.27,0.23,0,,,,,-1,0,391,0.03669724771
14.3853211,-0.98,0.21,0.01,,,,,-1,-0.01,392,0.03669724771
14.42201835,-0.9,0.16,0.01,,,,,-1,-0.01,393,0.03669724771
14.4587156,-1.2,0.16,-0.01,,,,,-1,0.01,394,0.03669724771
14.49541284,-0.96,0.23,0.03,,,,,-1,-0.03,395,0.03669724771
14.53211009,-1.12,0.16,0,,,,,-1,0,396,0.03669724771
14.56880734,-1.07,0.21,0.02,,,,,-1,-0.02,397,0.03669724771
14.60550459,-1.14,0.24,0.04,,,,,-1,-0.04,398,0.03669724771
14.64220183,-1.08,0.23,0.05,,,,,-1,-0.05,399,0.03669724771
14.67889908,-1.02,0.14,-0.03,,,,,-1,0.03,400,0.03669724771
14.71559633,-1.02,0.14,0.02,,,,,-1,-0.02,401,0.03669724771
14.75229358,-1.05,0.27,0.02,,,,,-1,-0.02,402,0.03669724771
14.78899083,-1.07,0.17,0.02,,,,,-1,-0.02,403,0.03669724771
14.82568807,-0.99,0.16,-0.02,,,,,-1,0.02,404,0.03669724771
14.86238532,-0.96,0.18,0.04,,,,,-1,-0.04,405,0.03669724771
14.89908257,-1.01,0.21,0.02,,,,,-1,-0.02,406,0.03669724771
14.93577982,-1.11,0.18,-0.02,,,,,-1,0.02,407,0.03669724771
14.97247706,-1,0.14,-0.03,,,,,-1,0.03,408,0.03669724771
15.00917431,-0.95,0.14,0,,,,,-1,0,409,0.03669724771
15.04587156,-1.06,0.21,0.03,,,,,-1,-0.03,410,0.03669724771
15.08256881,-1,0.2,0.02,,,,,-1,-0.02,411,0.03669724771
15.11926606,-1.02,0.24,0.04,,,,,-1,-0.04,412,0.03669724771
15.1559633,-1.03,0.2,0.02,,,,,-1,-0.02,413,0.03669724771
15.19266055,-1.18,0.23,0,,,,,-1,0,414,0.03669724771
15.2293578,-0.93,0.18,0.04,,,,,-1,-0.04,415,0.03669724771
15.26605505,-1.06,0.14,0.01,,,,,-1,-0.01,416,0.03669724771
15.30275229,-0.96,0.19,0.02,,,,,-1,-0.02,417,0.03669724771
15.33944954,-1.11,0.2,-0.02,,,,,-1,0.02,418,0.03669724771
15.37614679,-0.98,0.25,0.04,,,,,-1,-0.04,419,0.03669724771
15.41284404,-1.07,0.2,0,,,,,-1,0,420,0.03669724771
15.44954128,-1.07,0.13,0,,,,,-1,0,421,0.03669724771
15.48623853,-1.11,0.21,-0.02,,,,,-1,0.02,422,0.03669724771
15.52293578,-1.2,0.24,0.03,,,,,-1,-0.03,423,0.03669724771
15.55963303,-0.96,0.19,0.02,,,,,-1,-0.02,424,0.03669724771
15.59633028,-1.01,0.16,0.03,,,,,-1,-0.03,425,0.03669724771
15.63302752,-1.11,0.16,-0.03,,,,,-1,0.03,426,0.03669724771
15.66972477,-1.16,0.17,0.03,,,,,-1,-0.03,427,0.03669724771
15.70642202,-1.09,0.2,0,,,,,-1,0,428,0.03669724771
15.74311927,-1.19,0.21,0.02,,,,,-1,-0.02,429,0.03669724771
15.77981651,-1.02,0.2,0.02,,,,,-1,-0.02,430,0.03669724771
15.81651376,-0.87,0.22,0.04,,,,,-1,-0.04,431,0.03669724771
15.85321101,-1.17,0.25,0.02,,,,,-1,-0.02,432,0.03669724771
15.88990826,-1.1,0.16,-0.01,,,,,-1,0.01,433,0.03669724771
15.9266055,-1.25,0.21,0.02,,,,,-1,-0.02,434,0.03669724771
15.96330275,-0.71,0.17,0.02,,,,,-1,-0.02,435,0.03669724771
16,-1.1,0.19,0.04,,,,,-1,-0.04,436,0.03669724771
16.03669725,-1.02,0.2,0,,,,,-1,0,437,0.03669724771
16.0733945,-1.06,0.19,0.02,,,,,-1,-0.02,438,0.03669724771
16.11009174,-1.02,0.22,0.02,,,,,-1,-0.02,439,0.03669724771
16.14678899,-1,0.12,0,,,,,-1,0,440,0.03669724771
16.18348624,-1,0.17,0.02,,,,,-1,-0.02,441,0.03669724771
16.22018349,-1.11,0.13,-0.02,,,,,-1,0.02,442,0.03669724771
16.25688073,-1.01,0.15,-0.02,,,,,-1,0.02,443,0.03669724771
16.29357798,-1.23,0.24,0.01,,,,,-1,-0.01,444,0.03669724771
16.33027523,-0.93,0.23,0.05,,,,,-1,-0.05,445,0.03669724771
16.36697248,-1.06,0.18,0.02,,,,,-1,-0.02,446,0.03669724771
16.40366972,-0.97,0.14,0.02,,,,,-1,-0.02,447,0.03669724771
16.44036697,-1.13,0.19,0,,,,,-1,0,448,0.03669724771
16.47706422,-1.03,0.17,0,,,,,-1,0,449,0.03669724771
16.51376147,-1.08,0.18,-0.02,,,,,-1,0.02,450,0.03669724771
16.55045872,-1.16,0.18,0.01,,,,,-1,-0.01,451,0.03669724771
16.58715596,-0.95,0.18,0,,,,,-1,0,452,0.03669724771
16.62385321,-1.04,0.16,0.02,,,,,-1,-0.02,453,0.03669724771
16.66055046,-1.04,0.23,0.03,,,,,-1,-0.03,454,0.03669724771
16.69724771,-0.94,0.19,0.01,,,,,-1,-0.01,455,0.03669724771
16.73394495,-0.96,0.16,0.01,,,,,-1,-0.01,456,0.03669724771
16.7706422,-0.95,0.16,0,,,,,-1,0,457,0.03669724771
16.80733945,-0.82,0.12,0.02,,,,,-1,-0.02,458,0.03669724771
16.8440367,-1.23,0.21,0.01,,,,,-1,-0.01,459,0.03669724771
16.88073394,-1,0.17,0.03,,,,,-1,-0.03,460,0.03669724771
16.91743119,-1.19,0.21,0.03,,,,,-1,-0.03,461,0.03669724771
16.95412844,-1.02,0.12,-0.03,,,,,-1,0.03,462,0.03669724771
16.99082569,-1.13,0.21,0.02,,,,,-1,-0.02,463,0.03669724771
17.02752294,-1,0.16,0.02,,,,,-1,-0.02,464,0.03669724771
17.06422018,-1.09,0.15,-0.01,,,,,-1,0.01,465,0.03669724771
17.10091743,-1.07,0.23,0.02,,,,,-1,-0.02,466,0.03669724771
17.13761468,-1.07,0.21,0.01,,,,,-1,-0.01,467,0.03669724771
17.17431193,-1,0.18,0.01,,,,,-1,-0.01,468,0.03669724771
17.21100917,-1.02,0.18,-0.01,,,,,-1,0.01,469,0.03669724771
17.24770642,-1.05,0.17,0,,,,,-1,0,470,0.03669724771
17.28440367,-1.05,0.19,0,,,,,-1,0,471,0.03669724771
17.32110092,-1.09,0.19,-0.01,,,,,-1,0.01,472,0.03669724771
17.35779817,-1.11,0.17,0,,,,,-1,0,473,0.03669724771
17.39449541,-1.12,0.23,0.03,,,,,-1,-0.03,474,0.03669724771
17.43119266,-1.07,0.25,0.03,,,,,-1,-0.03,475,0.03669724771
17.46788991,-1.04,0.18,0.04,,,,,-1,-0.04,476,0.03669724771
17.50458716,-1.14,0.16,0,,,,,-1,0,477,0.03669724771
17.5412844,-1.22,0.21,0.01,,,,,-1,-0.01,478,0.03669724771
17.57798165,-1.09,0.16,0.02,,,,,-1,-0.02,479,0.03669724771
17.6146789,-1.07,0.18,0.02,,,,,-1,-0.02,480,0.03669724771
17.65137615,-1.02,0.24,0.03,,,,,-1,-0.03,481,0.03669724771
17.68807339,-1.05,0.2,0,,,,,-1,0,482,0.03669724771
17.72477064,-0.99,0.19,-0.01,,,,,-1,0.01,483,0.03669724771
17.76146789,-1.12,0.19,-0.02,,,,,-1,0.02,484,0.03669724771
17.79816514,-1.05,0.2,0,,,,,-1,0,485,0.03669724771
17.83486239,-1.04,0.21,0.02,,,,,-1,-0.02,486,0.03669724771
17.87155963,-1.06,0.19,-0.02,,,,,-1,0.02,487,0.03669724771
17.90825688,-0.98,0.27,0.03,,,,,-1,-0.03,488,0.03669724771
17.94495413,-1.13,0.18,-0.01,,,,,-1,0.01,489,0.03669724771
17.98165138,-1.07,0.2,0,,,,,-1,0,490,0.03669724771
18.01834862,-1.03,0.13,-0.01,,,,,-1,0.01,491,0.03669724771
18.05504587,-1.13,0.21,0,,,,,-1,0,492,0.03669724771
18.09174312,-1.02,0.2,0,,,,,-1,0,493,0.03669724771
18.12844037,-1.2,0.25,0.02,,,,,-1,-0.02,494,0.03669724771
18.16513761,-0.96,0.12,0.02,,,,,-1,-0.02,495,0.03669724771
18.20183486,-1.13,0.12,-0.01,,,,,-1,0.01,496,0.03669724771
18.23853211,-1.06,0.22,0.02,,,,,-1,-0.02,497,0.03669724771
18.27522936,-1.04,0.18,0.02,,,,,-1,-0.02,498,0.03669724771
18.31192661,-1.14,0.23,0.01,,,,,-1,-0.01,499,0.03669724771
18.34862385,-1.02,0.18,0,,,,,-1,0,500,0.03669724771
18.3853211,-1.09,0.24,0.02,,,,,-1,-0.02,501,0.03669724771
18.42201835,-1.01,0.21,0.01,,,,,-1,-0.01,502,0.03669724771
18.4587156,-1.11,0.2,0.01,,,,,-1,-0.01,503,0.03669724771
18.49541284,-1.22,0.25,0.04,,,,,-1,-0.04,504,0.03669724771
18.53211009,-1.09,0.26,0.03,,,,,-1,-0.03,505,0.03669724771
18.56880734,-0.97,0.07,0,,,,,-1,0,506,0.03669724771
18.60550459,-0.98,0.15,0.01,,,,,-1,-0.01,507,0.03669724771
18.64220183,-1.06,0.2,0.02,,,,,-1,-0.02,508,0.03669724771
18.67889908,-1.07,0.18,-0.01,,,,,-1,0.01,509,0.03669724771
18.71559633,-1.08,0.21,0,,,,,-1,0,510,0.03669724771
18.75229358,-1.15,0.22,0.01,,,,,-1,-0.01,511,0.03669724771
18.78899083,-1.07,0.2,0.03,,,,,-1,-0.03,512,0.03669724771
18.82568807,-1.08,0.23,0.03,,,,,-1,-0.03,513,0.03669724771
18.86238532,-1.02,0.14,0,,,,,-1,0,514,0.03669724771
18.89908257,-1.1,0.15,-0.01,,,,,-1,0.01,515,0.03669724771
18.93577982,-1.05,0.19,-0.02,,,,,-1,0.02,516,0.03669724771
18.97247706,-1.26,0.2,-0.02,,,,,-1,0.02,517,0.03669724771
19.00917431,-1.14,0.21,0,,,,,-1,0,518,0.03669724771
19.04587156,-1.09,0.16,0.02,,,,,-1,-0.02,519,0.03669724771
19.08256881,-0.98,0.14,-0.01,,,,,-1,0.01,520,0.03669724771
19.11926606,-0.91,0.14,0,,,,,-1,0,521,0.03669724771
19.1559633,-1.05,0.13,-0.03,,,,,-1,0.03,522,0.03669724771
19.19266055,-1.03,0.19,0.02,,,,,-1,-0.02,523,0.03669724771
19.2293578,-1.08,0.21,0.01,,,,,-1,-0.01,524,0.03669724771
19.26605505,-0.99,0.15,0.02,,,,,-1,-0.02,525,0.03669724771
19.30275229,-1.13,0.14,-0.01,,,,,-1,0.01,526,0.03669724771
19.33944954,-0.98,0.2,0.04,,,,,-1,-0.04,527,0.03669724771
19.37614679,-1.27,0.19,0,,,,,-1,0,528,0.03669724771
19.41284404,-0.96,0.16,0,,,,,-1,0,529,0.03669724771
19.44954128,-1.14,0.18,-0.02,,,,,-1,0.02,530,0.03669724771
19.48623853,-1.12,0.23,0.02,,,,,-1,-0.02,531,0.03669724771
19.52293578,-0.99,0.18,-0.01,,,,,-1,0.01,532,0.03669724771
19.55963303,-1.05,0.16,0.01,,,,,-1,-0.01,533,0.03669724771
19.59633028,-0.91,0.19,0.02,,,,,-1,-0.02,534,0.03669724771
19.63302752,-1.06,0.27,0.03,,,,,-1,-0.03,535,0.03669724771
19.66972477,-1.09,0.22,0,,,,,-1,0,536,0.03669724771
19.70642202,-1.06,0.19,0.02,,,,,-1,-0.02,537,0.03669724771
19.74311927,-1.01,0.22,0.01,,,,,-1,-0.01,538,0.03669724771
19.77981651,-1.05,0.14,0,,,,,-1,0,539,0.03669724771
19.81651376,-1.12,0.19,0,,,,,-1,0,540,0.03669724771
19.85321101,-0.89,0.17,0.01,,,,,-1,-0.01,541,0.03669724771
19.88990826,-1.1,0.21,0,,,,,-1,0,542,0.03669724771
19.9266055,-1.13,0.19,0.03,,,,,-1,-0.03,543,0.03669724771
19.96330275,-0.99,0.2,0.03,,,,,-1,-0.03,544,0.03669724771
20,-1,0.18,0.01,,,,,-1,-0.01,545,0.03669724771
