Time,Xa,Ya,Za,,,,,,,,,,,
14.04990403,-0.09,-1.05,-0.2,,,,,,,,,,0.038387716,366
14.08829175,-0.12,-1.08,-0.13,,,,,,,,,,0.038387716,367
14.12667946,-0.1,-1.05,-0.2,,,,,,,,,,0.038387716,368
14.16506718,-0.11,-0.95,-0.21,,,,,,,,,,0.038387716,369
14.20345489,-0.08,-1.13,-0.16,,,,,,,,,,0.038387716,370
14.24184261,-0.04,-1.11,-0.14,,,,,,,,,,0.038387716,371
14.28023033,-0.1,-1.04,-0.22,,,,,,,,,,0.038387716,372
14.31861804,-0.03,-1.09,-0.26,,,,,,,,,,0.038387716,373
14.35700576,-0.05,-1.12,-0.18,,,,,,,,,,0.038387716,374
14.39539347,-0.14,-1.04,-0.13,,,,,,,,,,0.038387716,375
14.43378119,-0.04,-1.2,-0.21,,,,,,,,,,0.038387716,376
14.47216891,-0.05,-0.96,-0.22,,,,,,,,,,0.038387716,377
14.51055662,-0.17,-1.07,-0.13,,,,,,,,,,0.038387716,378
14.54894434,-0.04,-1.15,-0.16,,,,,,,,,,0.038387716,379
14.58733205,-0.05,-0.95,-0.25,,,,,,,,,,0.038387716,380
14.62571977,-0.03,-1.08,-0.15,,,,,,,,,,0.038387716,381
14.66410749,-0.07,-1.18,-0.15,,,,,,,,,,0.038387716,382
14.7024952,-0.09,-0.95,-0.23,,,,,,,,,,0.038387716,383
14.74088292,-0.06,-1.21,-0.12,,,,,,,,,,0.038387716,384
14.77927063,-0.04,-0.85,-0.18,,,,,,,,,,0.038387716,385
14.81765835,-0.11,-0.93,-0.23,,,,,,,,,,0.038387716,386
14.85604607,-0.09,-0.99,-0.12,,,,,,,,,,0.038387716,387
14.89443378,-0.04,-1,-0.18,,,,,,,,,,0.038387716,388
14.9328215,-0.12,-0.84,-0.23,,,,,,,,,,0.038387716,389
14.97120921,-0.14,-1.07,-0.09,,,,,,,,,,0.038387716,390
15.00959693,-0.15,-1.05,-0.11,,,,,,,,,,0.038387716,391
15.04798464,-0.15,-0.88,-0.21,,,,,,,,,,0.038387716,392
15.08637236,-0.07,-1.09,-0.2,,,,,,,,,,0.038387716,393
15.12476008,-0.09,-1.04,-0.16,,,,,,,,,,0.038387716,394
15.16314779,-0.11,-1.04,-0.21,,,,,,,,,,0.038387716,395
15.20153551,-0.06,-0.88,-0.13,,,,,,,,,,0.038387716,396
15.23992322,-0.07,-1.14,-0.2,,,,,,,,,,0.038387716,397
15.27831094,-0.09,-1.09,-0.17,,,,,,,,,,0.038387716,398
15.31669866,-0.11,-0.82,-0.24,,,,,,,,,,0.038387716,399
15.35508637,-0.08,-0.9,-0.22,,,,,,,,,,0.038387716,400
15.39347409,-0.05,-1.18,-0.19,,,,,,,,,,0.038387716,401
15.4318618,-0.09,-1.15,-0.17,,,,,,,,,,0.038387716,402
15.47024952,-0.03,-1.04,-0.14,,,,,,,,,,0.038387716,403
15.50863724,-0.12,-1.04,-0.2,,,,,,,,,,0.038387716,404
15.54702495,-0.04,-1.05,-0.18,,,,,,,,,,0.038387716,405
15.58541267,-0.05,-1.03,-0.2,,,,,,,,,,0.038387716,406
15.62380038,-0.1,-0.86,-0.23,,,,,,,,,,0.038387716,407
15.6621881,-0.11,-0.95,-0.19,,,,,,,,,,0.038387716,408
15.70057582,-0.07,-1.04,-0.23,,,,,,,,,,0.038387716,409
15.73896353,-0.12,-0.92,-0.24,,,,,,,,,,0.038387716,410
15.77735125,-0.18,-1.04,-0.13,,,,,,,,,,0.038387716,411
15.81573896,-0.1,-1.07,-0.19,,,,,,,,,,0.038387716,412
15.85412668,-0.12,-0.84,-0.27,,,,,,,,,,0.038387716,413
15.8925144,-0.11,-1.13,-0.12,,,,,,,,,,0.038387716,414
15.93090211,-0.1,-0.94,-0.19,,,,,,,,,,0.038387716,415
15.96928983,-0.11,-1.04,-0.18,,,,,,,,,,0.038387716,416
16.00767754,-0.16,-1.03,-0.15,,,,,,,,,,0.038387716,417
16.04606526,-0.11,-1.11,-0.18,,,,,,,,,,0.038387716,418
16.08445298,-0.08,-1.09,-0.19,,,,,,,,,,0.038387716,419
16.12284069,-0.05,-1.01,-0.19,,,,,,,,,,0.038387716,420
16.16122841,-0.1,-1.11,-0.14,,,,,,,,,,0.038387716,421
16.19961612,-0.09,-0.87,-0.25,,,,,,,,,,0.038387716,422
16.23800384,-0.08,-0.95,-0.26,,,,,,,,,,0.038387716,423
16.27639155,-0.14,-1.09,-0.18,,,,,,,,,,0.038387716,424
16.31477927,-0.09,-0.96,-0.24,,,,,,,,,,0.038387716,425
16.35316699,-0.08,-1.03,-0.2,,,,,,,,,,0.038387716,426
16.3915547,-0.09,-0.89,-0.17,,,,,,,,,,0.038387716,427
16.42994242,-0.05,-0.98,-0.21,,,,,,,,,,0.038387716,428
16.46833013,-0.1,-1.09,-0.16,,,,,,,,,,0.038387716,429
16.50671785,-0.11,-1.02,-0.14,,,,,,,,,,0.038387716,430
16.54510557,-0.05,-1.01,-0.2,,,,,,,,,,0.038387716,431
16.58349328,-0.1,-1.05,-0.23,,,,,,,,,,0.038387716,432
16.621881,-0.09,-0.98,-0.19,,,,,,,,,,0.038387716,433
16.66026871,-0.09,-1.18,-0.08,,,,,,,,,,0.038387716,434
16.69865643,-0.1,-1.11,-0.17,,,,,,,,,,0.038387716,435
16.73704415,-0.16,-1.16,-0.09,,,,,,,,,,0.038387716,436
16.77543186,-0.12,-0.98,-0.12,,,,,,,,,,0.038387716,437
16.81381958,-0.1,-1.02,-0.2,,,,,,,,,,0.038387716,438
16.85220729,-0.12,-1.06,-0.14,,,,,,,,,,0.038387716,439
16.89059501,-0.1,-1.04,-0.19,,,,,,,,,,0.038387716,440
16.92898273,-0.11,-0.92,-0.13,,,,,,,,,,0.038387716,441
16.96737044,-0.18,-0.89,-0.21,,,,,,,,,,0.038387716,442
17.00575816,-0.1,-0.89,-0.2,,,,,,,,,,0.038387716,443
17.04414587,-0.1,-1.13,-0.17,,,,,,,,,,0.038387716,444
17.08253359,-0.11,-1.13,-0.18,,,,,,,,,,0.038387716,445
17.12092131,-0.06,-1.08,-0.14,,,,,,,,,,0.038387716,446
17.15930902,-0.11,-0.91,-0.27,,,,,,,,,,0.038387716,447
17.19769674,-0.05,-0.95,-0.22,,,,,,,,,,0.038387716,448
17.23608445,-0.1,-1.04,-0.18,,,,,,,,,,0.038387716,449
17.27447217,-0.05,-1.16,-0.13,,,,,,,,,,0.038387716,450
17.31285988,-0.09,-1,-0.18,,,,,,,,,,0.038387716,451
17.3512476,-0.1,-0.97,-0.2,,,,,,,,,,0.038387716,452
17.38963532,-0.11,-1.19,-0.11,,,,,,,,,,0.038387716,453
17.42802303,-0.08,-0.92,-0.23,,,,,,,,,,0.038387716,454
17.46641075,-0.11,-0.96,-0.21,,,,,,,,,,0.038387716,455
17.50479846,-0.12,-1.02,-0.2,,,,,,,,,,0.038387716,456
17.54318618,-0.07,-1.02,-0.22,,,,,,,,,,0.038387716,457
17.5815739,-0.12,-1.05,-0.21,,,,,,,,,,0.038387716,458
17.61996161,-0.12,-0.97,-0.22,,,,,,,,,,0.038387716,459
17.65834933,-0.15,-0.82,-0.21,,,,,,,,,,0.038387716,460
17.69673704,-0.05,-0.85,-0.16,,,,,,,,,,0.038387716,461
17.73512476,-0.11,-0.99,-0.18,,,,,,,,,,0.038387716,462
17.77351248,-0.17,-0.87,-0.17,,,,,,,,,,0.038387716,463
17.81190019,-0.13,-0.9,-0.17,,,,,,,,,,0.038387716,464
17.85028791,-0.14,-1.08,-0.14,,,,,,,,,,0.038387716,465
17.88867562,-0.05,-1.02,-0.2,,,,,,,,,,0.038387716,466
17.92706334,-0.06,-0.93,-0.2,,,,,,,,,,0.038387716,467
17.96545106,-0.1,-1.2,-0.08,,,,,,,,,,0.038387716,468
18.00383877,-0.04,-1.12,-0.2,,,,,,,,,,0.038387716,469
18.04222649,-0.17,-1,-0.23,,,,,,,,,,0.038387716,470
18.0806142,-0.15,-1.06,-0.11,,,,,,,,,,0.038387716,471
18.11900192,-0.1,-1.04,-0.26,,,,,,,,,,0.038387716,472
18.15738964,-0.12,-1.05,-0.13,,,,,,,,,,0.038387716,473
18.19577735,-0.09,-0.72,-0.19,,,,,,,,,,0.038387716,474
18.23416507,-0.04,-0.93,-0.19,,,,,,,,,,0.038387716,475
18.27255278,-0.11,-1.23,-0.13,,,,,,,,,,0.038387716,476
18.3109405,-0.13,-0.89,-0.21,,,,,,,,,,0.038387716,477
18.34932821,-0.15,-1.18,-0.14,,,,,,,,,,0.038387716,478
18.38771593,-0.12,-0.98,-0.15,,,,,,,,,,0.038387716,479
18.42610365,-0.12,-1.01,-0.16,,,,,,,,,,0.038387716,480
18.46449136,-0.03,-0.88,-0.25,,,,,,,,,,0.038387716,481
18.50287908,-0.09,-0.94,-0.23,,,,,,,,,,0.038387716,482
18.54126679,-0.02,-0.99,-0.21,,,,,,,,,,0.038387716,483
18.57965451,-0.1,-1.04,-0.2,,,,,,,,,,0.038387716,484
18.61804223,-0.05,-0.86,-0.23,,,,,,,,,,0.038387716,485
18.65642994,-0.12,-1.08,-0.2,,,,,,,,,,0.038387716,486
18.69481766,-0.16,-0.9,-0.16,,,,,,,,,,0.038387716,487
18.73320537,-0.04,-0.94,-0.23,,,,,,,,,,0.038387716,488
18.77159309,-0.07,-1.13,-0.23,,,,,,,,,,0.038387716,489
18.80998081,-0.06,-0.98,-0.21,,,,,,,,,,0.038387716,490
18.84836852,-0.09,-1.08,-0.18,,,,,,,,,,0.038387716,491
18.88675624,-0.11,-1.04,-0.16,,,,,,,,,,0.038387716,492
18.92514395,-0.15,-1,-0.15,,,,,,,,,,0.038387716,493
18.96353167,-0.13,-1.05,-0.17,,,,,,,,,,0.038387716,494
19.00191939,-0.07,-0.92,-0.21,,,,,,,,,,0.038387716,495
19.0403071,-0.11,-0.93,-0.25,,,,,,,,,,0.038387716,496
19.07869482,-0.07,-0.98,-0.21,,,,,,,,,,0.038387716,497
19.11708253,-0.05,-1,-0.22,,,,,,,,,,0.038387716,498
19.15547025,-0.15,-1.21,-0.12,,,,,,,,,,0.038387716,499
19.19385797,-0.06,-0.98,-0.18,,,,,,,,,,0.038387716,500
19.23224568,-0.11,-1.03,-0.15,,,,,,,,,,0.038387716,501
19.2706334,-0.07,-0.85,-0.24,,,,,,,,,,0.038387716,502
19.30902111,-0.11,-0.96,-0.2,,,,,,,,,,0.038387716,503
19.34740883,-0.05,-1,-0.16,,,,,,,,,,0.038387716,504
19.38579655,-0.1,-0.78,-0.23,,,,,,,,,,0.038387716,505
19.42418426,-0.11,-0.89,-0.18,,,,,,,,,,0.038387716,506
19.46257198,-0.14,-0.91,-0.16,,,,,,,,,,0.038387716,507
19.50095969,-0.09,-0.9,-0.24,,,,,,,,,,0.038387716,508
19.53934741,-0.14,-1,-0.11,,,,,,,,,,0.038387716,509
19.57773512,-0.11,-1.18,-0.15,,,,,,,,,,0.038387716,510
19.61612284,-0.11,-1.08,-0.17,,,,,,,,,,0.038387716,511
19.65451056,-0.15,-1.01,-0.16,,,,,,,,,,0.038387716,512
19.69289827,-0.11,-0.93,-0.14,,,,,,,,,,0.038387716,513
19.73128599,-0.1,-0.91,-0.24,,,,,,,,,,0.038387716,514
19.7696737,-0.11,-0.65,-0.28,,,,,,,,,,0.038387716,515
19.80806142,-0.09,-1.16,-0.08,,,,,,,,,,0.038387716,516
19.84644914,-0.05,-0.97,-0.23,,,,,,,,,,0.038387716,517
19.88483685,0,-1.11,-0.21,,,,,,,,,,0.038387716,518
19.92322457,-0.13,-0.84,-0.13,,,,,,,,,,0.038387716,519
19.96161228,-0.09,-0.86,-0.17,,,,,,,,,,0.038387716,520
20,-0.06,-1.04,-0.2,,,,,,,,,,0.038387716,521
