Time,Xa,Ya,Za,,,,,,,,,,
1.174377224,-0.32,-0.98,-0.12,,,,,,,,,0.035587189,33
1.209964413,-0.18,-1.46,-0.2,,,,,,,,,0.035587189,34
1.245551601,-0.32,-0.94,-0.18,,,,,,,,,0.035587189,35
1.28113879,-0.34,-0.92,-0.27,,,,,,,,,0.035587189,36
1.316725979,-0.14,-0.99,-0.32,,,,,,,,,0.035587189,37
1.352313167,-0.39,-1.04,-0.12,,,,,,,,,0.035587189,38
1.387900356,-0.24,-1.15,-0.12,,,,,,,,,0.035587189,39
1.423487544,-0.11,-1.24,-0.21,,,,,,,,,0.035587189,40
1.459074733,-0.18,-1.14,-0.13,,,,,,,,,0.035587189,41
1.494661922,-0.2,-1,-0.27,,,,,,,,,0.035587189,42
1.53024911,-0.18,-0.7,-0.14,,,,,,,,,0.035587189,43
1.565836299,-0.04,-1.03,-0.15,,,,,,,,,0.035587189,44
1.601423488,-0.07,-1.27,-0.13,,,,,,,,,0.035587189,45
1.637010676,-0.21,-0.84,-0.21,,,,,,,,,0.035587189,46
1.672597865,-0.11,-1,-0.18,,,,,,,,,0.035587189,47
1.708185053,-0.35,-1.22,-0.04,,,,,,,,,0.035587189,48
1.743772242,-0.08,-1.3,-0.07,,,,,,,,,0.035587189,49
1.779359431,-0.11,-1.08,-0.26,,,,,,,,,0.035587189,50
1.814946619,-0.19,-0.73,-0.19,,,,,,,,,0.035587189,51
1.850533808,-0.28,-0.86,-0.2,,,,,,,,,0.035587189,52
1.886120996,-0.14,-0.66,-0.34,,,,,,,,,0.035587189,53
1.921708185,-0.23,-0.82,-0.2,,,,,,,,,0.035587189,54
1.957295374,-0.24,-0.64,-0.25,,,,,,,,,0.035587189,55
1.992882562,-0.11,-1.28,-0.27,,,,,,,,,0.035587189,56
2.028469751,-0.37,-0.99,-0.15,,,,,,,,,0.035587189,57
2.06405694,-0.14,-1.14,-0.14,,,,,,,,,0.035587189,58
2.099644128,-0.25,-0.95,-0.21,,,,,,,,,0.035587189,59
2.135231317,-0.17,-1.09,-0.27,,,,,,,,,0.035587189,60
2.170818505,-0.5,-1.23,-0.13,,,,,,,,,0.035587189,61
2.206405694,-0.09,-0.7,-0.17,,,,,,,,,0.035587189,62
2.241992883,-0.43,-1.12,-0.13,,,,,,,,,0.035587189,63
2.277580071,-0.29,-0.6,-0.3,,,,,,,,,0.035587189,64
2.31316726,-0.25,-1.3,-0.14,,,,,,,,,0.035587189,65
2.348754448,-0.05,-0.51,-0.2,,,,,,,,,0.035587189,66
2.384341637,-0.2,-1.11,0.05,,,,,,,,,0.035587189,67
2.419928826,-0.09,-0.76,-0.22,,,,,,,,,0.035587189,68
2.455516014,-0.41,-0.94,-0.14,,,,,,,,,0.035587189,69
2.491103203,-0.09,-1,-0.26,,,,,,,,,0.035587189,70
2.526690391,-0.39,-1.1,-0.12,,,,,,,,,0.035587189,71
2.56227758,-0.25,-0.75,-0.28,,,,,,,,,0.035587189,72
2.597864769,-0.02,-1.04,-0.23,,,,,,,,,0.035587189,73
2.633451957,-0.11,-0.53,-0.32,,,,,,,,,0.035587189,74
2.669039146,-0.12,-0.99,-0.27,,,,,,,,,0.035587189,75
2.704626335,-0.18,-0.91,-0.28,,,,,,,,,0.035587189,76
2.740213523,-0.07,-0.91,-0.24,,,,,,,,,0.035587189,77
2.775800712,-0.01,-1.09,-0.27,,,,,,,,,0.035587189,78
2.8113879,-0.27,-0.89,-0.17,,,,,,,,,0.035587189,79
2.846975089,-0.11,-1.18,-0.27,,,,,,,,,0.035587189,80
2.882562278,-0.2,-0.88,-0.27,,,,,,,,,0.035587189,81
2.918149466,-0.11,-1.1,-0.28,,,,,,,,,0.035587189,82
2.953736655,-0.04,-0.77,-0.18,,,,,,,,,0.035587189,83
2.989323843,-0.12,-0.9,-0.23,,,,,,,,,0.035587189,84
3.024911032,-0.27,-0.54,-0.25,,,,,,,,,0.035587189,85
3.060498221,-0.26,-1.11,-0.11,,,,,,,,,0.035587189,86
3.096085409,-0.13,-0.79,-0.26,,,,,,,,,0.035587189,87
3.131672598,-0.17,-0.58,-0.25,,,,,,,,,0.035587189,88
3.167259786,-0.24,-1.06,-0.18,,,,,,,,,0.035587189,89
3.202846975,-0.33,-0.95,-0.18,,,,,,,,,0.035587189,90
3.238434164,-0.06,-1.21,-0.3,,,,,,,,,0.035587189,91
3.274021352,-0.31,-0.91,-0.23,,,,,,,,,0.035587189,92
3.309608541,-0.39,-1.16,-0.12,,,,,,,,,0.035587189,93
3.34519573,-0.05,-1.07,-0.29,,,,,,,,,0.035587189,94
3.380782918,-0.27,-1.18,-0.07,,,,,,,,,0.035587189,95
3.416370107,-0.05,-0.92,-0.32,,,,,,,,,0.035587189,96
3.451957295,-0.36,-0.95,-0.28,,,,,,,,,0.035587189,97
3.487544484,-0.21,-0.94,-0.25,,,,,,,,,0.035587189,98
3.523131673,-0.41,-0.96,-0.2,,,,,,,,,0.035587189,99
3.558718861,-0.22,-0.75,-0.37,,,,,,,,,0.035587189,100
3.59430605,-0.33,-1.32,-0.09,,,,,,,,,0.035587189,101
3.629893238,-0.27,-0.89,-0.2,,,,,,,,,0.035587189,102
3.665480427,-0.36,-1.19,-0.14,,,,,,,,,0.035587189,103
3.701067616,-0.02,-0.77,-0.29,,,,,,,,,0.035587189,104
3.736654804,-0.18,-1.2,-0.16,,,,,,,,,0.035587189,105
3.772241993,-0.15,-0.89,-0.3,,,,,,,,,0.035587189,106
3.807829181,-0.3,-0.96,-0.2,,,,,,,,,0.035587189,107
3.84341637,-0.19,-0.63,-0.34,,,,,,,,,0.035587189,108
3.879003559,-0.13,-0.75,-0.28,,,,,,,,,0.035587189,109
3.914590747,-0.2,-1.09,-0.24,,,,,,,,,0.035587189,110
3.950177936,-0.22,-0.83,-0.23,,,,,,,,,0.035587189,111
3.985765125,-0.21,-1.36,-0.24,,,,,,,,,0.035587189,112
4.021352313,-0.07,-0.31,-0.32,,,,,,,,,0.035587189,113
4.056939502,-0.14,-1.13,-0.19,,,,,,,,,0.035587189,114
4.09252669,-0.3,-0.95,-0.21,,,,,,,,,0.035587189,115
4.128113879,-0.15,-0.48,-0.34,,,,,,,,,0.035587189,116
4.163701068,-0.13,-0.89,-0.12,,,,,,,,,0.035587189,117
4.199288256,-0.27,-0.7,-0.29,,,,,,,,,0.035587189,118
4.234875445,-0.2,-1,-0.2,,,,,,,,,0.035587189,119
4.270462633,-0.29,-0.64,-0.36,,,,,,,,,0.035587189,120
4.306049822,-0.11,-1.08,-0.19,,,,,,,,,0.035587189,121
4.341637011,-0.2,-0.86,-0.2,,,,,,,,,0.035587189,122
4.377224199,-0.08,-0.67,-0.37,,,,,,,,,0.035587189,123
4.412811388,-0.14,-0.63,-0.29,,,,,,,,,0.035587189,124
4.448398577,-0.08,-1.11,-0.11,,,,,,,,,0.035587189,125
4.483985765,-0.19,-0.93,-0.17,,,,,,,,,0.035587189,126
4.519572954,-0.13,-0.73,-0.16,,,,,,,,,0.035587189,127
4.555160142,-0.11,-1.42,-0.24,,,,,,,,,0.035587189,128
4.590747331,-0.24,-0.87,-0.18,,,,,,,,,0.035587189,129
4.62633452,-0.04,-1.28,-0.3,,,,,,,,,0.035587189,130
4.661921708,-0.23,-0.65,-0.18,,,,,,,,,0.035587189,131
4.697508897,0,-1.43,-0.17,,,,,,,,,0.035587189,132
4.733096085,-0.02,-0.86,-0.24,,,,,,,,,0.035587189,133
4.768683274,-0.26,-1.26,-0.15,,,,,,,,,0.035587189,134
4.804270463,-0.29,-0.92,-0.19,,,,,,,,,0.035587189,135
4.839857651,-0.19,-0.65,-0.32,,,,,,,,,0.035587189,136
4.87544484,-0.12,-1.12,-0.22,,,,,,,,,0.035587189,137
4.911032028,-0.26,-0.97,-0.12,,,,,,,,,0.035587189,138
4.946619217,-0.05,-1.14,-0.26,,,,,,,,,0.035587189,139
4.982206406,-0.17,-1.1,-0.27,,,,,,,,,0.035587189,140
5.017793594,-0.23,-0.9,-0.29,,,,,,,,,0.035587189,141
5.053380783,-0.27,-1.22,-0.09,,,,,,,,,0.035587189,142
5.088967972,-0.31,-1,-0.24,,,,,,,,,0.035587189,143
5.12455516,-0.35,-0.53,-0.22,,,,,,,,,0.035587189,144
5.160142349,0,-1.25,-0.16,,,,,,,,,0.035587189,145
5.195729537,-0.16,-1.26,-0.25,,,,,,,,,0.035587189,146
5.231316726,-0.2,-1.11,-0.21,,,,,,,,,0.035587189,147
5.266903915,-0.07,-1.04,-0.25,,,,,,,,,0.035587189,148
5.302491103,-0.32,-0.48,-0.27,,,,,,,,,0.035587189,149
5.338078292,-0.05,-0.88,-0.23,,,,,,,,,0.035587189,150
5.37366548,-0.16,-0.68,-0.23,,,,,,,,,0.035587189,151
5.409252669,-0.23,-0.97,0.02,,,,,,,,,0.035587189,152
5.444839858,-0.17,-1.17,-0.18,,,,,,,,,0.035587189,153
5.480427046,-0.23,-0.93,-0.15,,,,,,,,,0.035587189,154
5.516014235,-0.06,-1.29,-0.16,,,,,,,,,0.035587189,155
5.551601423,-0.06,-1.2,-0.21,,,,,,,,,0.035587189,156
5.587188612,-0.03,-0.83,-0.2,,,,,,,,,0.035587189,157
5.622775801,-0.26,-1.1,-0.12,,,,,,,,,0.035587189,158
5.658362989,-0.2,-0.9,-0.22,,,,,,,,,0.035587189,159
5.693950178,-0.19,-1.09,-0.17,,,,,,,,,0.035587189,160
5.729537367,-0.17,-1.02,-0.19,,,,,,,,,0.035587189,161
5.765124555,-0.24,-0.7,-0.18,,,,,,,,,0.035587189,162
5.800711744,-0.37,-0.94,-0.12,,,,,,,,,0.035587189,163
5.836298932,-0.29,-1.27,-0.02,,,,,,,,,0.035587189,164
5.871886121,0.02,-0.99,-0.21,,,,,,,,,0.035587189,165
5.90747331,-0.42,-1.31,-0.15,,,,,,,,,0.035587189,166
5.943060498,-0.21,-1.27,-0.07,,,,,,,,,0.035587189,167
5.978647687,-0.26,-1.05,-0.27,,,,,,,,,0.035587189,168
6.014234875,-0.09,-0.79,-0.36,,,,,,,,,0.035587189,169
6.049822064,-0.28,-0.67,-0.25,,,,,,,,,0.035587189,170
6.085409253,-0.32,-0.65,-0.15,,,,,,,,,0.035587189,171
6.120996441,-0.03,-1.02,-0.26,,,,,,,,,0.035587189,172
6.15658363,-0.28,-0.75,-0.24,,,,,,,,,0.035587189,173
6.192170819,-0.4,-0.95,-0.08,,,,,,,,,0.035587189,174
6.227758007,-0.14,-1.3,-0.09,,,,,,,,,0.035587189,175
6.263345196,-0.25,-0.88,-0.31,,,,,,,,,0.035587189,176
6.298932384,-0.12,-0.76,-0.3,,,,,,,,,0.035587189,177
6.334519573,-0.2,-1.14,-0.15,,,,,,,,,0.035587189,178
6.370106762,-0.24,-1,-0.09,,,,,,,,,0.035587189,179
6.40569395,0.09,-1.08,-0.3,,,,,,,,,0.035587189,180
6.441281139,-0.13,-0.69,-0.16,,,,,,,,,0.035587189,181
6.476868327,-0.18,-1.39,-0.23,,,,,,,,,0.035587189,182
6.512455516,-0.24,-0.67,-0.25,,,,,,,,,0.035587189,183
6.548042705,-0.04,-0.74,-0.41,,,,,,,,,0.035587189,184
6.583629893,-0.36,-1.07,-0.25,,,,,,,,,0.035587189,185
6.619217082,-0.08,-0.9,-0.25,,,,,,,,,0.035587189,186
6.65480427,-0.23,-0.56,-0.19,,,,,,,,,0.035587189,187
6.690391459,-0.32,-1.11,-0.09,,,,,,,,,0.035587189,188
6.725978648,0.14,-1.02,-0.29,,,,,,,,,0.035587189,189
6.761565836,-0.07,-0.95,-0.23,,,,,,,,,0.035587189,190
6.797153025,-0.12,-1.12,-0.22,,,,,,,,,0.035587189,191
6.832740214,-0.35,-0.75,-0.22,,,,,,,,,0.035587189,192
6.868327402,-0.07,-1.04,-0.17,,,,,,,,,0.035587189,193
6.903914591,-0.08,-0.9,-0.22,,,,,,,,,0.035587189,194
6.939501779,-0.16,-1.17,-0.13,,,,,,,,,0.035587189,195
6.975088968,-0.21,-1.16,-0.1,,,,,,,,,0.035587189,196
7.010676157,-0.09,-0.68,-0.33,,,,,,,,,0.035587189,197
7.046263345,-0.2,-1.09,-0.29,,,,,,,,,0.035587189,198
7.081850534,-0.12,-1.11,-0.13,,,,,,,,,0.035587189,199
7.117437722,-0.05,-0.59,-0.24,,,,,,,,,0.035587189,200
7.153024911,-0.34,-1.32,-0.18,,,,,,,,,0.035587189,201
7.1886121,-0.3,-0.77,-0.3,,,,,,,,,0.035587189,202
7.224199288,-0.21,-1.12,-0.18,,,,,,,,,0.035587189,203
7.259786477,-0.07,-0.98,-0.25,,,,,,,,,0.035587189,204
7.295373665,-0.04,-0.62,-0.32,,,,,,,,,0.035587189,205
7.330960854,-0.25,-1.06,-0.2,,,,,,,,,0.035587189,206
7.366548043,-0.18,-0.98,-0.25,,,,,,,,,0.035587189,207
7.402135231,-0.36,-1.12,-0.11,,,,,,,,,0.035587189,208
7.43772242,-0.12,-0.55,-0.25,,,,,,,,,0.035587189,209
7.473309609,-0.33,-1.06,-0.16,,,,,,,,,0.035587189,210
7.508896797,-0.28,-0.85,-0.4,,,,,,,,,0.035587189,211
7.544483986,-0.27,-0.9,-0.2,,,,,,,,,0.035587189,212
7.580071174,-0.13,-1,-0.16,,,,,,,,,0.035587189,213
7.615658363,-0.28,-0.89,-0.22,,,,,,,,,0.035587189,214
7.651245552,-0.14,-1.05,-0.11,,,,,,,,,0.035587189,215
7.68683274,-0.16,-0.8,-0.39,,,,,,,,,0.035587189,216
7.722419929,-0.14,-0.89,-0.26,,,,,,,,,0.035587189,217
7.758007117,-0.29,-1.14,-0.21,,,,,,,,,0.035587189,218
7.793594306,-0.19,-0.94,-0.22,,,,,,,,,0.035587189,219
7.829181495,-0.38,-0.9,-0.3,,,,,,,,,0.035587189,220
7.864768683,-0.25,-0.84,-0.3,,,,,,,,,0.035587189,221
7.900355872,-0.05,-1.38,-0.28,,,,,,,,,0.035587189,222
7.93594306,-0.35,-1.26,-0.05,,,,,,,,,0.035587189,223
7.971530249,-0.16,-0.86,-0.23,,,,,,,,,0.035587189,224
8.007117438,-0.31,-1.21,-0.17,,,,,,,,,0.035587189,225
8.042704626,-0.03,-0.85,-0.2,,,,,,,,,0.035587189,226
8.078291815,-0.13,-1.25,-0.3,,,,,,,,,0.035587189,227
8.113879004,-0.36,-1.52,-0.04,,,,,,,,,0.035587189,228
8.149466192,-0.17,-1.49,-0.23,,,,,,,,,0.035587189,229
8.185053381,-0.29,-1.05,-0.21,,,,,,,,,0.035587189,230
8.220640569,-0.11,-1.36,-0.17,,,,,,,,,0.035587189,231
8.256227758,-0.15,-1.15,-0.21,,,,,,,,,0.035587189,232
8.291814947,-0.19,-0.86,-0.16,,,,,,,,,0.035587189,233
8.327402135,-0.2,-1.3,-0.24,,,,,,,,,0.035587189,234
8.362989324,-0.22,-0.7,-0.33,,,,,,,,,0.035587189,235
8.398576512,-0.41,-1.02,-0.28,,,,,,,,,0.035587189,236
8.434163701,-0.07,-1.41,-0.16,,,,,,,,,0.035587189,237
8.46975089,-0.09,-1.28,-0.06,,,,,,,,,0.035587189,238
8.505338078,-0.15,-0.95,-0.17,,,,,,,,,0.035587189,239
8.540925267,-0.15,-0.45,-0.36,,,,,,,,,0.035587189,240
8.576512456,-0.18,-1.12,-0.23,,,,,,,,,0.035587189,241
8.612099644,-0.06,-0.7,-0.21,,,,,,,,,0.035587189,242
8.647686833,-0.26,-0.85,-0.25,,,,,,,,,0.035587189,243
8.683274021,-0.14,-1.18,-0.18,,,,,,,,,0.035587189,244
8.71886121,-0.32,-0.51,-0.34,,,,,,,,,0.035587189,245
8.754448399,-0.06,-0.66,-0.23,,,,,,,,,0.035587189,246
8.790035587,-0.1,-0.89,-0.21,,,,,,,,,0.035587189,247
8.825622776,-0.27,-1.02,-0.26,,,,,,,,,0.035587189,248
8.861209964,-0.25,-1.04,-0.27,,,,,,,,,0.035587189,249
8.896797153,-0.21,-0.71,-0.38,,,,,,,,,0.035587189,250
8.932384342,-0.14,-0.67,-0.19,,,,,,,,,0.035587189,251
8.96797153,-0.21,-1.31,-0.05,,,,,,,,,0.035587189,252
9.003558719,-0.17,-0.72,-0.32,,,,,,,,,0.035587189,253
9.039145907,-0.28,-1.17,-0.29,,,,,,,,,0.035587189,254
9.074733096,-0.27,-0.9,-0.17,,,,,,,,,0.035587189,255
9.110320285,-0.02,-1.21,-0.28,,,,,,,,,0.035587189,256
9.145907473,-0.32,-1.19,-0.12,,,,,,,,,0.035587189,257
9.181494662,-0.16,-0.95,-0.23,,,,,,,,,0.035587189,258
9.217081851,-0.28,-1,-0.16,,,,,,,,,0.035587189,259
9.252669039,-0.09,-0.93,-0.21,,,,,,,,,0.035587189,260
9.288256228,-0.29,-1,-0.21,,,,,,,,,0.035587189,261
9.323843416,-0.17,-1.21,-0.17,,,,,,,,,0.035587189,262
9.359430605,-0.23,-1,-0.23,,,,,,,,,0.035587189,263
9.395017794,-0.19,-1.23,-0.12,,,,,,,,,0.035587189,264
9.430604982,-0.2,-1.14,-0.23,,,,,,,,,0.035587189,265
9.466192171,-0.31,-0.95,-0.18,,,,,,,,,0.035587189,266
9.501779359,-0.13,-0.69,-0.27,,,,,,,,,0.035587189,267
9.537366548,-0.26,-1.72,-0.14,,,,,,,,,0.035587189,268
9.572953737,-0.08,-0.94,-0.32,,,,,,,,,0.035587189,269
9.608540925,-0.41,-0.74,-0.15,,,,,,,,,0.035587189,270
9.644128114,-0.18,-0.74,-0.17,,,,,,,,,0.035587189,271
9.679715302,-0.18,-1.31,-0.04,,,,,,,,,0.035587189,272
9.715302491,-0.23,-1.16,-0.16,,,,,,,,,0.035587189,273
9.75088968,-0.24,-0.61,-0.23,,,,,,,,,0.035587189,274
9.786476868,-0.19,-1.29,-0.18,,,,,,,,,0.035587189,275
9.822064057,-0.23,-0.59,-0.23,,,,,,,,,0.035587189,276
9.857651246,-0.07,-1.09,-0.09,,,,,,,,,0.035587189,277
9.893238434,-0.28,-0.82,-0.29,,,,,,,,,0.035587189,278
9.928825623,-0.23,-1.1,-0.13,,,,,,,,,0.035587189,279
9.964412811,-0.04,-0.6,-0.28,,,,,,,,,0.035587189,280
10,-0.3,-1.27,-0.13,,,,,,,,,0.035587189,281
10.03558719,-0.12,-1.06,-0.29,,,,,,,,,0.035587189,282
10.07117438,-0.13,-0.79,-0.28,,,,,,,,,0.035587189,283
10.10676157,-0.29,-0.89,-0.2,,,,,,,,,0.035587189,284
10.14234875,-0.06,-0.99,-0.23,,,,,,,,,0.035587189,285
10.17793594,-0.29,-1.38,-0.14,,,,,,,,,0.035587189,286
10.21352313,-0.21,-0.98,-0.17,,,,,,,,,0.035587189,287
10.24911032,-0.18,-0.91,-0.28,,,,,,,,,0.035587189,288
10.28469751,-0.25,-1.17,-0.01,,,,,,,,,0.035587189,289
10.3202847,-0.13,-0.84,-0.23,,,,,,,,,0.035587189,290
10.35587189,-0.06,-1.15,-0.31,,,,,,,,,0.035587189,291
10.39145907,-0.31,-1.23,-0.13,,,,,,,,,0.035587189,292
10.42704626,-0.26,-1.13,-0.08,,,,,,,,,0.035587189,293
10.46263345,-0.18,-1.03,-0.24,,,,,,,,,0.035587189,294
10.49822064,-0.13,-0.79,-0.21,,,,,,,,,0.035587189,295
10.53380783,-0.17,-0.64,-0.19,,,,,,,,,0.035587189,296
10.56939502,-0.14,-0.93,-0.2,,,,,,,,,0.035587189,297
10.60498221,-0.29,-0.75,-0.2,,,,,,,,,0.035587189,298
10.6405694,-0.14,-0.63,-0.37,,,,,,,,,0.035587189,299
10.67615658,-0.34,-1.26,-0.25,,,,,,,,,0.035587189,300
10.71174377,-0.16,-1.02,-0.19,,,,,,,,,0.035587189,301
10.74733096,-0.3,-0.86,-0.26,,,,,,,,,0.035587189,302
10.78291815,-0.21,-1.01,-0.19,,,,,,,,,0.035587189,303
10.81850534,-0.21,-0.71,-0.2,,,,,,,,,0.035587189,304
10.85409253,-0.24,-1.07,-0.07,,,,,,,,,0.035587189,305
10.88967972,-0.08,-0.94,-0.3,,,,,,,,,0.035587189,306
10.9252669,-0.12,-0.86,-0.16,,,,,,,,,0.035587189,307
10.96085409,-0.1,-1.01,-0.36,,,,,,,,,0.035587189,308
10.99644128,-0.33,-0.89,-0.14,,,,,,,,,0.035587189,309
11.03202847,-0.04,-1.37,-0.13,,,,,,,,,0.035587189,310
11.06761566,-0.14,-0.95,-0.28,,,,,,,,,0.035587189,311
11.10320285,-0.19,-1.18,-0.22,,,,,,,,,0.035587189,312
11.13879004,-0.08,-1.07,-0.07,,,,,,,,,0.035587189,313
11.17437722,-0.25,-1.18,-0.2,,,,,,,,,0.035587189,314
11.20996441,-0.1,-1.3,-0.34,,,,,,,,,0.035587189,315
11.2455516,-0.15,-0.51,-0.29,,,,,,,,,0.035587189,316
11.28113879,-0.12,-1.37,-0.14,,,,,,,,,0.035587189,317
11.31672598,-0.22,-1.02,-0.13,,,,,,,,,0.035587189,318
11.35231317,-0.21,-0.68,-0.3,,,,,,,,,0.035587189,319
11.38790036,-0.21,-1.05,-0.21,,,,,,,,,0.035587189,320
11.42348754,-0.18,-0.78,-0.14,,,,,,,,,0.035587189,321
11.45907473,-0.29,-0.83,-0.24,,,,,,,,,0.035587189,322
11.49466192,-0.22,-1.25,-0.16,,,,,,,,,0.035587189,323
11.53024911,-0.3,-1.14,-0.24,,,,,,,,,0.035587189,324
11.5658363,-0.19,-0.93,-0.28,,,,,,,,,0.035587189,325
11.60142349,-0.06,-0.96,-0.21,,,,,,,,,0.035587189,326
11.63701068,-0.22,-0.89,-0.2,,,,,,,,,0.035587189,327
11.67259786,-0.22,-1.09,-0.12,,,,,,,,,0.035587189,328
11.70818505,-0.12,-0.98,-0.31,,,,,,,,,0.035587189,329
11.74377224,-0.16,-0.66,-0.31,,,,,,,,,0.035587189,330
11.77935943,-0.23,-0.84,-0.12,,,,,,,,,0.035587189,331
11.81494662,-0.19,-1.02,-0.13,,,,,,,,,0.035587189,332
11.85053381,-0.04,-0.79,-0.32,,,,,,,,,0.035587189,333
11.886121,-0.16,-0.94,-0.31,,,,,,,,,0.035587189,334
11.92170819,-0.28,-0.96,-0.08,,,,,,,,,0.035587189,335
11.95729537,-0.15,-0.96,-0.14,,,,,,,,,0.035587189,336
11.99288256,0.09,-1.43,-0.22,,,,,,,,,0.035587189,337
12.02846975,-0.11,-1.23,-0.23,,,,,,,,,0.035587189,338
12.06405694,-0.29,-0.82,-0.21,,,,,,,,,0.035587189,339
12.09964413,-0.11,-1.17,-0.23,,,,,,,,,0.035587189,340
12.13523132,-0.16,-1.02,-0.21,,,,,,,,,0.035587189,341
12.17081851,-0.25,-0.7,-0.27,,,,,,,,,0.035587189,342
12.20640569,-0.16,-1.04,-0.24,,,,,,,,,0.035587189,343
12.24199288,-0.21,-1.1,-0.21,,,,,,,,,0.035587189,344
12.27758007,-0.16,-0.96,-0.18,,,,,,,,,0.035587189,345
12.31316726,-0.16,-1.12,-0.21,,,,,,,,,0.035587189,346
12.34875445,-0.3,-1.14,-0.19,,,,,,,,,0.035587189,347
12.38434164,-0.17,-0.82,-0.2,,,,,,,,,0.035587189,348
12.41992883,-0.11,-1.22,-0.21,,,,,,,,,0.035587189,349
12.45551601,-0.14,-0.7,-0.14,,,,,,,,,0.035587189,350
12.4911032,-0.16,-0.6,-0.32,,,,,,,,,0.035587189,351
12.52669039,-0.2,-0.95,-0.19,,,,,,,,,0.035587189,352
12.56227758,-0.23,-1.03,-0.25,,,,,,,,,0.035587189,353
12.59786477,-0.14,-0.72,-0.11,,,,,,,,,0.035587189,354
12.63345196,-0.17,-0.95,-0.22,,,,,,,,,0.035587189,355
12.66903915,-0.26,-0.54,-0.23,,,,,,,,,0.035587189,356
12.70462633,-0.09,-1.19,-0.32,,,,,,,,,0.035587189,357
12.74021352,-0.11,-1.01,-0.2,,,,,,,,,0.035587189,358
12.77580071,-0.29,-0.82,-0.13,,,,,,,,,0.035587189,359
12.8113879,-0.04,-1.09,-0.17,,,,,,,,,0.035587189,360
12.84697509,-0.14,-0.96,-0.33,,,,,,,,,0.035587189,361
12.88256228,-0.15,-0.71,-0.19,,,,,,,,,0.035587189,362
12.91814947,-0.04,-1.22,-0.21,,,,,,,,,0.035587189,363
12.95373665,-0.07,-1,-0.2,,,,,,,,,0.035587189,364
12.98932384,-0.1,-0.68,-0.18,,,,,,,,,0.035587189,365
13.02491103,-0.23,-1.06,-0.1,,,,,,,,,0.035587189,366
13.06049822,-0.11,-0.76,-0.34,,,,,,,,,0.035587189,367
13.09608541,-0.12,-1.06,-0.2,,,,,,,,,0.035587189,368
13.1316726,-0.18,-0.52,-0.23,,,,,,,,,0.035587189,369
13.16725979,-0.11,-0.59,-0.3,,,,,,,,,0.035587189,370
13.20284698,-0.39,-0.96,-0.22,,,,,,,,,0.035587189,371
13.23843416,-0.03,-1.09,-0.22,,,,,,,,,0.035587189,372
13.27402135,-0.14,-1.2,-0.36,,,,,,,,,0.035587189,373
13.30960854,-0.27,-1.11,-0.06,,,,,,,,,0.035587189,374
13.34519573,-0.07,-0.89,-0.32,,,,,,,,,0.035587189,375
13.38078292,-0.13,-0.91,-0.24,,,,,,,,,0.035587189,376
13.41637011,-0.32,-1.27,-0.14,,,,,,,,,0.035587189,377
13.4519573,-0.34,-1.15,-0.16,,,,,,,,,0.035587189,378
