Time,Xa,Ya,Za,,,,,,,,,,
14.01486989,-0.25,-0.55,-0.21,,,,,,,,,0.037174721,377
14.05204461,-0.15,-1.07,-0.22,,,,,,,,,0.037174721,378
14.08921933,-0.32,-0.71,-0.3,,,,,,,,,0.037174721,379
14.12639405,-0.22,-1.33,-0.14,,,,,,,,,0.037174721,380
14.16356877,-0.22,-0.76,-0.38,,,,,,,,,0.037174721,381
14.20074349,0.02,-1.51,-0.25,,,,,,,,,0.037174721,382
14.23791822,-0.22,-1.39,-0.26,,,,,,,,,0.037174721,383
14.27509294,-0.22,-0.57,-0.15,,,,,,,,,0.037174721,384
14.31226766,-0.14,-1.55,-0.19,,,,,,,,,0.037174721,385
14.34944238,-0.16,-0.55,-0.24,,,,,,,,,0.037174721,386
14.3866171,-0.1,-1.16,-0.28,,,,,,,,,0.037174721,387
14.42379182,-0.1,-1.04,-0.28,,,,,,,,,0.037174721,388
14.46096654,-0.01,-1.34,-0.26,,,,,,,,,0.037174721,389
14.49814126,-0.21,-0.73,-0.28,,,,,,,,,0.037174721,390
14.53531599,-0.27,-1.16,-0.2,,,,,,,,,0.037174721,391
14.57249071,-0.41,-1.26,-0.23,,,,,,,,,0.037174721,392
14.60966543,-0.14,-0.92,-0.2,,,,,,,,,0.037174721,393
14.64684015,-0.08,-0.92,-0.26,,,,,,,,,0.037174721,394
14.68401487,-0.27,-0.47,-0.2,,,,,,,,,0.037174721,395
14.72118959,-0.22,-1.59,-0.24,,,,,,,,,0.037174721,396
14.75836431,-0.23,-1.3,-0.19,,,,,,,,,0.037174721,397
14.79553903,-0.19,-1.22,-0.18,,,,,,,,,0.037174721,398
14.83271375,-0.12,-1.23,-0.19,,,,,,,,,0.037174721,399
14.86988848,-0.23,-0.59,-0.23,,,,,,,,,0.037174721,400
14.9070632,-0.14,-0.68,-0.21,,,,,,,,,0.037174721,401
14.94423792,-0.16,-1.29,-0.39,,,,,,,,,0.037174721,402
14.98141264,-0.08,-0.93,-0.23,,,,,,,,,0.037174721,403
15.01858736,-0.2,-0.99,-0.19,,,,,,,,,0.037174721,404
15.05576208,-0.25,-0.33,-0.24,,,,,,,,,0.037174721,405
15.0929368,-0.17,-0.53,-0.27,,,,,,,,,0.037174721,406
15.13011152,-0.32,-0.82,-0.32,,,,,,,,,0.037174721,407
15.16728625,-0.38,-0.17,-0.25,,,,,,,,,0.037174721,408
15.20446097,-0.33,-1.5,-0.32,,,,,,,,,0.037174721,409
15.24163569,-0.3,-0.82,-0.15,,,,,,,,,0.037174721,410
15.27881041,-0.33,-0.78,-0.2,,,,,,,,,0.037174721,411
15.31598513,-0.29,-0.23,-0.23,,,,,,,,,0.037174721,412
15.35315985,-0.23,-0.8,-0.28,,,,,,,,,0.037174721,413
15.39033457,-0.05,-1.2,-0.37,,,,,,,,,0.037174721,414
15.42750929,-0.13,-1.08,-0.3,,,,,,,,,0.037174721,415
15.46468401,-0.13,-1.38,-0.08,,,,,,,,,0.037174721,416
15.50185874,-0.34,-0.67,-0.25,,,,,,,,,0.037174721,417
15.53903346,-0.24,-0.39,-0.39,,,,,,,,,0.037174721,418
15.57620818,-0.06,-1.21,-0.39,,,,,,,,,0.037174721,419
15.6133829,-0.27,-0.66,-0.31,,,,,,,,,0.037174721,420
15.65055762,-0.19,-0.89,-0.3,,,,,,,,,0.037174721,421
15.68773234,-0.39,-0.92,-0.27,,,,,,,,,0.037174721,422
15.72490706,-0.33,-0.71,-0.23,,,,,,,,,0.037174721,423
15.76208178,-0.21,-1.11,-0.17,,,,,,,,,0.037174721,424
15.79925651,-0.31,-1,-0.29,,,,,,,,,0.037174721,425
15.83643123,-0.27,-1.14,-0.09,,,,,,,,,0.037174721,426
15.87360595,-0.23,-1.09,-0.14,,,,,,,,,0.037174721,427
15.91078067,-0.28,-0.48,-0.26,,,,,,,,,0.037174721,428
15.94795539,-0.4,-1.3,-0.14,,,,,,,,,0.037174721,429
15.98513011,-0.27,-0.74,-0.16,,,,,,,,,0.037174721,430
16.02230483,-0.34,-0.32,-0.3,,,,,,,,,0.037174721,431
16.05947955,-0.38,-1.26,-0.23,,,,,,,,,0.037174721,432
16.09665428,-0.2,-1.27,-0.13,,,,,,,,,0.037174721,433
16.133829,-0.28,-1.16,-0.26,,,,,,,,,0.037174721,434
16.17100372,-0.14,-1.21,-0.17,,,,,,,,,0.037174721,435
16.20817844,-0.22,-1.48,-0.22,,,,,,,,,0.037174721,436
16.24535316,-0.2,-0.83,-0.26,,,,,,,,,0.037174721,437
16.28252788,-0.31,-1.05,-0.17,,,,,,,,,0.037174721,438
16.3197026,-0.32,-0.69,-0.19,,,,,,,,,0.037174721,439
16.35687732,-0.17,-1.07,-0.28,,,,,,,,,0.037174721,440
16.39405204,-0.21,-1.16,-0.35,,,,,,,,,0.037174721,441
16.43122677,-0.19,-1.26,-0.23,,,,,,,,,0.037174721,442
16.46840149,-0.24,-1.46,-0.24,,,,,,,,,0.037174721,443
16.50557621,-0.23,-0.81,-0.32,,,,,,,,,0.037174721,444
16.54275093,-0.2,-1.54,-0.09,,,,,,,,,0.037174721,445
16.57992565,-0.48,-0.52,-0.19,,,,,,,,,0.037174721,446
16.61710037,-0.14,-0.77,-0.27,,,,,,,,,0.037174721,447
16.65427509,-0.14,-0.72,-0.29,,,,,,,,,0.037174721,448
16.69144981,-0.18,-1.03,-0.21,,,,,,,,,0.037174721,449
16.72862454,-0.09,-1.56,-0.25,,,,,,,,,0.037174721,450
16.76579926,-0.05,-1.12,-0.1,,,,,,,,,0.037174721,451
16.80297398,-0.27,-1.45,-0.2,,,,,,,,,0.037174721,452
16.8401487,-0.37,-0.75,-0.29,,,,,,,,,0.037174721,453
16.87732342,-0.11,-1.04,-0.17,,,,,,,,,0.037174721,454
16.91449814,-0.34,-0.4,-0.27,,,,,,,,,0.037174721,455
16.95167286,-0.17,-1.3,-0.18,,,,,,,,,0.037174721,456
16.98884758,-0.34,-1.34,-0.11,,,,,,,,,0.037174721,457
17.0260223,-0.31,-1.23,-0.2,,,,,,,,,0.037174721,458
17.06319703,-0.15,-1.61,-0.25,,,,,,,,,0.037174721,459
17.10037175,-0.3,-0.61,-0.24,,,,,,,,,0.037174721,460
17.13754647,-0.32,-0.83,-0.2,,,,,,,,,0.037174721,461
17.17472119,-0.25,-0.63,-0.19,,,,,,,,,0.037174721,462
17.21189591,-0.11,-1,-0.2,,,,,,,,,0.037174721,463
17.24907063,-0.18,-1.48,-0.21,,,,,,,,,0.037174721,464
17.28624535,-0.41,-0.85,-0.2,,,,,,,,,0.037174721,465
17.32342007,-0.3,-1.18,-0.21,,,,,,,,,0.037174721,466
17.3605948,-0.34,-0.45,-0.31,,,,,,,,,0.037174721,467
17.39776952,-0.13,-0.93,-0.1,,,,,,,,,0.037174721,468
17.43494424,-0.08,-1.14,-0.21,,,,,,,,,0.037174721,469
17.47211896,-0.33,-0.84,-0.25,,,,,,,,,0.037174721,470
17.50929368,-0.09,-1.12,-0.25,,,,,,,,,0.037174721,471
17.5464684,-0.25,-1.07,-0.12,,,,,,,,,0.037174721,472
17.58364312,-0.22,-1.01,-0.07,,,,,,,,,0.037174721,473
17.62081784,-0.16,-0.34,-0.29,,,,,,,,,0.037174721,474
17.65799257,-0.39,-1.05,-0.22,,,,,,,,,0.037174721,475
17.69516729,-0.24,-0.57,-0.38,,,,,,,,,0.037174721,476
17.73234201,-0.22,-0.42,-0.13,,,,,,,,,0.037174721,477
17.76951673,-0.24,-1.41,-0.16,,,,,,,,,0.037174721,478
17.80669145,-0.32,-0.63,-0.26,,,,,,,,,0.037174721,479
17.84386617,-0.13,-1.28,-0.15,,,,,,,,,0.037174721,480
17.88104089,-0.13,-0.68,-0.32,,,,,,,,,0.037174721,481
17.91821561,-0.2,-1.19,-0.23,,,,,,,,,0.037174721,482
17.95539033,-0.21,-0.89,-0.12,,,,,,,,,0.037174721,483
17.99256506,-0.36,-0.71,-0.13,,,,,,,,,0.037174721,484
18.02973978,-0.12,-1,-0.31,,,,,,,,,0.037174721,485
18.0669145,-0.35,-1.02,-0.15,,,,,,,,,0.037174721,486
18.10408922,-0.25,-1.06,-0.22,,,,,,,,,0.037174721,487
18.14126394,-0.28,-0.91,-0.24,,,,,,,,,0.037174721,488
18.17843866,-0.03,-0.98,-0.24,,,,,,,,,0.037174721,489
18.21561338,-0.09,-1.01,-0.18,,,,,,,,,0.037174721,490
18.2527881,-0.39,-0.49,-0.21,,,,,,,,,0.037174721,491
18.28996283,-0.29,-1.41,-0.27,,,,,,,,,0.037174721,492
18.32713755,-0.16,-0.84,-0.26,,,,,,,,,0.037174721,493
18.36431227,-0.12,-1.34,-0.13,,,,,,,,,0.037174721,494
18.40148699,-0.16,-0.44,-0.24,,,,,,,,,0.037174721,495
18.43866171,-0.2,-0.66,-0.28,,,,,,,,,0.037174721,496
18.47583643,-0.04,-1.07,-0.25,,,,,,,,,0.037174721,497
18.51301115,-0.41,-0.86,-0.15,,,,,,,,,0.037174721,498
18.55018587,-0.05,-1.33,-0.12,,,,,,,,,0.037174721,499
18.58736059,-0.25,-0.8,-0.19,,,,,,,,,0.037174721,500
18.62453532,-0.08,-1.33,-0.14,,,,,,,,,0.037174721,501
18.66171004,-0.16,-0.53,-0.21,,,,,,,,,0.037174721,502
18.69888476,-0.22,-1.21,-0.04,,,,,,,,,0.037174721,503
18.73605948,-0.22,-0.86,-0.2,,,,,,,,,0.037174721,504
18.7732342,-0.26,-0.23,-0.31,,,,,,,,,0.037174721,505
18.81040892,-0.01,-1.15,-0.34,,,,,,,,,0.037174721,506
18.84758364,-0.24,-0.39,-0.12,,,,,,,,,0.037174721,507
18.88475836,-0.15,-1.01,-0.33,,,,,,,,,0.037174721,508
18.92193309,-0.29,-0.74,-0.36,,,,,,,,,0.037174721,509
18.95910781,0.01,-1.27,-0.15,,,,,,,,,0.037174721,510
18.99628253,-0.09,-0.25,-0.25,,,,,,,,,0.037174721,511
19.03345725,-0.21,-0.86,-0.25,,,,,,,,,0.037174721,512
19.07063197,-0.25,-0.39,-0.18,,,,,,,,,0.037174721,513
19.10780669,-0.29,-0.71,-0.26,,,,,,,,,0.037174721,514
19.14498141,-0.07,-1.33,-0.33,,,,,,,,,0.037174721,515
19.18215613,-0.25,-0.61,-0.28,,,,,,,,,0.037174721,516
19.21933086,-0.09,-1.33,-0.08,,,,,,,,,0.037174721,517
19.25650558,-0.4,-1.07,-0.25,,,,,,,,,0.037174721,518
19.2936803,-0.23,-0.59,-0.23,,,,,,,,,0.037174721,519
19.33085502,-0.14,-1.26,-0.24,,,,,,,,,0.037174721,520
19.36802974,-0.4,-0.79,-0.14,,,,,,,,,0.037174721,521
19.40520446,0.01,-1.48,-0.16,,,,,,,,,0.037174721,522
19.44237918,-0.19,-1.33,-0.34,,,,,,,,,0.037174721,523
19.4795539,-0.27,-1.22,-0.33,,,,,,,,,0.037174721,524
19.51672862,-0.18,-1.27,-0.15,,,,,,,,,0.037174721,525
19.55390335,-0.23,-0.27,-0.26,,,,,,,,,0.037174721,526
19.59107807,-0.2,-0.64,-0.26,,,,,,,,,0.037174721,527
19.62825279,-0.11,-0.79,-0.35,,,,,,,,,0.037174721,528
19.66542751,-0.2,-1.03,-0.18,,,,,,,,,0.037174721,529
19.70260223,0.07,-1.22,-0.24,,,,,,,,,0.037174721,530
19.73977695,-0.25,-0.52,-0.29,,,,,,,,,0.037174721,531
19.77695167,-0.23,-0.64,-0.31,,,,,,,,,0.037174721,532
19.81412639,-0.18,-0.81,-0.34,,,,,,,,,0.037174721,533
19.85130112,-0.26,-0.79,-0.21,,,,,,,,,0.037174721,534
19.88847584,-0.09,-1.21,-0.32,,,,,,,,,0.037174721,535
19.92565056,-0.25,-0.71,-0.24,,,,,,,,,0.037174721,536
19.96282528,-0.29,-1.5,-0.23,,,,,,,,,0.037174721,537
20,-0.31,-0.47,-0.34,,,,,,,,,0.037174721,538
