time,Xa,Ya,Za,,,,,,,
0.0365630713,-1.04,0.12,0.09,,,,-1,-0.09,1,0.0365630713
0.0731261426,-1.04,0.12,0.09,,,,-1,-0.09,2,0.0365630713
0.1096892139,-1.04,0.12,0.09,,,,-1,-0.09,3,0.0365630713
0.1462522852,-1.11,0.18,0.12,,,,-1,-0.12,4,0.0365630713
0.1828153565,-0.97,0.16,0.15,,,,-1,-0.15,5,0.0365630713
0.2193784278,-1.09,0.18,0.17,,,,-1,-0.17,6,0.0365630713
0.2559414991,-0.92,0.13,0.2,,,,-1,-0.2,7,0.0365630713
0.2925045704,-0.93,0.22,0.22,,,,-1,-0.22,8,0.0365630713
0.3290676417,-1.14,0.13,0.18,,,,-1,-0.18,9,0.0365630713
0.365630713,-0.99,0.13,0.18,,,,-1,-0.18,10,0.0365630713
0.4021937843,-0.98,0.16,0.21,,,,-1,-0.21,11,0.0365630713
0.4387568556,-1.01,0.13,0.19,,,,-1,-0.19,12,0.0365630713
0.4753199269,-0.84,0.16,0.14,,,,-1,-0.14,13,0.0365630713
0.5118829982,-1.14,0.18,0.14,,,,-1,-0.14,14,0.0365630713
0.5484460695,-1.12,0.14,0.18,,,,-1,-0.18,15,0.0365630713
0.5850091408,-0.95,0.14,0.18,,,,-1,-0.18,16,0.0365630713
0.6215722121,-1.06,0.25,0.19,,,,-1,-0.19,17,0.0365630713
0.6581352834,-0.89,0.17,0.17,,,,-1,-0.17,18,0.0365630713
0.6946983547,-1.25,0.16,0.12,,,,-1,-0.12,19,0.0365630713
0.731261426,-0.96,0.11,0.11,,,,-1,-0.11,20,0.0365630713
0.7678244973,-1.1,0.17,0.13,,,,-1,-0.13,21,0.0365630713
0.8043875686,-1.04,0.19,0.16,,,,-1,-0.16,22,0.0365630713
0.8409506399,-0.96,0.15,0.17,,,,-1,-0.17,23,0.0365630713
0.8775137112,-1.24,0.14,0.15,,,,-1,-0.15,24,0.0365630713
0.9140767824,-1.09,0.17,0.14,,,,-1,-0.14,25,0.0365630713
0.9506398537,-0.86,0.2,0.23,,,,-1,-0.23,26,0.0365630713
0.987202925,-1.14,0.15,0.16,,,,-1,-0.16,27,0.0365630713
1.023765996,-1.02,0.16,0.18,,,,-1,-0.18,28,0.0365630713
1.060329068,-0.96,0.11,0.15,,,,-1,-0.15,29,0.0365630713
1.096892139,0,0,0.14,,,,-1,-0.14,30,0.0365630713
1.13345521,-1.01,0.16,0.14,,,,-1,-0.14,31,0.0365630713
1.170018282,-1,0.2,0.19,,,,-1,-0.19,32,0.0365630713
1.206581353,-0.89,0.17,0.18,,,,-1,-0.18,33,0.0365630713
1.243144424,-1.04,0.23,0.19,,,,-1,-0.19,34,0.0365630713
1.279707495,-0.88,0.19,0.18,,,,-1,-0.18,35,0.0365630713
1.316270567,-0.93,0.14,0.15,,,,-1,-0.15,36,0.0365630713
1.352833638,-1.11,0.16,0.18,,,,-1,-0.18,37,0.0365630713
1.389396709,-1,0.11,0.17,,,,-1,-0.17,38,0.0365630713
1.425959781,-0.99,0.11,0.14,,,,-1,-0.14,39,0.0365630713
1.462522852,-0.91,0.16,0.15,,,,-1,-0.15,40,0.0365630713
1.499085923,-1.14,0.15,0.14,,,,-1,-0.14,41,0.0365630713
1.535648995,-1.12,0.07,0.12,,,,-1,-0.12,42,0.0365630713
1.572212066,-1.23,0.14,0.13,,,,-1,-0.13,43,0.0365630713
1.608775137,-1.1,0.19,0.18,,,,-1,-0.18,44,0.0365630713
1.645338208,-1.15,0.11,0.12,,,,-1,-0.12,45,0.0365630713
1.68190128,-0.88,0.12,0.11,,,,-1,-0.11,46,0.0365630713
1.718464351,-0.89,0.06,0.14,,,,-1,-0.14,47,0.0365630713
1.755027422,-1.13,0.16,0.18,,,,-1,-0.18,48,0.0365630713
1.791590494,-1.02,0.17,0.21,,,,-1,-0.21,49,0.0365630713
1.828153565,-0.95,0.17,0.12,,,,-1,-0.12,50,0.0365630713
1.864716636,-0.88,0.09,0.12,,,,-1,-0.12,51,0.0365630713
1.901279707,-1.19,0.22,0.14,,,,-1,-0.14,52,0.0365630713
1.937842779,-1.2,0.15,0.11,,,,-1,-0.11,53,0.0365630713
1.97440585,-1,0.16,0.14,,,,-1,-0.14,54,0.0365630713
2.010968921,-1.25,0.16,0.15,,,,-1,-0.15,55,0.0365630713
2.047531993,-0.91,0.18,0.18,,,,-1,-0.18,56,0.0365630713
