time,Xa,Ya,Za,,,,,,,
0.0365630713,-1,0.32,0.05,,,,-1,-0.05,1,0.0365630713
0.0731261426,-1,0.32,0.05,,,,-1,-0.05,2,0.0365630713
0.1096892139,-1,0.32,0.05,,,,-1,-0.05,3,0.0365630713
0.1462522852,-0.97,0.42,0.07,,,,-1,-0.07,4,0.0365630713
0.1828153565,-1,0.31,0.09,,,,-1,-0.09,5,0.0365630713
0.2193784278,-1.08,0.32,0.04,,,,-1,-0.04,6,0.0365630713
0.2559414991,-1.17,0.35,0.1,,,,-1,-0.1,7,0.0365630713
0.2925045704,-0.98,0.43,0.07,,,,-1,-0.07,8,0.0365630713
0.3290676417,-0.98,0.38,0.11,,,,-1,-0.11,9,0.0365630713
0.365630713,-1.05,0.38,0.11,,,,-1,-0.11,10,0.0365630713
0.4021937843,-1.05,0.46,0.06,,,,-1,-0.06,11,0.0365630713
0.4387568556,-1.04,0.31,0.08,,,,-1,-0.08,12,0.0365630713
0.4753199269,-1.03,0.37,0.09,,,,-1,-0.09,13,0.0365630713
0.5118829982,-0.96,0.32,0.09,,,,-1,-0.09,14,0.0365630713
0.5484460695,-1.07,0.34,0.06,,,,-1,-0.06,15,0.0365630713
0.5850091408,-1.03,0.31,0.07,,,,-1,-0.07,16,0.0365630713
0.6215722121,-0.99,0.45,0.07,,,,-1,-0.07,17,0.0365630713
0.6581352834,-0.91,0.33,0.09,,,,-1,-0.09,18,0.0365630713
0.6946983547,-1.02,0.39,0.07,,,,-1,-0.07,19,0.0365630713
0.731261426,-0.97,0.45,0.09,,,,-1,-0.09,20,0.0365630713
0.7678244973,-0.86,0.3,0.1,,,,-1,-0.1,21,0.0365630713
0.8043875686,-1.12,0.38,0.05,,,,-1,-0.05,22,0.0365630713
0.8409506399,-1.05,0.37,0.09,,,,-1,-0.09,23,0.0365630713
0.8775137112,-1.09,0.43,0.08,,,,-1,-0.08,24,0.0365630713
0.9140767824,-0.89,0.35,0.11,,,,-1,-0.11,25,0.0365630713
0.9506398537,-0.98,0.4,0.11,,,,-1,-0.11,26,0.0365630713
