time,Xa,Ya,Za,,,,,,,
0.03738317757,-1.09,0.32,0.06,,,,-1,-0.06,1,0.03738317757
0.07476635514,-1.09,0.32,0.06,,,,-1,-0.06,2,0.03738317757
0.1121495327,-0.95,0.37,0.07,,,,-1,-0.07,3,0.03738317757
0.1495327103,-1.04,0.37,0.05,,,,-1,-0.05,4,0.03738317757
0.1869158879,-1.1,0.27,0.02,,,,-1,-0.02,5,0.03738317757
0.2242990654,-1.01,0.16,0,,,,-1,0,6,0.03738317757
0.261682243,-1.07,0.41,0.08,,,,-1,-0.08,7,0.03738317757
0.2990654206,-0.91,0.33,0.05,,,,-1,-0.05,8,0.03738317757
0.3364485981,-0.93,0.43,0.09,,,,-1,-0.09,9,0.03738317757
0.3738317757,-0.99,0.46,0.09,,,,-1,-0.09,10,0.03738317757
0.4112149533,-1.06,0.33,0.04,,,,-1,-0.04,11,0.03738317757
0.4485981308,-1.04,0.39,0.07,,,,-1,-0.07,12,0.03738317757
0.4859813084,-0.99,0.34,0.07,,,,-1,-0.07,13,0.03738317757
0.523364486,-0.97,0.35,0.07,,,,-1,-0.07,14,0.03738317757
0.5607476636,-1.02,0.29,0.05,,,,-1,-0.05,15,0.03738317757
0.5981308411,-1.01,0.36,0.06,,,,-1,-0.06,16,0.03738317757
0.6355140187,-0.93,0.43,0.07,,,,-1,-0.07,17,0.03738317757
0.6728971963,-1.07,0.38,0.07,,,,-1,-0.07,18,0.03738317757
0.7102803738,-1,0.4,0.1,,,,-1,-0.1,19,0.03738317757
0.7476635514,-0.89,0.42,0.09,,,,-1,-0.09,20,0.03738317757
0.785046729,-1.01,0.38,0.09,,,,-1,-0.09,21,0.03738317757
0.8224299065,-1.01,0.39,0.06,,,,-1,-0.06,22,0.03738317757
0.8598130841,-0.97,0.36,0.08,,,,-1,-0.08,23,0.03738317757
0.8971962617,-0.96,0.36,0.07,,,,-1,-0.07,24,0.03738317757
0.9345794393,-1.02,0.35,0.05,,,,-1,-0.05,25,0.03738317757
0.9719626168,-1,0.32,0.04,,,,-1,-0.04,26,0.03738317757
1.009345794,-1.07,0.4,0.05,,,,-1,-0.05,27,0.03738317757
1.046728972,-0.94,0.45,0.09,,,,-1,-0.09,28,0.03738317757
1.08411215,-0.89,0.5,0.12,,,,-1,-0.12,29,0.03738317757
1.121495327,-1.02,0.4,0.05,,,,-1,-0.05,30,0.03738317757
1.158878505,-1.06,0.3,0.04,,,,-1,-0.04,31,0.03738317757
1.196261682,-1.05,0.32,0.07,,,,-1,-0.07,32,0.03738317757
1.23364486,-1,0.45,0.1,,,,-1,-0.1,33,0.03738317757
1.271028037,-1,0.34,0.07,,,,-1,-0.07,34,0.03738317757
