time ,Xa,Ya,Za,,,,
0.03229278794,0.04,0.28,1,,,1,0.03229278794
0.06458557589,0,0.22,1,,,2,0.03229278794
0.09687836383,0.04,0.19,0.84,,,3,0.03229278794
0.1291711518,0.02,0.21,0.79,,,4,0.03229278794
0.1614639397,0.02,0.23,0.74,,,5,0.03229278794
0.1937567277,0.04,0.2,0.86,,,6,0.03229278794
0.2260495156,0.05,0.19,0.7,,,7,0.03229278794
0.2583423036,0.03,0.2,0.88,,,8,0.03229278794
0.2906350915,0.05,0.21,0.77,,,9,0.03229278794
0.3229278794,0.03,0.22,0.83,,,10,0.03229278794
0.3552206674,0.04,0.21,0.91,,,11,0.03229278794
0.3875134553,0.06,0.2,0.81,,,12,0.03229278794
0.4198062433,0.02,0.16,0.78,,,13,0.03229278794
0.4520990312,0.04,0.22,0.88,,,14,0.03229278794
0.4843918192,0.06,0.22,0.91,,,15,0.03229278794
0.5166846071,0.06,0.21,0.81,,,16,0.03229278794
0.548977395,0.04,0.22,0.85,,,17,0.03229278794
0.581270183,0.01,0.19,0.81,,,18,0.03229278794
0.6135629709,0.03,0.2,0.81,,,19,0.03229278794
0.6458557589,0.04,0.19,0.77,,,20,0.03229278794
0.6781485468,0.02,0.2,0.83,,,21,0.03229278794
0.7104413348,0.05,0.17,0.73,,,22,0.03229278794
0.7427341227,0.01,0.18,0.82,,,23,0.03229278794
0.7750269107,0.05,0.28,0.91,,,24,0.03229278794
0.8073196986,0.07,0.24,0.8,,,25,0.03229278794
0.8396124865,0.02,0.25,0.78,,,26,0.03229278794
0.8719052745,0.03,0.2,0.87,,,27,0.03229278794
0.9041980624,0.04,0.19,0.84,,,28,0.03229278794
0.9364908504,0.03,0.21,0.84,,,29,0.03229278794
0.9687836383,0.05,0.21,0.83,,,30,0.03229278794
1.001076426,0.03,0.18,0.79,,,31,0.03229278794
1.033369214,0.02,0.19,0.89,,,32,0.03229278794
1.065662002,0.03,0.21,0.81,,,33,0.03229278794
1.09795479,0.02,0.25,0.86,,,34,0.03229278794
1.130247578,0,0.2,0.91,,,35,0.03229278794
1.162540366,0.02,0.27,0.86,,,36,0.03229278794
1.194833154,0.05,0.24,0.89,,,37,0.03229278794
1.227125942,0.03,0.24,0.81,,,38,0.03229278794
1.25941873,0.04,0.25,0.82,,,39,0.03229278794
1.291711518,0,0.26,0.91,,,40,0.03229278794
1.324004306,0.05,0.25,0.89,,,41,0.03229278794
1.356297094,0.02,0.21,0.8,,,42,0.03229278794
1.388589882,0.03,0.23,0.74,,,43,0.03229278794
1.42088267,0.04,0.24,0.82,,,44,0.03229278794
1.453175457,0.04,0.26,0.75,,,45,0.03229278794
1.485468245,0.09,0.24,0.8,,,46,0.03229278794
1.517761033,0.04,0.23,0.9,,,47,0.03229278794
1.550053821,0.06,0.2,0.75,,,48,0.03229278794
1.582346609,0.05,0.27,0.89,,,49,0.03229278794
1.614639397,0.02,0.23,0.83,,,50,0.03229278794
1.646932185,0.03,0.23,0.91,,,51,0.03229278794
1.679224973,0.08,0.25,0.96,,,52,0.03229278794
1.711517761,0.04,0.21,0.75,,,53,0.03229278794
1.743810549,0.03,0.25,0.9,,,54,0.03229278794
1.776103337,0.03,0.3,1.02,,,55,0.03229278794
1.808396125,0.02,0.28,0.95,,,56,0.03229278794
1.840688913,0.02,0.22,0.8,,,57,0.03229278794
1.872981701,0.04,0.24,0.94,,,58,0.03229278794
1.905274489,-0.02,0.23,0.98,,,59,0.03229278794
1.937567277,0.01,0.23,0.82,,,60,0.03229278794
1.969860065,0.07,0.21,0.74,,,61,0.03229278794
2.002152853,0.03,0.23,0.84,,,62,0.03229278794
2.03444564,0.05,0.2,0.8,,,63,0.03229278794
2.066738428,0,0.17,0.87,,,64,0.03229278794
2.099031216,-0.01,0.23,0.89,,,65,0.03229278794
2.131324004,0.02,0.2,0.73,,,66,0.03229278794
2.163616792,0.04,0.25,0.84,,,67,0.03229278794
2.19590958,0.04,0.23,0.9,,,68,0.03229278794
2.228202368,0.03,0.22,0.7,,,69,0.03229278794
2.260495156,0.04,0.22,0.86,,,70,0.03229278794
2.292787944,0.03,0.21,0.83,,,71,0.03229278794
2.325080732,0.04,0.24,0.95,,,72,0.03229278794
2.35737352,0.05,0.24,0.8,,,73,0.03229278794
2.389666308,0.07,0.25,0.77,,,74,0.03229278794
2.421959096,0.06,0.21,0.79,,,75,0.03229278794
2.454251884,0.05,0.27,0.83,,,76,0.03229278794
2.486544672,0.03,0.25,0.99,,,77,0.03229278794
2.51883746,0.05,0.21,0.84,,,78,0.03229278794
2.551130248,0.05,0.21,0.97,,,79,0.03229278794
2.583423036,0.05,0.22,0.78,,,80,0.03229278794
2.615715823,0.02,0.25,0.84,,,81,0.03229278794
2.648008611,0.02,0.27,0.93,,,82,0.03229278794
2.680301399,0.03,0.26,0.84,,,83,0.03229278794
2.712594187,0.03,0.27,0.86,,,84,0.03229278794
2.744886975,0.04,0.2,0.88,,,85,0.03229278794
2.777179763,0.04,0.22,0.82,,,86,0.03229278794
2.809472551,0.02,0.2,0.82,,,87,0.03229278794
2.841765339,0.02,0.21,0.84,,,88,0.03229278794
2.874058127,0.02,0.26,0.93,,,89,0.03229278794
2.906350915,0.02,0.22,0.87,,,90,0.03229278794
2.938643703,0.05,0.23,0.96,,,91,0.03229278794
2.970936491,0.03,0.21,0.79,,,92,0.03229278794
3.003229279,0.04,0.22,0.8,,,93,0.03229278794
3.035522067,0.04,0.25,0.83,,,94,0.03229278794
3.067814855,0.05,0.24,0.8,,,95,0.03229278794
3.100107643,0.06,0.25,0.84,,,96,0.03229278794
3.132400431,0.02,0.18,0.75,,,97,0.03229278794
3.164693219,0.06,0.24,0.81,,,98,0.03229278794
3.196986006,0.03,0.19,0.83,,,99,0.03229278794
3.229278794,0.02,0.22,0.82,,,100,0.03229278794
3.261571582,0.02,0.21,0.93,,,101,0.03229278794
3.29386437,0.05,0.23,0.84,,,102,0.03229278794
3.326157158,0.04,0.26,0.78,,,103,0.03229278794
3.358449946,0.04,0.25,0.87,,,104,0.03229278794
3.390742734,0.05,0.25,0.72,,,105,0.03229278794
3.423035522,0.06,0.28,0.77,,,106,0.03229278794
3.45532831,0.04,0.29,0.91,,,107,0.03229278794
3.487621098,0.04,0.24,0.71,,,108,0.03229278794
3.519913886,0.02,0.23,0.84,,,109,0.03229278794
3.552206674,0.04,0.23,0.84,,,110,0.03229278794
3.584499462,0.05,0.21,0.79,,,111,0.03229278794
3.61679225,0.05,0.26,0.93,,,112,0.03229278794
3.649085038,0.04,0.27,0.93,,,113,0.03229278794
3.681377826,0.04,0.24,0.94,,,114,0.03229278794
3.713670614,0.05,0.23,0.82,,,115,0.03229278794
3.745963402,0.03,0.25,0.91,,,116,0.03229278794
3.778256189,0.05,0.27,1.01,,,117,0.03229278794
3.810548977,0.04,0.3,0.91,,,118,0.03229278794
3.842841765,0.06,0.29,0.83,,,119,0.03229278794
3.875134553,0.09,0.27,0.7,,,120,0.03229278794
3.907427341,0.04,0.25,0.98,,,121,0.03229278794
3.939720129,0.05,0.21,0.81,,,122,0.03229278794
3.972012917,0.05,0.21,0.62,,,123,0.03229278794
4.004305705,0.04,0.26,0.84,,,124,0.03229278794
4.036598493,0,0.29,0.9,,,125,0.03229278794
4.068891281,0.04,0.2,0.83,,,126,0.03229278794
4.101184069,0.03,0.2,0.83,,,127,0.03229278794
4.133476857,0.02,0.2,0.87,,,128,0.03229278794
4.165769645,0.04,0.27,1.04,,,129,0.03229278794
4.198062433,0.04,0.23,0.82,,,130,0.03229278794
4.230355221,0.06,0.25,0.9,,,131,0.03229278794
4.262648009,0.09,0.24,0.82,,,132,0.03229278794
4.294940797,0.03,0.23,0.82,,,133,0.03229278794
4.327233584,0.02,0.25,0.81,,,134,0.03229278794
4.359526372,0.07,0.29,0.79,,,135,0.03229278794
4.39181916,0.07,0.27,0.81,,,136,0.03229278794
4.424111948,0.06,0.26,0.77,,,137,0.03229278794
4.456404736,0.03,0.25,0.95,,,138,0.03229278794
4.488697524,0,0.26,0.82,,,139,0.03229278794
4.520990312,0.04,0.21,0.77,,,140,0.03229278794
4.5532831,0.02,0.25,0.9,,,141,0.03229278794
4.585575888,0.06,0.24,0.82,,,142,0.03229278794
4.617868676,0.05,0.24,0.96,,,143,0.03229278794
4.650161464,0.04,0.23,0.86,,,144,0.03229278794
4.682454252,-0.02,0.21,0.81,,,145,0.03229278794
4.71474704,0,0.22,0.93,,,146,0.03229278794
4.747039828,0.05,0.24,0.8,,,147,0.03229278794
4.779332616,0.09,0.26,0.77,,,148,0.03229278794
4.811625404,0.02,0.24,0.84,,,149,0.03229278794
4.843918192,0.03,0.25,0.79,,,150,0.03229278794
4.87621098,0.03,0.25,0.93,,,151,0.03229278794
4.908503767,0.02,0.23,0.92,,,152,0.03229278794
4.940796555,0.01,0.21,0.84,,,153,0.03229278794
4.973089343,0,0.22,0.95,,,154,0.03229278794
5.005382131,0.05,0.21,0.78,,,155,0.03229278794
5.037674919,0.03,0.23,0.95,,,156,0.03229278794
5.069967707,0.05,0.28,0.79,,,157,0.03229278794
5.102260495,0.06,0.29,0.85,,,158,0.03229278794
5.134553283,0.04,0.27,0.97,,,159,0.03229278794
5.166846071,0,0.2,0.84,,,160,0.03229278794
5.199138859,0.02,0.22,0.82,,,161,0.03229278794
