time ,Xa,Ya,Za,,,,
0.03225806452,,0.07,0.38,0.83,,1,0.03225806452
0.06451612903,,0.05,0.21,0.93,,2,0.03225806452
0.09677419355,,0.02,0.24,0.94,,3,0.03225806452
0.1290322581,,0.05,0.23,1.06,,4,0.03225806452
0.1612903226,,0.08,0.21,0.66,,5,0.03225806452
0.1935483871,,-0.04,0.2,1.01,,6,0.03225806452
0.2258064516,,0.08,0.37,1.23,,7,0.03225806452
0.2580645161,,0.08,0.25,0.89,,8,0.03225806452
0.2903225806,,0.04,0.23,0.8,,9,0.03225806452
0.3225806452,,0.02,0.17,0.65,,10,0.03225806452
0.3548387097,,0.09,0.27,0.84,,11,0.03225806452
0.3870967742,,0.04,0.22,0.91,,12,0.03225806452
0.4193548387,,0.15,0.27,0.82,,13,0.03225806452
0.4516129032,,0.07,0.27,1.09,,14,0.03225806452
0.4838709677,,0.11,0.26,0.71,,15,0.03225806452
0.5161290323,,0.1,0.21,0.71,,16,0.03225806452
0.5483870968,,0.06,0.23,0.62,,17,0.03225806452
0.5806451613,,0.06,0.29,0.97,,18,0.03225806452
0.6129032258,,0.13,0.27,0.99,,19,0.03225806452
0.6451612903,,0.08,0.31,0.7,,20,0.03225806452
0.6774193548,,0.08,0.3,1.07,,21,0.03225806452
0.7096774194,,0.04,0.29,0.95,,22,0.03225806452
0.7419354839,,0.16,0.25,0.88,,23,0.03225806452
0.7741935484,,0.09,0.33,0.84,,24,0.03225806452
0.8064516129,,0.13,0.34,0.75,,25,0.03225806452
0.8387096774,,0.14,0.27,0.88,,26,0.03225806452
0.8709677419,,-0.04,0.17,0.88,,27,0.03225806452
0.9032258065,,0.02,0.2,1.09,,28,0.03225806452
0.935483871,,-0.05,0.18,0.68,,29,0.03225806452
0.9677419355,,0.11,0.26,0.8,,30,0.03225806452
1,,0.05,0.3,1.02,,31,0.03225806452
1.032258065,,0.06,0.18,0.75,,32,0.03225806452
1.064516129,,0,0.19,0.94,,33,0.03225806452
1.096774194,,0.11,0.27,0.86,,34,0.03225806452
1.129032258,,0.04,0.33,0.93,,35,0.03225806452
1.161290323,,0.04,0.29,0.93,,36,0.03225806452
1.193548387,,0.09,0.37,0.96,,37,0.03225806452
1.225806452,,0.03,0.23,0.96,,38,0.03225806452
1.258064516,,0.09,0.2,0.5,,39,0.03225806452
1.290322581,,0.09,0.25,1.07,,40,0.03225806452
1.322580645,,0.04,0.23,0.65,,41,0.03225806452
1.35483871,,0.04,0.17,0.79,,42,0.03225806452
1.387096774,,0.08,0.2,0.7,,43,0.03225806452
1.419354839,,0.02,0.28,0.7,,44,0.03225806452
1.451612903,,0.07,0.19,0.78,,45,0.03225806452
1.483870968,,0.04,0.28,0.98,,46,0.03225806452
1.516129032,,0.15,0.3,1.07,,47,0.03225806452
