,time,Xa,Ya,Za,,,,,,,
,13.02238806,-1.05,0.31,0.03,,,,-1,-0.03,349,0.03731343284
,13.05970149,-1,0.3,0.05,,,,-1,-0.05,350,0.03731343284
,13.09701493,-1.02,0.27,0.03,,,,-1,-0.03,351,0.03731343284
,13.13432836,-0.96,0.38,0.07,,,,-1,-0.07,352,0.03731343284
,13.17164179,-1.14,0.32,0.02,,,,-1,-0.02,353,0.03731343284
,13.20895522,-1.05,0.29,0.04,,,,-1,-0.04,354,0.03731343284
,13.24626866,-0.99,0.33,0.07,,,,-1,-0.07,355,0.03731343284
,13.28358209,-0.95,0.34,0.05,,,,-1,-0.05,356,0.03731343284
,13.32089552,-1.02,0.29,0.03,,,,-1,-0.03,357,0.03731343284
,13.35820896,-0.93,0.33,0.07,,,,-1,-0.07,358,0.03731343284
,13.39552239,-1.03,0.32,0.05,,,,-1,-0.05,359,0.03731343284
,13.43283582,-0.97,0.34,0.05,,,,-1,-0.05,360,0.03731343284
,13.47014925,-1.01,0.37,0.08,,,,-1,-0.08,361,0.03731343284
,13.50746269,-0.99,0.3,0.04,,,,-1,-0.04,362,0.03731343284
,13.54477612,-1.01,0.35,0.07,,,,-1,-0.07,363,0.03731343284
,13.58208955,-0.96,0.28,0.04,,,,-1,-0.04,364,0.03731343284
,13.61940299,-1.05,0.29,0.04,,,,-1,-0.04,365,0.03731343284
,13.65671642,-0.92,0.35,0.07,,,,-1,-0.07,366,0.03731343284
,13.69402985,-0.96,0.32,0.06,,,,-1,-0.06,367,0.03731343284
,13.73134328,-0.96,0.3,0.06,,,,-1,-0.06,368,0.03731343284
,13.76865672,-1.06,0.3,0.05,,,,-1,-0.05,369,0.03731343284
,13.80597015,-1,0.29,0.05,,,,-1,-0.05,370,0.03731343284
,13.84328358,-0.99,0.34,0.06,,,,-1,-0.06,371,0.03731343284
,13.88059701,-0.92,0.27,0.03,,,,-1,-0.03,372,0.03731343284
,13.91791045,-0.98,0.36,0.05,,,,-1,-0.05,373,0.03731343284
,13.95522388,-0.98,0.32,0.05,,,,-1,-0.05,374,0.03731343284
,13.99253731,-1,0.32,0.05,,,,-1,-0.05,375,0.03731343284
,14.02985075,-1.02,0.31,0.03,,,,-1,-0.03,376,0.03731343284
,14.06716418,-1.1,0.27,0,,,,-1,0,377,0.03731343284
,14.10447761,-0.94,0.37,0.06,,,,-1,-0.06,378,0.03731343284
,14.14179104,-1.01,0.25,0.03,,,,-1,-0.03,379,0.03731343284
,14.17910448,-1.02,0.35,0.05,,,,-1,-0.05,380,0.03731343284
,14.21641791,-0.98,0.36,0.07,,,,-1,-0.07,381,0.03731343284
,14.25373134,-1.04,0.34,0.05,,,,-1,-0.05,382,0.03731343284
,14.29104478,-0.93,0.32,0.05,,,,-1,-0.05,383,0.03731343284
,14.32835821,-1.02,0.37,0.06,,,,-1,-0.06,384,0.03731343284
,14.36567164,-1.02,0.25,0.03,,,,-1,-0.03,385,0.03731343284
,14.40298507,-1.01,0.38,0.07,,,,-1,-0.07,386,0.03731343284
,14.44029851,-0.98,0.29,0.03,,,,-1,-0.03,387,0.03731343284
,14.47761194,-1.03,0.28,0.02,,,,-1,-0.02,388,0.03731343284
,14.51492537,-0.98,0.34,0.06,,,,-1,-0.06,389,0.03731343284
,14.55223881,-0.95,0.38,0.08,,,,-1,-0.08,390,0.03731343284
,14.58955224,-1.1,0.29,0.03,,,,-1,-0.03,391,0.03731343284
,14.62686567,-1.02,0.32,0.03,,,,-1,-0.03,392,0.03731343284
,14.6641791,-1.07,0.33,0.04,,,,-1,-0.04,393,0.03731343284
,14.70149254,-0.99,0.25,0.02,,,,-1,-0.02,394,0.03731343284
,14.73880597,-0.99,0.34,0.06,,,,-1,-0.06,395,0.03731343284
,14.7761194,-1.03,0.34,0.06,,,,-1,-0.06,396,0.03731343284
,14.81343284,-1.01,0.36,0.08,,,,-1,-0.08,397,0.03731343284
,14.85074627,-1.05,0.31,0.04,,,,-1,-0.04,398,0.03731343284
,14.8880597,-0.98,0.35,0.06,,,,-1,-0.06,399,0.03731343284
,14.92537313,-0.98,0.28,0.04,,,,-1,-0.04,400,0.03731343284
,14.96268657,-1.04,0.38,0.07,,,,-1,-0.07,401,0.03731343284
,15,-0.88,0.36,0.09,,,,-1,-0.09,402,0.03731343284
,15.03731343,-1.05,0.24,0.02,,,,-1,-0.02,403,0.03731343284
,15.07462687,-1.03,0.33,0.05,,,,-1,-0.05,404,0.03731343284
,15.1119403,-0.91,0.31,0.07,,,,-1,-0.07,405,0.03731343284
,15.14925373,-0.96,0.33,0.08,,,,-1,-0.08,406,0.03731343284
,15.18656716,-0.97,0.35,0.06,,,,-1,-0.06,407,0.03731343284
,15.2238806,-1.01,0.35,0.06,,,,-1,-0.06,408,0.03731343284
,15.26119403,-1.05,0.35,0.06,,,,-1,-0.06,409,0.03731343284
,15.29850746,-1.08,0.33,0.05,,,,-1,-0.05,410,0.03731343284
,15.3358209,-1.02,0.35,0.05,,,,-1,-0.05,411,0.03731343284
,15.37313433,-1.03,0.23,0.03,,,,-1,-0.03,412,0.03731343284
,15.41044776,-1.15,0.32,0.05,,,,-1,-0.05,413,0.03731343284
,15.44776119,-1.06,0.37,0.05,,,,-1,-0.05,414,0.03731343284
,15.48507463,-1.02,0.25,0.03,,,,-1,-0.03,415,0.03731343284
,15.52238806,-1.15,0.33,0.04,,,,-1,-0.04,416,0.03731343284
,15.55970149,-0.95,0.36,0.09,,,,-1,-0.09,417,0.03731343284
,15.59701493,-1.01,0.35,0.06,,,,-1,-0.06,418,0.03731343284
,15.63432836,-1.04,0.29,0.04,,,,-1,-0.04,419,0.03731343284
,15.67164179,-1.09,0.3,0.03,,,,-1,-0.03,420,0.03731343284
,15.70895522,-0.99,0.38,0.08,,,,-1,-0.08,421,0.03731343284
,15.74626866,-0.95,0.32,0.05,,,,-1,-0.05,422,0.03731343284
,15.78358209,-0.98,0.29,0.05,,,,-1,-0.05,423,0.03731343284
,15.82089552,-0.99,0.36,0.06,,,,-1,-0.06,424,0.03731343284
,15.85820896,-1.02,0.32,0.04,,,,-1,-0.04,425,0.03731343284
,15.89552239,-0.89,0.34,0.09,,,,-1,-0.09,426,0.03731343284
,15.93283582,-1.02,0.38,0.06,,,,-1,-0.06,427,0.03731343284
,15.97014925,-1,0.23,0.01,,,,-1,-0.01,428,0.03731343284
,16.00746269,-1.05,0.37,0.07,,,,-1,-0.07,429,0.03731343284
,16.04477612,-1,0.36,0.07,,,,-1,-0.07,430,0.03731343284
,16.08208955,-1.1,0.3,0.03,,,,-1,-0.03,431,0.03731343284
,16.11940299,-1.05,0.3,0.05,,,,-1,-0.05,432,0.03731343284
,16.15671642,-0.99,0.31,0.06,,,,-1,-0.06,433,0.03731343284
,16.19402985,-1.02,0.39,0.06,,,,-1,-0.06,434,0.03731343284
,16.23134328,-1.09,0.32,0.04,,,,-1,-0.04,435,0.03731343284
,16.26865672,-1.05,0.32,0.05,,,,-1,-0.05,436,0.03731343284
,16.30597015,-1.07,0.32,0.04,,,,-1,-0.04,437,0.03731343284
,16.34328358,-0.95,0.36,0.05,,,,-1,-0.05,438,0.03731343284
,16.38059701,-1.11,0.3,0.04,,,,-1,-0.04,439,0.03731343284
,16.41791045,-0.98,0.37,0.08,,,,-1,-0.08,440,0.03731343284
,16.45522388,-1,0.25,0.03,,,,-1,-0.03,441,0.03731343284
,16.49253731,-1.02,0.32,0.04,,,,-1,-0.04,442,0.03731343284
,16.52985075,-1.04,0.3,0.05,,,,-1,-0.05,443,0.03731343284
,16.56716418,-1.01,0.31,0.03,,,,-1,-0.03,444,0.03731343284
,16.60447761,-1.05,0.32,0.04,,,,-1,-0.04,445,0.03731343284
,16.64179104,-1.02,0.34,0.07,,,,-1,-0.07,446,0.03731343284
,16.67910448,-1.04,0.31,0.04,,,,-1,-0.04,447,0.03731343284
,16.71641791,-1.07,0.32,0.03,,,,-1,-0.03,448,0.03731343284
,16.75373134,-0.99,0.35,0.06,,,,-1,-0.06,449,0.03731343284
,16.79104478,-1.18,0.29,0.01,,,,-1,-0.01,450,0.03731343284
,16.82835821,-1.02,0.35,0.06,,,,-1,-0.06,451,0.03731343284
,16.86567164,-0.96,0.29,0.06,,,,-1,-0.06,452,0.03731343284
,16.90298507,-1.08,0.35,0.05,,,,-1,-0.05,453,0.03731343284
,16.94029851,-0.88,0.36,0.08,,,,-1,-0.08,454,0.03731343284
,16.97761194,-1.1,0.31,0.04,,,,-1,-0.04,455,0.03731343284
,17.01492537,-0.97,0.26,0.04,,,,-1,-0.04,456,0.03731343284
,17.05223881,-0.98,0.3,0.05,,,,-1,-0.05,457,0.03731343284
,17.08955224,-1,0.34,0.04,,,,-1,-0.04,458,0.03731343284
,17.12686567,-0.95,0.3,0.06,,,,-1,-0.06,459,0.03731343284
,17.1641791,-1.05,0.25,0.01,,,,-1,-0.01,460,0.03731343284
,17.20149254,-0.92,0.29,0.04,,,,-1,-0.04,461,0.03731343284
,17.23880597,-1.01,0.3,0.05,,,,-1,-0.05,462,0.03731343284
,17.2761194,-0.94,0.3,0.05,,,,-1,-0.05,463,0.03731343284
,17.31343284,-1.04,0.35,0.07,,,,-1,-0.07,464,0.03731343284
,17.35074627,-1,0.34,0.04,,,,-1,-0.04,465,0.03731343284
,17.3880597,-1.06,0.33,0.04,,,,-1,-0.04,466,0.03731343284
,17.42537313,-1,0.29,0.03,,,,-1,-0.03,467,0.03731343284
,17.46268657,-1.05,0.34,0.05,,,,-1,-0.05,468,0.03731343284
,17.5,-1.04,0.4,0.07,,,,-1,-0.07,469,0.03731343284
,17.53731343,-1,0.31,0.04,,,,-1,-0.04,470,0.03731343284
,17.57462687,-1.04,0.27,0.02,,,,-1,-0.02,471,0.03731343284
,17.6119403,-0.93,0.31,0.05,,,,-1,-0.05,472,0.03731343284
,17.64925373,-1,0.31,0.05,,,,-1,-0.05,473,0.03731343284
,17.68656716,-1.02,0.24,0.02,,,,-1,-0.02,474,0.03731343284
,17.7238806,-0.96,0.35,0.07,,,,-1,-0.07,475,0.03731343284
,17.76119403,-1,0.36,0.07,,,,-1,-0.07,476,0.03731343284
,17.79850746,-1.02,0.32,0.05,,,,-1,-0.05,477,0.03731343284
,17.8358209,-1.07,0.36,0.05,,,,-1,-0.05,478,0.03731343284
,17.87313433,-0.92,0.32,0.05,,,,-1,-0.05,479,0.03731343284
,17.91044776,-1.06,0.35,0.05,,,,-1,-0.05,480,0.03731343284
,17.94776119,-0.97,0.34,0.05,,,,-1,-0.05,481,0.03731343284
,17.98507463,-1,0.33,0.04,,,,-1,-0.04,482,0.03731343284
,18.02238806,-1,0.34,0.07,,,,-1,-0.07,483,0.03731343284
,18.05970149,-0.98,0.33,0.06,,,,-1,-0.06,484,0.03731343284
,18.09701493,-1.07,0.33,0.04,,,,-1,-0.04,485,0.03731343284
,18.13432836,-1.08,0.3,0.02,,,,-1,-0.02,486,0.03731343284
,18.17164179,-0.91,0.28,0.05,,,,-1,-0.05,487,0.03731343284
,18.20895522,-1.05,0.37,0.07,,,,-1,-0.07,488,0.03731343284
,18.24626866,-1.03,0.27,0.03,,,,-1,-0.03,489,0.03731343284
,18.28358209,-0.98,0.32,0.07,,,,-1,-0.07,490,0.03731343284
,18.32089552,-1.02,0.27,0.02,,,,-1,-0.02,491,0.03731343284
,18.35820896,-1.03,0.34,0.04,,,,-1,-0.04,492,0.03731343284
,18.39552239,-1.03,0.25,0.03,,,,-1,-0.03,493,0.03731343284
,18.43283582,-1.02,0.34,0.06,,,,-1,-0.06,494,0.03731343284
,18.47014925,-1.01,0.41,0.09,,,,-1,-0.09,495,0.03731343284
,18.50746269,-1.05,0.29,0.03,,,,-1,-0.03,496,0.03731343284
,18.54477612,-1.09,0.25,0.01,,,,-1,-0.01,497,0.03731343284
,18.58208955,-0.91,0.35,0.06,,,,-1,-0.06,498,0.03731343284
,18.61940299,-1.11,0.27,0.01,,,,-1,-0.01,499,0.03731343284
,18.65671642,-0.97,0.37,0.06,,,,-1,-0.06,500,0.03731343284
,18.69402985,-1.2,0.33,0.04,,,,-1,-0.04,501,0.03731343284
,18.73134328,-1.11,0.3,0.04,,,,-1,-0.04,502,0.03731343284
,18.76865672,-1.08,0.41,0.08,,,,-1,-0.08,503,0.03731343284
,18.80597015,-1.02,0.33,0.06,,,,-1,-0.06,504,0.03731343284
,18.84328358,-1.09,0.34,0.05,,,,-1,-0.05,505,0.03731343284
,18.88059701,-0.98,0.3,0.04,,,,-1,-0.04,506,0.03731343284
,18.91791045,-1.09,0.25,0.02,,,,-1,-0.02,507,0.03731343284
,18.95522388,-0.92,0.31,0.05,,,,-1,-0.05,508,0.03731343284
,18.99253731,-1.02,0.3,0.04,,,,-1,-0.04,509,0.03731343284
,19.02985075,-1,0.36,0.05,,,,-1,-0.05,510,0.03731343284
,19.06716418,-0.97,0.29,0.05,,,,-1,-0.05,511,0.03731343284
,19.10447761,-0.95,0.4,0.07,,,,-1,-0.07,512,0.03731343284
,19.14179104,0,0,0.02,,,,-1,-0.02,513,0.03731343284
,19.17910448,-0.97,0.34,0.07,,,,-1,-0.07,514,0.03731343284
,19.21641791,-1.07,0.42,0.09,,,,-1,-0.09,515,0.03731343284
,19.25373134,-0.93,0.33,0.07,,,,-1,-0.07,516,0.03731343284
,19.29104478,-1.08,0.28,0.03,,,,-1,-0.03,517,0.03731343284
,19.32835821,-1.04,0.35,0.06,,,,-1,-0.06,518,0.03731343284
,19.36567164,-1.02,0.3,0.05,,,,-1,-0.05,519,0.03731343284
,19.40298507,-1.09,0.29,0.02,,,,-1,-0.02,520,0.03731343284
,19.44029851,-1.01,0.37,0.08,,,,-1,-0.08,521,0.03731343284
,19.47761194,-0.94,0.29,0.04,,,,-1,-0.04,522,0.03731343284
,19.51492537,-0.94,0.33,0.07,,,,-1,-0.07,523,0.03731343284
,19.55223881,-0.95,0.32,0.06,,,,-1,-0.06,524,0.03731343284
,19.58955224,-0.98,0.28,0.04,,,,-1,-0.04,525,0.03731343284
,19.62686567,-0.96,0.35,0.07,,,,-1,-0.07,526,0.03731343284
,19.6641791,-1.04,0.34,0.06,,,,-1,-0.06,527,0.03731343284
,19.70149254,-1.04,0.29,0.04,,,,-1,-0.04,528,0.03731343284
,19.73880597,-1.04,0.4,0.07,,,,-1,-0.07,529,0.03731343284
,19.7761194,-1.03,0.29,0.02,,,,-1,-0.02,530,0.03731343284
,19.81343284,-0.94,0.32,0.07,,,,-1,-0.07,531,0.03731343284
,19.85074627,-1.05,0.33,0.04,,,,-1,-0.04,532,0.03731343284
,19.8880597,-1.01,0.23,0.01,,,,-1,-0.01,533,0.03731343284
,19.92537313,-1.04,0.4,0.07,,,,-1,-0.07,534,0.03731343284
,19.96268657,-1.03,0.26,0.04,,,,-1,-0.04,535,0.03731343284
,20,-0.96,0.34,0.06,,,,-1,-0.06,536,0.03731343284
