time,Xa,Ya,Za,,,,,,,
0.03853564547,-0.96,0.39,0.06,,,,-1,-0.06,1,0.03853564547
0.07707129094,-0.96,0.39,0.06,,,,-1,-0.06,2,0.03853564547
0.1156069364,-0.96,0.39,0.06,,,,-1,-0.06,3,0.03853564547
0.1541425819,-0.93,0.46,0.08,,,,-1,-0.08,4,0.03853564547
0.1926782274,-0.93,0.35,-0.03,,,,-1,0.03,5,0.03853564547
0.2312138728,-1.14,0.29,0.04,,,,-1,-0.04,6,0.03853564547
0.2697495183,-1.01,0.19,0.17,,,,-1,-0.17,7,0.03853564547
0.3082851638,-1.24,0.49,0.07,,,,-1,-0.07,8,0.03853564547
0.3468208092,-1.1,0.3,0.12,,,,-1,-0.12,9,0.03853564547
0.3853564547,-1.12,0.35,0.05,,,,-1,-0.05,10,0.03853564547
0.4238921002,-1.29,0.31,0.05,,,,-1,-0.05,11,0.03853564547
0.4624277457,-1.17,0.41,0.02,,,,-1,-0.02,12,0.03853564547
0.5009633911,-1.08,0.28,0.07,,,,-1,-0.07,13,0.03853564547
0.5394990366,-1.09,0.09,0.09,,,,-1,-0.09,14,0.03853564547
0.5780346821,-0.73,0.04,0.02,,,,-1,-0.02,15,0.03853564547
0.6165703276,-1.16,0.46,0.09,,,,-1,-0.09,16,0.03853564547
0.655105973,-0.79,0.29,0.17,,,,-1,-0.17,17,0.03853564547
0.6936416185,-1.19,0.48,0.08,,,,-1,-0.08,18,0.03853564547
0.732177264,-1.06,0.49,0.1,,,,-1,-0.1,19,0.03853564547
0.7707129094,-0.76,0.02,0.1,,,,-1,-0.1,20,0.03853564547
0.8092485549,-1.11,0.29,0.12,,,,-1,-0.12,21,0.03853564547
0.8477842004,-1.01,0.33,0.06,,,,-1,-0.06,22,0.03853564547
0.8863198459,-0.93,0.29,0.07,,,,-1,-0.07,23,0.03853564547
0.9248554913,-1.08,0.26,0,,,,-1,0,24,0.03853564547
0.9633911368,-0.96,0.33,0.04,,,,-1,-0.04,25,0.03853564547
1.001926782,-0.95,0.29,0.09,,,,-1,-0.09,26,0.03853564547
1.040462428,-1.09,0.48,0.09,,,,-1,-0.09,27,0.03853564547
1.078998073,-1.19,0.53,0.08,,,,-1,-0.08,28,0.03853564547
1.117533719,-0.88,0.38,0.12,,,,-1,-0.12,29,0.03853564547
1.156069364,-1.16,0.42,0.05,,,,-1,-0.05,30,0.03853564547
1.19460501,-0.84,0.23,0.04,,,,-1,-0.04,31,0.03853564547
1.233140655,-1.02,0.33,0.12,,,,-1,-0.12,32,0.03853564547
1.271676301,-1.06,0.54,0.07,,,,-1,-0.07,33,0.03853564547
1.310211946,-0.78,0.34,0.09,,,,-1,-0.09,34,0.03853564547
1.348747592,-1.19,0.19,0.13,,,,-1,-0.13,35,0.03853564547
1.387283237,-1.1,0.23,0.09,,,,-1,-0.09,36,0.03853564547
1.425818882,-1.07,0.27,0.19,,,,-1,-0.19,37,0.03853564547
1.464354528,-1.14,0.32,0.1,,,,-1,-0.1,38,0.03853564547
1.502890173,-1.36,0.25,0.11,,,,-1,-0.11,39,0.03853564547
1.541425819,-0.87,0.33,0.09,,,,-1,-0.09,40,0.03853564547
1.579961464,-1.11,0.36,0.02,,,,-1,-0.02,41,0.03853564547
1.61849711,-0.79,0.25,0.2,,,,-1,-0.2,42,0.03853564547
1.657032755,-1.19,0.41,0.12,,,,-1,-0.12,43,0.03853564547
