time,Xa,Ya,Za,,,,,,,
0.0364298725,-1.2,0.43,-0.07,,,,-1,0.07,1,0.0364298725
0.07285974499,-0.78,0.18,-0.1,,,,-1,0.1,2,0.0364298725
0.1092896175,-1.07,0.12,-0.24,,,,-1,0.24,3,0.0364298725
0.14571949,-1.07,0.23,-0.02,,,,-1,0.02,4,0.0364298725
0.1821493625,-1.07,0.23,-0.02,,,,-1,0.02,5,0.0364298725
0.218579235,-1.17,0.25,-0.09,,,,-1,0.09,6,0.0364298725
0.2550091075,-1.13,0.29,-0.24,,,,-1,0.24,7,0.0364298725
0.29143898,-1.35,0.16,-0.05,,,,-1,0.05,8,0.0364298725
0.3278688525,-1.08,0.35,-0.11,,,,-1,0.11,9,0.0364298725
0.364298725,-1.14,0.17,0.01,,,,-1,-0.01,10,0.0364298725
0.4007285974,-1.08,0.28,0,,,,-1,0,11,0.0364298725
0.4371584699,-0.68,0.22,0.15,,,,-1,-0.15,12,0.0364298725
0.4735883424,-1.41,0.3,-0.15,,,,-1,0.15,13,0.0364298725
0.5100182149,-0.75,0.07,-0.15,,,,-1,0.15,14,0.0364298725
0.5464480874,-1.17,0.12,0.12,,,,-1,-0.12,15,0.0364298725
0.5828779599,-0.95,0.01,-0.12,,,,-1,0.12,16,0.0364298725
0.6193078324,-0.95,0.25,0.06,,,,-1,-0.06,17,0.0364298725
0.6557377049,-0.69,0.04,0.03,,,,-1,-0.03,18,0.0364298725
0.6921675774,-1.19,0.23,-0.14,,,,-1,0.14,19,0.0364298725
0.7285974499,-0.95,0.33,-0.07,,,,-1,0.07,20,0.0364298725
0.7650273224,-1.22,0.23,0.11,,,,-1,-0.11,21,0.0364298725
0.8014571949,-1.14,0.21,-0.09,,,,-1,0.09,22,0.0364298725
0.8378870674,-1.04,0.37,0.05,,,,-1,-0.05,23,0.0364298725
0.8743169399,-1.41,0.03,-0.16,,,,-1,0.16,24,0.0364298725
0.9107468124,-0.89,0.25,0.12,,,,-1,-0.12,25,0.0364298725
0.9471766849,-1.04,0.31,0,,,,-1,0,26,0.0364298725
0.9836065574,-1.43,0.26,-0.15,,,,-1,0.15,27,0.0364298725
1.02003643,-0.76,0.21,-0.01,,,,-1,0.01,28,0.0364298725
1.056466302,-1.01,0.27,-0.09,,,,-1,0.09,29,0.0364298725
1.092896175,-1.2,0.21,0.12,,,,-1,-0.12,30,0.0364298725
1.129326047,-1.18,0.37,0.07,,,,-1,-0.07,31,0.0364298725
1.16575592,-0.78,0.16,-0.11,,,,-1,0.11,32,0.0364298725
1.202185792,-0.98,0.27,0.17,,,,-1,-0.17,33,0.0364298725
1.238615665,-0.94,0.08,-0.14,,,,-1,0.14,34,0.0364298725
1.275045537,-1.37,0.16,-0.28,,,,-1,0.28,35,0.0364298725
1.31147541,-0.67,0.28,0.03,,,,-1,-0.03,36,0.0364298725
1.347905282,-0.84,0,-0.22,,,,-1,0.22,37,0.0364298725
1.384335155,-1.09,0.16,-0.11,,,,-1,0.11,38,0.0364298725
1.420765027,-0.9,0.11,-0.02,,,,-1,0.02,39,0.0364298725
1.4571949,-0.96,0.16,-0.07,,,,-1,0.07,40,0.0364298725
1.493624772,-1.07,0.2,0,,,,-1,0,41,0.0364298725
1.530054645,-0.95,0.18,-0.28,,,,-1,0.28,42,0.0364298725
1.566484517,-1.05,0.29,-0.21,,,,-1,0.21,43,0.0364298725
1.60291439,-0.52,-0.03,-0.14,,,,-1,0.14,44,0.0364298725
1.639344262,-0.95,0.14,0.07,,,,-1,-0.07,45,0.0364298725
1.675774135,-0.84,0.23,-0.02,,,,-1,0.02,46,0.0364298725
