time,Xa,Ya,Za,,,,,,,
0.03552397869,-1.2,0.16,0.03,,,,-1,-0.03,1,0.03552397869
0.07104795737,-1.11,0.24,-0.07,,,,-1,0.07,2,0.03552397869
0.1065719361,-1.08,0.24,-0.07,,,,-1,0.07,3,0.03552397869
0.1420959147,-1.2,0.16,0.03,,,,-1,-0.03,4,0.03552397869
0.1776198934,-1.11,0.24,-0.07,,,,-1,0.07,5,0.03552397869
0.2131438721,-1.08,0.24,-0.07,,,,-1,0.07,6,0.03552397869
0.2486678508,-1.2,0.16,0.03,,,,-1,-0.03,7,0.03552397869
0.2841918295,-1.01,0.2,0.03,,,,-1,-0.03,8,0.03552397869
0.3197158082,-1.01,0.2,0,,,,-1,0,9,0.03552397869
0.3552397869,-1.01,0.2,0,,,,-1,0,10,0.03552397869
0.3907637655,-1.1,0.23,0.02,,,,-1,-0.02,11,0.03552397869
0.4262877442,-1.03,0.16,0,,,,-1,0,12,0.03552397869
0.4618117229,-1.12,0.23,-0.06,,,,-1,0.06,13,0.03552397869
0.4973357016,-1.06,0.17,0.01,,,,-1,-0.01,14,0.03552397869
0.5328596803,-0.97,0.12,-0.05,,,,-1,0.05,15,0.03552397869
0.568383659,-0.95,0.2,0,,,,-1,0,16,0.03552397869
0.6039076377,-1.01,0.19,-0.04,,,,-1,0.04,17,0.03552397869
0.6394316163,-0.94,0.19,-0.05,,,,-1,0.05,18,0.03552397869
0.674955595,-0.94,0.18,0,,,,-1,0,19,0.03552397869
0.7104795737,-1.2,0.2,0,,,,-1,0,20,0.03552397869
0.7460035524,-1.15,0.16,-0.02,,,,-1,0.02,21,0.03552397869
0.7815275311,-1.04,0.15,-0.06,,,,-1,0.06,22,0.03552397869
0.8170515098,-1.1,0.23,0,,,,-1,0,23,0.03552397869
0.8525754885,-1.1,0.21,0.02,,,,-1,-0.02,24,0.03552397869
0.8880994671,-1.09,0.14,-0.02,,,,-1,0.02,25,0.03552397869
0.9236234458,-0.86,0.11,-0.11,,,,-1,0.11,26,0.03552397869
0.9591474245,-1.12,0.21,0.02,,,,-1,-0.02,27,0.03552397869
0.9946714032,-0.93,0.18,-0.02,,,,-1,0.02,28,0.03552397869
1.030195382,-1.04,0.14,-0.09,,,,-1,0.09,29,0.03552397869
1.065719361,-1.14,0.23,-0.04,,,,-1,0.04,30,0.03552397869
1.101243339,-0.98,0.18,-0.05,,,,-1,0.05,31,0.03552397869
1.136767318,-1.02,0.18,0.01,,,,-1,-0.01,32,0.03552397869
1.172291297,-1.14,0.22,-0.07,,,,-1,0.07,33,0.03552397869
1.207815275,-1,0.16,-0.09,,,,-1,0.09,34,0.03552397869
1.243339254,-1.16,0.22,-0.05,,,,-1,0.05,35,0.03552397869
1.278863233,-1.02,0.18,0,,,,-1,0,36,0.03552397869
1.314387211,-1.05,0.2,-0.09,,,,-1,0.09,37,0.03552397869
1.34991119,-0.91,0.15,-0.07,,,,-1,0.07,38,0.03552397869
1.385435169,-1.14,0.19,-0.05,,,,-1,0.05,39,0.03552397869
1.420959147,-1.08,0.18,-0.02,,,,-1,0.02,40,0.03552397869
1.456483126,-1.16,0.17,-0.04,,,,-1,0.04,41,0.03552397869
1.492007105,-1.13,0.24,0.05,,,,-1,-0.05,42,0.03552397869
1.527531083,-1.02,0.2,-0.08,,,,-1,0.08,43,0.03552397869
1.563055062,-1.18,0.21,-0.04,,,,-1,0.04,44,0.03552397869
1.598579041,-1.04,0.15,-0.05,,,,-1,0.05,45,0.03552397869
1.63410302,-0.91,0.2,-0.04,,,,-1,0.04,46,0.03552397869
1.669626998,-1.2,0.22,-0.02,,,,-1,0.02,47,0.03552397869
1.705150977,-1.01,0.13,0,,,,-1,0,48,0.03552397869
1.740674956,-1.04,0.18,-0.02,,,,-1,0.02,49,0.03552397869
1.776198934,-1.09,0.22,-0.03,,,,-1,0.03,50,0.03552397869
1.811722913,-0.82,0.11,0.02,,,,-1,-0.02,51,0.03552397869
1.847246892,-1.12,0.23,-0.07,,,,-1,0.07,52,0.03552397869
1.88277087,-1.12,0.2,-0.09,,,,-1,0.09,53,0.03552397869
1.918294849,-1.13,0.16,-0.04,,,,-1,0.04,54,0.03552397869
1.953818828,-1.08,0.15,-0.07,,,,-1,0.07,55,0.03552397869
1.989342806,-1.02,0.17,-0.07,,,,-1,0.07,56,0.03552397869
2.024866785,-1.02,0.2,-0.01,,,,-1,0.01,57,0.03552397869
2.060390764,-16.07,-16.07,16.04,,,,-1,-16.04,58,0.03552397869
2.095914742,-1.08,0.19,-0.07,,,,-1,0.07,59,0.03552397869
2.131438721,-1.14,0.21,-0.08,,,,-1,0.08,60,0.03552397869
2.1669627,-1.07,0.11,-0.03,,,,-1,0.03,61,0.03552397869
2.202486679,-1.11,0.17,-0.01,,,,-1,0.01,62,0.03552397869
2.238010657,-1.06,0.17,-0.08,,,,-1,0.08,63,0.03552397869
2.273534636,-1.17,0.2,-0.01,,,,-1,0.01,64,0.03552397869
2.309058615,-0.84,0.19,-0.05,,,,-1,0.05,65,0.03552397869
2.344582593,-1.19,0.15,0.03,,,,-1,-0.03,66,0.03552397869
2.380106572,-1.13,0.2,-0.06,,,,-1,0.06,67,0.03552397869
2.415630551,-0.99,0.19,-0.05,,,,-1,0.05,68,0.03552397869
