time,Xa,Ya,Za,,,,,,,
0.03696857671,-1.25,-0.03,-0.01,,,,-1,0.01,1,0.03696857671
0.07393715342,-0.96,-0.04,-0.03,,,,-1,0.03,2,0.03696857671
0.1109057301,-1.12,0,-0.03,,,,-1,0.03,3,0.03696857671
0.1478743068,-1.12,0,-0.03,,,,-1,0.03,4,0.03696857671
0.1848428835,-1.27,-0.02,0.02,,,,-1,-0.02,5,0.03696857671
0.2218114603,-1.07,0.07,0.02,,,,-1,-0.02,6,0.03696857671
0.258780037,-1.04,0.01,0.02,,,,-1,-0.02,7,0.03696857671
0.2957486137,-1.09,0.02,0.02,,,,-1,-0.02,8,0.03696857671
0.3327171904,-1.19,-0.04,0.04,,,,-1,-0.04,9,0.03696857671
0.3696857671,-1.09,0.03,0.01,,,,-1,-0.01,10,0.03696857671
0.4066543438,-0.98,0,0.03,,,,-1,-0.03,11,0.03696857671
0.4436229205,-0.92,-0.01,-0.01,,,,-1,0.01,12,0.03696857671
0.4805914972,-0.95,0.05,0.02,,,,-1,-0.02,13,0.03696857671
0.5175600739,-0.99,0.02,-0.01,,,,-1,0.01,14,0.03696857671
0.5545286506,-0.86,0.02,0.06,,,,-1,-0.06,15,0.03696857671
0.5914972274,-0.73,0.04,0.01,,,,-1,-0.01,16,0.03696857671
0.6284658041,-0.74,0.04,0.06,,,,-1,-0.06,17,0.03696857671
0.6654343808,-0.82,-0.04,-0.05,,,,-1,0.05,18,0.03696857671
0.7024029575,-0.87,-0.02,0.02,,,,-1,-0.02,19,0.03696857671
0.7393715342,-0.98,-0.1,-0.01,,,,-1,0.01,20,0.03696857671
0.7763401109,-1.16,-0.06,-0.03,,,,-1,0.03,21,0.03696857671
0.8133086876,-1.17,-0.09,0.01,,,,-1,-0.01,22,0.03696857671
0.8502772643,-1.3,-0.08,-0.05,,,,-1,0.05,23,0.03696857671
0.887245841,-1.14,-0.03,0.02,,,,-1,-0.02,24,0.03696857671
0.9242144177,-1.14,-0.05,-0.02,,,,-1,0.02,25,0.03696857671
0.9611829945,-1.32,0.02,0.03,,,,-1,-0.03,26,0.03696857671
0.9981515712,-1.04,0.01,0.03,,,,-1,-0.03,27,0.03696857671
1.035120148,-1.11,-0.03,0.01,,,,-1,-0.01,28,0.03696857671
1.072088725,-1.18,-0.05,-0.02,,,,-1,0.02,29,0.03696857671
1.109057301,-1.18,-0.03,-0.04,,,,-1,0.04,30,0.03696857671
1.146025878,-1.12,0,0.05,,,,-1,-0.05,31,0.03696857671
1.182994455,-0.95,0.02,0.02,,,,-1,-0.02,32,0.03696857671
1.219963031,-1.18,0.02,0.01,,,,-1,-0.01,33,0.03696857671
1.256931608,-1.2,-0.04,0,,,,-1,0,34,0.03696857671
1.293900185,-1.04,-0.01,-0.02,,,,-1,0.02,35,0.03696857671
1.330868762,-0.92,0.05,0.07,,,,-1,-0.07,36,0.03696857671
1.367837338,-0.93,0.04,0.03,,,,-1,-0.03,37,0.03696857671
1.404805915,-0.91,0.05,0.02,,,,-1,-0.02,38,0.03696857671
1.441774492,-0.68,0.03,0,,,,-1,0,39,0.03696857671
1.478743068,-0.66,0,0,,,,-1,0,40,0.03696857671
1.515711645,-0.8,0.03,0.02,,,,-1,-0.02,41,0.03696857671
1.552680222,-0.86,-0.07,-0.05,,,,-1,0.05,42,0.03696857671
1.589648799,-1,-0.04,-0.11,,,,-1,0.11,43,0.03696857671
1.626617375,-1.16,0.01,-0.04,,,,-1,0.04,44,0.03696857671
1.663585952,-0.98,-0.01,-0.02,,,,-1,0.02,45,0.03696857671
1.700554529,-1.14,0,-0.05,,,,-1,0.05,46,0.03696857671
1.737523105,-0.85,0.03,-0.04,,,,-1,0.04,47,0.03696857671
1.774491682,-1.11,0.05,0,,,,-1,0,48,0.03696857671
1.811460259,-1.05,-0.04,-0.02,,,,-1,0.02,49,0.03696857671
1.848428835,-1.05,0,0.02,,,,-1,-0.02,50,0.03696857671
1.885397412,-1.21,-0.04,-0.06,,,,-1,0.06,51,0.03696857671
1.922365989,-1.22,0,-0.01,,,,-1,0.01,52,0.03696857671
1.959334566,-1.23,-0.03,-0.04,,,,-1,0.04,53,0.03696857671
1.996303142,-1.07,-0.03,-0.07,,,,-1,0.07,54,0.03696857671
2.033271719,-1.04,-0.05,-0.05,,,,-1,0.05,55,0.03696857671
2.070240296,-1.12,-0.03,0.02,,,,-1,-0.02,56,0.03696857671
2.107208872,-0.96,-0.03,0,,,,-1,0,57,0.03696857671
2.144177449,-0.88,0.03,0.03,,,,-1,-0.03,58,0.03696857671
2.181146026,-1.05,0,-0.01,,,,-1,0.01,59,0.03696857671
2.218114603,-1.26,0.01,0.02,,,,-1,-0.02,60,0.03696857671
2.255083179,-1.3,-0.02,-0.07,,,,-1,0.07,61,0.03696857671
2.292051756,-0.95,-0.05,0.03,,,,-1,-0.03,62,0.03696857671
2.329020333,-1.19,0.01,0.02,,,,-1,-0.02,63,0.03696857671
2.365988909,-1.11,0.03,0,,,,-1,0,64,0.03696857671
2.402957486,-0.96,-0.03,-0.02,,,,-1,0.02,65,0.03696857671
2.439926063,-1.06,-0.03,0.02,,,,-1,-0.02,66,0.03696857671
2.47689464,-1.03,0,0,,,,-1,0,67,0.03696857671
