Time	Xa		Ya		Za				
13.93258427	-0.07	Ya=	-0.92	Za=	-0.05			0.037453184	372
13.97003745	-0.04	Ya=	-1.11	Za=	-0.04			0.037453184	373
14.00749064	-0.06	Ya=	-0.88	Za=	-0.08			0.037453184	374
14.04494382	-0.01	Ya=	-1.1	Za=	-0.03			0.037453184	375
14.082397	-0.03	Ya=	-0.92	Za=	-0.06			0.037453184	376
14.11985019	-0.02	Ya=	-0.97	Za=	-0.02			0.037453184	377
14.15730337	-0.05	Ya=	-1.02	Za=	-0.04			0.037453184	378
14.19475655	-0.05	Ya=	-1.02	Za=	-0.05			0.037453184	379
14.23220974	-0.04	Ya=	-1.03	Za=	0.02			0.037453184	380
14.26966292	-0.05	Ya=	-1.01	Za=	0.01			0.037453184	381
14.3071161	-0.03	Ya=	-0.97	Za=	-0.05			0.037453184	382
14.34456929	-0.01	Ya=	-1.09	Za=	-0.02			0.037453184	383
14.38202247	-0.06	Ya=	-0.87	Za=	-0.11			0.037453184	384
14.41947566	0	Ya=	-1.09	Za=	-0.06			0.037453184	385
14.45692884	-0.05	Ya=	-1.04	Za=	-0.09			0.037453184	386
14.49438202	-0.02	Ya=	-0.98	Za=	-0.08			0.037453184	387
14.53183521	-0.01	Ya=	-1.07	Za=	-0.03			0.037453184	388
14.56928839	-0.04	Ya=	-1.01	Za=	-0.06			0.037453184	389
14.60674157	-0.07	Ya=	-1.05	Za=	-0.07			0.037453184	390
14.64419476	-0.06	Ya=	-1.02	Za=	-0.05			0.037453184	391
14.68164794	-0.03	Ya=	-0.95	Za=	-0.05			0.037453184	392
14.71910112	-0.06	Ya=	-1	Za=	-0.03			0.037453184	393
14.75655431	-0.04	Ya=	-1.07	Za=	-0.1			0.037453184	394
14.79400749	-0.03	Ya=	-1.05	Za=	-0.05			0.037453184	395
14.83146067	-0.05	Ya=	-1.07	Za=	-0.04			0.037453184	396
14.86891386	-0.02	Ya=	-1.07	Za=	-0.07			0.037453184	397
14.90636704	-0.06	Ya=	-0.97	Za=	0			0.037453184	398
14.94382022	-0.04	Ya=	-1.05	Za=	-0.02			0.037453184	399
14.98127341	-0.02	Ya=	-1.02	Za=	-0.05			0.037453184	400
15.01872659	-0.03	Ya=	-1	Za=	-0.06			0.037453184	401
15.05617978	-0.04	Ya=	-1.04	Za=	-0.03			0.037453184	402
15.09363296	-0.05	Ya=	-1.04	Za=	-0.07			0.037453184	403
15.13108614	-0.04	Ya=	-0.91	Za=	-0.05			0.037453184	404
15.16853933	-0.05	Ya=	-1.02	Za=	-0.13			0.037453184	405
15.20599251	-0.06	Ya=	-0.99	Za=	-0.01			0.037453184	406
15.24344569	-0.04	Ya=	-1	Za=	-0.04			0.037453184	407
15.28089888	-0.04	Ya=	-0.98	Za=	-0.03			0.037453184	408
15.31835206	-0.02	Ya=	-1.04	Za=	-0.03			0.037453184	409
15.35580524	-0.03	Ya=	-1.07	Za=	-0.05			0.037453184	410
15.39325843	-0.04	Ya=	-1.01	Za=	-0.05			0.037453184	411
15.43071161	-0.04	Ya=	-1	Za=	-0.1			0.037453184	412
15.46816479	-0.05	Ya=	-1.11	Za=	0.02			0.037453184	413
15.50561798	-0.04	Ya=	-0.96	Za=	0.02			0.037453184	414
15.54307116	-0.04	Ya=	-1.11	Za=	-0.05			0.037453184	415
15.58052434	-0.04	Ya=	-0.99	Za=	-0.02			0.037453184	416
15.61797753	-0.04	Ya=	-0.87	Za=	-0.15			0.037453184	417
15.65543071	-0.06	Ya=	-0.96	Za=	-0.02			0.037453184	418
15.6928839	-0.04	Ya=	-1.05	Za=	-0.1			0.037453184	419
15.73033708	-0.01	Ya=	-1.07	Za=	-0.02			0.037453184	420
15.76779026	-0.04	Ya=	-1.05	Za=	0			0.037453184	421
15.80524345	0	Ya=	-0.97	Za=	-0.12			0.037453184	422
15.84269663	-0.06	Ya=	-0.96	Za=	-0.05			0.037453184	423
15.88014981	-0.05	Ya=	-1.03	Za=	-0.08			0.037453184	424
15.917603	-0.06	Ya=	-1.03	Za=	-0.05			0.037453184	425
15.95505618	-0.05	Ya=	-0.9	Za=	-0.07			0.037453184	426
15.99250936	-0.07	Ya=	-0.91	Za=	-0.09			0.037453184	427
16.02996255	-0.04	Ya=	-1.04	Za=	-0.04			0.037453184	428
16.06741573	-0.03	Ya=	-1.07	Za=	-0.07			0.037453184	429
16.10486891	-0.05	Ya=	-0.96	Za=	-0.08			0.037453184	430
16.1423221	-0.05	Ya=	-0.96	Za=	-0.03			0.037453184	431
16.17977528	-0.06	Ya=	-1.07	Za=	-0.07			0.037453184	432
16.21722846	-0.04	Ya=	-1.07	Za=	-0.06			0.037453184	433
16.25468165	-0.05	Ya=	-0.95	Za=	-0.1			0.037453184	434
16.29213483	-0.04	Ya=	-1.03	Za=	-0.05			0.037453184	435
16.32958801	-0.02	Ya=	-1.05	Za=	-0.05			0.037453184	436
16.3670412	-0.05	Ya=	-0.88	Za=	-0.05			0.037453184	437
16.40449438	-0.06	Ya=	-1.03	Za=	-0.03			0.037453184	438
16.44194757	-0.06	Ya=	-1.08	Za=	-0.05			0.037453184	439
16.47940075	-0.05	Ya=	-0.94	Za=	-0.07			0.037453184	440
16.51685393	-0.04	Ya=	-1.04	Za=	-0.07			0.037453184	441
16.55430712	-0.04	Ya=	-0.98	Za=	-0.03			0.037453184	442
16.5917603	-0.02	Ya=	-1.03	Za=	-0.04			0.037453184	443
16.62921348	-0.04	Ya=	-1.02	Za=	-0.03			0.037453184	444
16.66666667	-0.04	Ya=	-1	Za=	-0.06			0.037453184	445
16.70411985	-0.04	Ya=	-0.9	Za=	-0.04			0.037453184	446
16.74157303	-0.06	Ya=	-0.89	Za=	-0.09			0.037453184	447
16.77902622	-0.02	Ya=	-1.01	Za=	-0.1			0.037453184	448
16.8164794	-0.06	Ya=	-0.93	Za=	-0.01			0.037453184	449
16.85393258	-0.05	Ya=	-1	Za=	-0.04			0.037453184	450
16.89138577	-0.02	Ya=	-1.08	Za=	-0.05			0.037453184	451
16.92883895	-0.07	Ya=	-1.03	Za=	-0.08			0.037453184	452
16.96629213	-0.05	Ya=	-0.91	Za=	-0.06			0.037453184	453
17.00374532	-0.06	Ya=	-0.92	Za=	-0.08			0.037453184	454
17.0411985	-0.04	Ya=	-1	Za=	-0.09			0.037453184	455
17.07865169	-0.07	Ya=	-1	Za=	-0.07			0.037453184	456
17.11610487	-0.07	Ya=	-0.91	Za=	-0.1			0.037453184	457
17.15355805	-0.04	Ya=	-1.04	Za=	-0.06			0.037453184	458
17.19101124	-0.02	Ya=	-1.01	Za=	-0.08			0.037453184	459
17.22846442	-0.04	Ya=	-0.97	Za=	-0.05			0.037453184	460
17.2659176	-0.07	Ya=	-0.82	Za=	-0.05			0.037453184	461
17.30337079	-0.04	Ya=	-1.14	Za=	-0.07			0.037453184	462
17.34082397	-0.05	Ya=	-1.07	Za=	-0.06			0.037453184	463
17.37827715	-0.07	Ya=	-1	Za=	-0.11			0.037453184	464
17.41573034	-0.06	Ya=	-0.96	Za=	-0.09			0.037453184	465
17.45318352	-0.04	Ya=	-0.96	Za=	-0.05			0.037453184	466
17.4906367	-0.03	Ya=	-1.01	Za=	0			0.037453184	467
17.52808989	-0.02	Ya=	-0.94	Za=	-0.07			0.037453184	468
17.56554307	-0.04	Ya=	-1.01	Za=	-0.05			0.037453184	469
17.60299625	-0.05	Ya=	-0.95	Za=	-0.05			0.037453184	470
17.64044944	-0.04	Ya=	-1.15	Za=	-0.09			0.037453184	471
17.67790262	-0.02	Ya=	-1	Za=	-0.02			0.037453184	472
17.71535581	-0.04	Ya=	-0.97	Za=	-0.11			0.037453184	473
17.75280899	-0.05	Ya=	-0.94	Za=	-0.04			0.037453184	474
17.79026217	-0.06	Ya=	-0.95	Za=	-0.05			0.037453184	475
17.82771536	-0.06	Ya=	-1.04	Za=	-0.04			0.037453184	476
17.86516854	-0.07	Ya=	-1.01	Za=	-0.07			0.037453184	477
17.90262172	-0.01	Ya=	-1	Za=	-0.09			0.037453184	478
17.94007491	-0.04	Ya=	-1.03	Za=	-0.02			0.037453184	479
17.97752809	-0.01	Ya=	-0.86	Za=	-0.1			0.037453184	480
18.01498127	-0.06	Ya=	-1.07	Za=	-0.06			0.037453184	481
18.05243446	-0.08	Ya=	-0.98	Za=	-0.07			0.037453184	482
18.08988764	-0.04	Ya=	-1.04	Za=	-0.07			0.037453184	483
18.12734082	-0.05	Ya=	-0.95	Za=	-0.04			0.037453184	484
18.16479401	-0.03	Ya=	-0.98	Za=	-0.07			0.037453184	485
18.20224719	-0.03	Ya=	-0.95	Za=	-0.05			0.037453184	486
18.23970037	-0.02	Ya=	-0.99	Za=	-0.07			0.037453184	487
18.27715356	-0.07	Ya=	-0.91	Za=	-0.11			0.037453184	488
18.31460674	-0.03	Ya=	-1.09	Za=	-0.04			0.037453184	489
18.35205993	-0.07	Ya=	-1.06	Za=	-0.09			0.037453184	490
18.38951311	-0.05	Ya=	-0.9	Za=	-0.08			0.037453184	491
18.42696629	0.01	Ya=	-1.07	Za=	-0.07			0.037453184	492
18.46441948	-0.03	Ya=	-0.95	Za=	-0.07			0.037453184	493
18.50187266	-0.02	Ya=	-1.1	Za=	-0.09			0.037453184	494
18.53932584	-0.05	Ya=	-0.91	Za=	-0.06			0.037453184	495
18.57677903	-0.04	Ya=	-1.01	Za=	-0.02			0.037453184	496
18.61423221	-0.05	Ya=	-1.04	Za=	-0.04			0.037453184	497
18.65168539	-0.06	Ya=	-0.9	Za=	-0.04			0.037453184	498
18.68913858	-0.04	Ya=	-1.02	Za=	-0.05			0.037453184	499
18.72659176	-0.05	Ya=	-1.01	Za=	-0.04			0.037453184	500
18.76404494	-0.05	Ya=	-1.08	Za=	-0.07			0.037453184	501
18.80149813	-0.07	Ya=	-0.98	Za=	-0.02			0.037453184	502
18.83895131	-0.04	Ya=	-1.07	Za=	-0.07			0.037453184	503
18.87640449	-0.05	Ya=	-0.82	Za=	-0.07			0.037453184	504
18.91385768	-0.03	Ya=	-1.05	Za=	-0.04			0.037453184	505
18.95131086	-0.03	Ya=	-1.04	Za=	-0.08			0.037453184	506
18.98876404	-0.05	Ya=	-1.01	Za=	-0.1			0.037453184	507
19.02621723	-0.04	Ya=	-1.06	Za=	-0.08			0.037453184	508
19.06367041	-0.02	Ya=	-0.94	Za=	-0.08			0.037453184	509
19.1011236	-0.05	Ya=	-1.03	Za=	-0.13			0.037453184	510
19.13857678	-0.03	Ya=	-1.02	Za=	-0.04			0.037453184	511
19.17602996	-0.02	Ya=	-1.1	Za=	-0.03			0.037453184	512
19.21348315	-0.05	Ya=	-1.18	Za=	-0.04			0.037453184	513
19.25093633	-0.04	Ya=	-0.91	Za=	0			0.037453184	514
19.28838951	-0.04	Ya=	-1.03	Za=	-0.02			0.037453184	515
19.3258427	-0.03	Ya=	-1.01	Za=	-0.08			0.037453184	516
19.36329588	-0.05	Ya=	-0.93	Za=	-0.08			0.037453184	517
19.40074906	-0.04	Ya=	-1.04	Za=	-0.04			0.037453184	518
19.43820225	-0.02	Ya=	-0.89	Za=	-0.05			0.037453184	519
19.47565543	-0.02	Ya=	-1.08	Za=	-0.05			0.037453184	520
19.51310861	-0.07	Ya=	-1.01	Za=	-0.04			0.037453184	521
19.5505618	-0.06	Ya=	-1.01	Za=	-0.05			0.037453184	522
19.58801498	-0.05	Ya=	-1.05	Za=	-0.05			0.037453184	523
19.62546816	-0.03	Ya=	-0.88	Za=	-0.04			0.037453184	524
19.66292135	-0.04	Ya=	-0.96	Za=	-0.07			0.037453184	525
19.70037453	-0.04	Ya=	-1.13	Za=	-0.04			0.037453184	526
19.73782772	-0.08	Ya=	-1.06	Za=	-0.07			0.037453184	527
19.7752809	-0.02	Ya=	-1.11	Za=	-0.02			0.037453184	528
19.81273408	-0.05	Ya=	-1.05	Za=	-0.1			0.037453184	529
19.85018727	-0.01	Ya=	-0.98	Za=	-0.04			0.037453184	530
19.88764045	-0.05	Ya=	-1.04	Za=	-0.08			0.037453184	531
19.92509363	-0.02	Ya=	-1.12	Za=	-0.06			0.037453184	532
19.96254682	-0.05	Ya=	-1	Za=	-0.05			0.037453184	533
20	-0.05	Ya=	-0.99	Za=	-0.07			0.037453184	534
