time,Xa,Ya,Za,,,,,,,
0.03745318352,-1,0.34,0.05,,,,-1,-0.05,1,0.03745318352
0.07490636704,-1.21,0.32,0.07,,,,-1,-0.07,2,0.03745318352
0.1123595506,-1.21,0.32,0.07,,,,-1,-0.07,3,0.03745318352
0.1498127341,-1.11,0.28,0.11,,,,-1,-0.11,4,0.03745318352
0.1872659176,-1.31,0.34,0.05,,,,-1,-0.05,5,0.03745318352
0.2247191011,-1.22,0.3,0.08,,,,-1,-0.08,6,0.03745318352
0.2621722846,-1.32,0.37,0.04,,,,-1,-0.04,7,0.03745318352
0.2996254682,-1.07,0.33,0.08,,,,-1,-0.08,8,0.03745318352
0.3370786517,-1.02,0.37,0.06,,,,-1,-0.06,9,0.03745318352
0.3745318352,-0.94,0.35,0.08,,,,-1,-0.08,10,0.03745318352
0.4119850187,-0.8,0.32,0.08,,,,-1,-0.08,11,0.03745318352
0.4494382022,-0.99,0.33,0.03,,,,-1,-0.03,12,0.03745318352
0.4868913858,-1.12,0.32,0.06,,,,-1,-0.06,13,0.03745318352
0.5243445693,-1.25,0.33,0.02,,,,-1,-0.02,14,0.03745318352
0.5617977528,-1.37,0.3,0.05,,,,-1,-0.05,15,0.03745318352
0.5992509363,-1.49,0.35,0.03,,,,-1,-0.03,16,0.03745318352
0.6367041199,-1.47,0.35,0,,,,-1,0,17,0.03745318352
0.6741573034,-1.34,0.38,0.06,,,,-1,-0.06,18,0.03745318352
0.7116104869,-1.32,0.34,0.01,,,,-1,-0.01,19,0.03745318352
0.7490636704,-1.33,0.37,0.07,,,,-1,-0.07,20,0.03745318352
0.7865168539,-0.97,0.33,0.03,,,,-1,-0.03,21,0.03745318352
0.8239700375,-1.08,0.34,0.05,,,,-1,-0.05,22,0.03745318352
0.861423221,-0.64,0.33,0.09,,,,-1,-0.09,23,0.03745318352
0.8988764045,-0.98,0.32,0.05,,,,-1,-0.05,24,0.03745318352
0.936329588,-0.97,0.28,0.07,,,,-1,-0.07,25,0.03745318352
0.9737827715,-0.88,0.3,0.07,,,,-1,-0.07,26,0.03745318352
1.011235955,-0.95,0.32,0.06,,,,-1,-0.06,27,0.03745318352
1.048689139,-0.93,0.37,0.09,,,,-1,-0.09,28,0.03745318352
1.086142322,-0.96,0.33,0.04,,,,-1,-0.04,29,0.03745318352
1.123595506,-0.99,0.32,0.05,,,,-1,-0.05,30,0.03745318352
1.161048689,-0.91,0.32,0.02,,,,-1,-0.02,31,0.03745318352
1.198501873,-0.95,0.35,0.09,,,,-1,-0.09,32,0.03745318352
1.235955056,-1.03,0.37,0.07,,,,-1,-0.07,33,0.03745318352
1.27340824,-0.8,0.29,0.07,,,,-1,-0.07,34,0.03745318352
1.310861423,-1.02,0.31,0.12,,,,-1,-0.12,35,0.03745318352
1.348314607,-0.92,0.36,0.08,,,,-1,-0.08,36,0.03745318352
1.38576779,-1.03,0.39,0.11,,,,-1,-0.11,37,0.03745318352
1.423220974,-0.97,0.32,0.12,,,,-1,-0.12,38,0.03745318352
1.460674157,-0.86,0.33,0.04,,,,-1,-0.04,39,0.03745318352
1.498127341,-0.95,0.34,0.06,,,,-1,-0.06,40,0.03745318352
1.535580524,-1.25,0.34,0.04,,,,-1,-0.04,41,0.03745318352
1.573033708,-0.85,0.31,0.09,,,,-1,-0.09,42,0.03745318352
1.610486891,-1.12,0.36,0.05,,,,-1,-0.05,43,0.03745318352
1.647940075,-1.02,0.35,0.08,,,,-1,-0.08,44,0.03745318352
1.685393258,-0.84,0.29,0.06,,,,-1,-0.06,45,0.03745318352
1.722846442,-1.09,0.34,0.04,,,,-1,-0.04,46,0.03745318352
1.760299625,-1.24,0.36,0.11,,,,-1,-0.11,47,0.03745318352
1.797752809,-1.16,0.37,0.1,,,,-1,-0.1,48,0.03745318352
1.835205993,-1.24,0.36,0.02,,,,-1,-0.02,49,0.03745318352
1.872659176,-1.36,0.4,0.06,,,,-1,-0.06,50,0.03745318352
1.91011236,-0.96,0.36,0.09,,,,-1,-0.09,51,0.03745318352
1.947565543,-1.21,0.35,0.01,,,,-1,-0.01,52,0.03745318352
1.985018727,-1.02,0.3,0.08,,,,-1,-0.08,53,0.03745318352
2.02247191,-0.95,0.35,0.07,,,,-1,-0.07,54,0.03745318352
2.059925094,-1.05,0.31,0.08,,,,-1,-0.08,55,0.03745318352
2.097378277,-0.89,0.25,0.12,,,,-1,-0.12,56,0.03745318352
2.134831461,-1.12,0.36,0.04,,,,-1,-0.04,57,0.03745318352
2.172284644,-1.14,0.37,0.06,,,,-1,-0.06,58,0.03745318352
2.209737828,-1.16,0.34,0.09,,,,-1,-0.09,59,0.03745318352
2.247191011,-1.2,0.38,0.03,,,,-1,-0.03,60,0.03745318352
2.284644195,-1.4,0.37,0.05,,,,-1,-0.05,61,0.03745318352
2.322097378,-1.13,0.32,0.04,,,,-1,-0.04,62,0.03745318352
2.359550562,-1.23,0.39,0.05,,,,-1,-0.05,63,0.03745318352
2.397003745,-0.9,0.3,0.11,,,,-1,-0.11,64,0.03745318352
2.434456929,-0.89,0.36,0.09,,,,-1,-0.09,65,0.03745318352
2.471910112,-1,0.37,0.07,,,,-1,-0.07,66,0.03745318352
2.509363296,-0.81,0.26,0.09,,,,-1,-0.09,67,0.03745318352
2.546816479,-0.78,0.29,0.08,,,,-1,-0.08,68,0.03745318352
2.584269663,-0.89,0.32,0.09,,,,-1,-0.09,69,0.03745318352
2.621722846,-0.86,0.33,0.12,,,,-1,-0.12,70,0.03745318352
2.65917603,-0.91,0.35,0.05,,,,-1,-0.05,71,0.03745318352
2.696629213,-1.09,0.43,0.08,,,,-1,-0.08,72,0.03745318352
2.734082397,-1.02,0.36,0.13,,,,-1,-0.13,73,0.03745318352
2.771535581,-1.1,0.29,0.02,,,,-1,-0.02,74,0.03745318352
2.808988764,-1.12,0.33,0.07,,,,-1,-0.07,75,0.03745318352
2.846441948,-0.93,0.41,0.1,,,,-1,-0.1,76,0.03745318352
2.883895131,-0.87,0.34,0.09,,,,-1,-0.09,77,0.03745318352
2.921348315,-0.93,0.29,0.08,,,,-1,-0.08,78,0.03745318352
2.958801498,-1.03,0.32,0.09,,,,-1,-0.09,79,0.03745318352
2.996254682,-1.04,0.39,0.09,,,,-1,-0.09,80,0.03745318352
3.033707865,-1.22,0.35,0.09,,,,-1,-0.09,81,0.03745318352
3.071161049,-1.03,0.37,0.11,,,,-1,-0.11,82,0.03745318352
3.108614232,-0.91,0.32,0.05,,,,-1,-0.05,83,0.03745318352
3.146067416,-0.99,0.39,0.08,,,,-1,-0.08,84,0.03745318352
3.183520599,-0.68,0.31,0.08,,,,-1,-0.08,85,0.03745318352
3.220973783,-0.71,0.3,0.04,,,,-1,-0.04,86,0.03745318352
3.258426966,-1.1,0.33,0.09,,,,-1,-0.09,87,0.03745318352
3.29588015,-1,0.37,0.07,,,,-1,-0.07,88,0.03745318352
3.333333333,-1.04,0.39,0.1,,,,-1,-0.1,89,0.03745318352
3.370786517,-0.83,0.3,0.11,,,,-1,-0.11,90,0.03745318352
3.4082397,-0.66,0.3,0.12,,,,-1,-0.12,91,0.03745318352
3.445692884,-0.98,0.36,0.09,,,,-1,-0.09,92,0.03745318352
3.483146067,-0.76,0.27,0.13,,,,-1,-0.13,93,0.03745318352
3.520599251,-0.86,0.34,0.08,,,,-1,-0.08,94,0.03745318352
3.558052434,-0.86,0.34,0.1,,,,-1,-0.1,95,0.03745318352
3.595505618,-0.83,0.28,0.1,,,,-1,-0.1,96,0.03745318352
3.632958801,-0.98,0.25,0.08,,,,-1,-0.08,97,0.03745318352
3.670411985,-1.02,0.31,0.01,,,,-1,-0.01,98,0.03745318352
3.707865169,-1.11,0.37,0.11,,,,-1,-0.11,99,0.03745318352
3.745318352,-1.09,0.33,0.09,,,,-1,-0.09,100,0.03745318352
3.782771536,-0.83,0.27,0.05,,,,-1,-0.05,101,0.03745318352
3.820224719,-0.95,0.31,0.05,,,,-1,-0.05,102,0.03745318352
