time,Xa,Ya,Za,,,,,,,
0.03527336861,-0.85,0.34,0.12,,,,-1,-0.12,1,0.03527336861
0.07054673721,-0.89,0.4,0.11,,,,-1,-0.11,2,0.03527336861
0.1058201058,-0.94,0.48,0.11,,,,-1,-0.11,3,0.03527336861
0.1410934744,-0.85,0.34,0.12,,,,-1,-0.12,4,0.03527336861
0.176366843,-0.89,0.4,0.11,,,,-1,-0.11,5,0.03527336861
0.2116402116,-0.72,0.43,0.11,,,,-1,-0.11,6,0.03527336861
0.2469135802,-1.01,0.49,0.14,,,,-1,-0.14,7,0.03527336861
0.2821869489,-1.01,0.49,0.14,,,,-1,-0.14,8,0.03527336861
0.3174603175,-0.9,0.5,0.14,,,,-1,-0.14,9,0.03527336861
0.3527336861,-0.92,0.47,0.18,,,,-1,-0.18,10,0.03527336861
0.3880070547,0,0,-1,,,,-1,1,11,0.03527336861
0.4232804233,-1.09,0.52,0.15,,,,-1,-0.15,12,0.03527336861
0.4585537919,-0.99,0.45,0.15,,,,-1,-0.15,13,0.03527336861
0.4938271605,-0.97,0.49,0.15,,,,-1,-0.15,14,0.03527336861
0.5291005291,-1.08,0.49,0.11,,,,-1,-0.11,15,0.03527336861
0.5643738977,-1.13,0.52,0.12,,,,-1,-0.12,16,0.03527336861
0.5996472663,-1,0.46,0.14,,,,-1,-0.14,17,0.03527336861
0.6349206349,-0.96,0.53,0.14,,,,-1,-0.14,18,0.03527336861
0.6701940035,-0.87,0.44,0.14,,,,-1,-0.14,19,0.03527336861
0.7054673721,-0.77,0.4,0.09,,,,-1,-0.09,20,0.03527336861
0.7407407407,-0.94,0.44,0.11,,,,-1,-0.11,21,0.03527336861
0.7760141093,-0.8,0.44,0.18,,,,-1,-0.18,22,0.03527336861
0.811287478,-0.93,0.46,0.12,,,,-1,-0.12,23,0.03527336861
0.8465608466,-0.83,0.48,0.18,,,,-1,-0.18,24,0.03527336861
0.8818342152,-0.84,0.44,0.12,,,,-1,-0.12,25,0.03527336861
0.9171075838,-1.13,0.47,0.12,,,,-1,-0.12,26,0.03527336861
0.9523809524,-1.07,0.43,0.09,,,,-1,-0.09,27,0.03527336861
0.987654321,-1.08,0.46,0.09,,,,-1,-0.09,28,0.03527336861
1.02292769,-0.86,0.44,0.15,,,,-1,-0.15,29,0.03527336861
1.058201058,-0.76,0.48,0.17,,,,-1,-0.17,30,0.03527336861
1.093474427,-0.81,0.43,0.16,,,,-1,-0.16,31,0.03527336861
1.128747795,-0.92,0.49,0.15,,,,-1,-0.15,32,0.03527336861
1.164021164,-0.75,0.42,0.18,,,,-1,-0.18,33,0.03527336861
1.199294533,-0.81,0.46,0.14,,,,-1,-0.14,34,0.03527336861
1.234567901,-1,0.42,0.12,,,,-1,-0.12,35,0.03527336861
1.26984127,-1.14,0.53,0.14,,,,-1,-0.14,36,0.03527336861
1.305114638,-1.18,0.48,0.09,,,,-1,-0.09,37,0.03527336861
1.340388007,-0.84,0.43,0.11,,,,-1,-0.11,38,0.03527336861
1.375661376,-0.98,0.42,0.14,,,,-1,-0.14,39,0.03527336861
1.410934744,-1.01,0.44,0.09,,,,-1,-0.09,40,0.03527336861
1.446208113,-0.98,0.52,0.14,,,,-1,-0.14,41,0.03527336861
1.481481481,-1.03,0.46,0.11,,,,-1,-0.11,42,0.03527336861
1.51675485,-0.8,0.46,0.12,,,,-1,-0.12,43,0.03527336861
1.552028219,-1.12,0.5,0.13,,,,-1,-0.13,44,0.03527336861
1.587301587,-0.91,0.45,0.14,,,,-1,-0.14,45,0.03527336861
1.622574956,-1.06,0.5,0.13,,,,-1,-0.13,46,0.03527336861
1.657848325,-1.06,0.48,0.13,,,,-1,-0.13,47,0.03527336861
1.693121693,-0.94,0.52,0.13,,,,-1,-0.13,48,0.03527336861
1.728395062,-0.96,0.45,0.12,,,,-1,-0.12,49,0.03527336861
1.76366843,-1.08,0.48,0.13,,,,-1,-0.13,50,0.03527336861
1.798941799,-0.98,0.48,0.16,,,,-1,-0.16,51,0.03527336861
1.834215168,-0.95,0.45,0.16,,,,-1,-0.16,52,0.03527336861
1.869488536,-1.15,0.46,0.11,,,,-1,-0.11,53,0.03527336861
1.904761905,-1.04,0.47,0.12,,,,-1,-0.12,54,0.03527336861
1.940035273,-0.89,0.52,0.17,,,,-1,-0.17,55,0.03527336861
1.975308642,-0.82,0.45,0.17,,,,-1,-0.17,56,0.03527336861
2.010582011,-0.85,0.43,0.15,,,,-1,-0.15,57,0.03527336861
2.045855379,-0.81,0.54,0.2,,,,-1,-0.2,58,0.03527336861
2.081128748,-1.01,0.52,0.13,,,,-1,-0.13,59,0.03527336861
2.116402116,-0.77,0.39,0.13,,,,-1,-0.13,60,0.03527336861
2.151675485,-1.1,0.43,0.08,,,,-1,-0.08,61,0.03527336861
2.186948854,-0.78,0.43,0.13,,,,-1,-0.13,62,0.03527336861
2.222222222,-1.16,0.52,0.1,,,,-1,-0.1,63,0.03527336861
2.257495591,-1.01,0.52,0.14,,,,-1,-0.14,64,0.03527336861
2.292768959,-0.86,0.43,0.17,,,,-1,-0.17,65,0.03527336861
2.328042328,-0.95,0.43,0.14,,,,-1,-0.14,66,0.03527336861
2.363315697,-0.93,0.52,0.19,,,,-1,-0.19,67,0.03527336861
2.398589065,-1.05,0.54,0.16,,,,-1,-0.16,68,0.03527336861
2.433862434,-1.03,0.48,0.15,,,,-1,-0.15,69,0.03527336861
2.469135802,-1.1,0.47,0.07,,,,-1,-0.07,70,0.03527336861
2.504409171,-1.09,0.47,0.14,,,,-1,-0.14,71,0.03527336861
2.53968254,-0.99,0.43,0.1,,,,-1,-0.1,72,0.03527336861
2.574955908,-1.12,0.49,0.08,,,,-1,-0.08,73,0.03527336861
2.610229277,-1,0.48,0.13,,,,-1,-0.13,74,0.03527336861
2.645502646,-0.96,0.44,0.18,,,,-1,-0.18,75,0.03527336861
2.680776014,-0.92,0.44,0.11,,,,-1,-0.11,76,0.03527336861
2.716049383,-0.88,0.46,0.14,,,,-1,-0.14,77,0.03527336861
2.751322751,-0.99,0.52,0.14,,,,-1,-0.14,78,0.03527336861
2.78659612,-0.96,0.48,0.15,,,,-1,-0.15,79,0.03527336861
2.821869489,-1.09,0.45,0.1,,,,-1,-0.1,80,0.03527336861
2.857142857,-1.04,0.43,0.12,,,,-1,-0.12,81,0.03527336861
2.892416226,-1.06,0.47,0.11,,,,-1,-0.11,82,0.03527336861
2.927689594,-0.99,0.47,0.14,,,,-1,-0.14,83,0.03527336861
2.962962963,-1.03,0.48,0.16,,,,-1,-0.16,84,0.03527336861
2.998236332,-0.8,0.48,0.15,,,,-1,-0.15,85,0.03527336861
3.0335097,-1.06,0.53,0.14,,,,-1,-0.14,86,0.03527336861
3.068783069,-0.92,0.46,0.12,,,,-1,-0.12,87,0.03527336861
3.104056437,-0.91,0.41,0.13,,,,-1,-0.13,88,0.03527336861
3.139329806,-0.85,0.45,0.15,,,,-1,-0.15,89,0.03527336861
3.174603175,-0.9,0.44,0.13,,,,-1,-0.13,90,0.03527336861
3.209876543,-0.81,0.46,0.11,,,,-1,-0.11,91,0.03527336861
3.245149912,-0.95,0.55,0.2,,,,-1,-0.2,92,0.03527336861
3.28042328,-1.12,0.47,0.09,,,,-1,-0.09,93,0.03527336861
3.315696649,-0.96,0.44,0.12,,,,-1,-0.12,94,0.03527336861
3.350970018,-0.88,0.44,0.14,,,,-1,-0.14,95,0.03527336861
3.386243386,-1.05,0.43,0.12,,,,-1,-0.12,96,0.03527336861
3.421516755,-0.84,0.41,0.14,,,,-1,-0.14,97,0.03527336861
3.456790123,-0.96,0.47,0.14,,,,-1,-0.14,98,0.03527336861
3.492063492,-1.04,0.46,0.12,,,,-1,-0.12,99,0.03527336861
3.527336861,-0.9,0.44,0.13,,,,-1,-0.13,100,0.03527336861
3.562610229,-0.85,0.4,0.09,,,,-1,-0.09,101,0.03527336861
3.597883598,-1.1,0.47,0.12,,,,-1,-0.12,102,0.03527336861
3.633156966,-0.93,0.51,0.14,,,,-1,-0.14,103,0.03527336861
3.668430335,-0.92,0.48,0.14,,,,-1,-0.14,104,0.03527336861
3.703703704,-0.84,0.43,0.14,,,,-1,-0.14,105,0.03527336861
3.738977072,-1.02,0.52,0.12,,,,-1,-0.12,106,0.03527336861
3.774250441,-1.04,0.51,0.16,,,,-1,-0.16,107,0.03527336861
3.80952381,-0.9,0.4,0.13,,,,-1,-0.13,108,0.03527336861
3.844797178,-0.8,0.42,0.16,,,,-1,-0.16,109,0.03527336861
3.880070547,-0.89,0.42,0.16,,,,-1,-0.16,110,0.03527336861
3.915343915,-0.92,0.42,0.15,,,,-1,-0.15,111,0.03527336861
3.950617284,-1.1,0.48,0.09,,,,-1,-0.09,112,0.03527336861
3.985890653,-1.02,0.46,0.15,,,,-1,-0.15,113,0.03527336861
4.021164021,-0.99,0.47,0.11,,,,-1,-0.11,114,0.03527336861
4.05643739,-0.84,0.4,0.13,,,,-1,-0.13,115,0.03527336861
4.091710758,-0.9,0.43,0.11,,,,-1,-0.11,116,0.03527336861
4.126984127,-0.82,0.43,0.08,,,,-1,-0.08,117,0.03527336861
4.162257496,-0.95,0.5,0.14,,,,-1,-0.14,118,0.03527336861
4.197530864,-0.79,0.46,0.13,,,,-1,-0.13,119,0.03527336861
4.232804233,-0.66,0.44,0.15,,,,-1,-0.15,120,0.03527336861
4.268077601,-0.86,0.48,0.12,,,,-1,-0.12,121,0.03527336861
4.30335097,-0.88,0.48,0.13,,,,-1,-0.13,122,0.03527336861
4.338624339,-0.95,0.38,0.12,,,,-1,-0.12,123,0.03527336861
4.373897707,-1.02,0.41,0.09,,,,-1,-0.09,124,0.03527336861
4.409171076,-0.94,0.43,0.1,,,,-1,-0.1,125,0.03527336861
4.444444444,-1.04,0.43,0.12,,,,-1,-0.12,126,0.03527336861
4.479717813,-1.05,0.42,0.14,,,,-1,-0.14,127,0.03527336861
4.514991182,-0.96,0.49,0.12,,,,-1,-0.12,128,0.03527336861
4.55026455,-1.28,0.54,0.09,,,,-1,-0.09,129,0.03527336861
4.585537919,-1.11,0.48,0.13,,,,-1,-0.13,130,0.03527336861
4.620811287,-1,0.44,0.11,,,,-1,-0.11,131,0.03527336861
4.656084656,-0.88,0.41,0.16,,,,-1,-0.16,132,0.03527336861
4.691358025,-1.02,0.5,0.13,,,,-1,-0.13,133,0.03527336861
4.726631393,-0.92,0.5,0.17,,,,-1,-0.17,134,0.03527336861
4.761904762,-0.91,0.48,0.14,,,,-1,-0.14,135,0.03527336861
4.797178131,-0.82,0.41,0.15,,,,-1,-0.15,136,0.03527336861
4.832451499,-0.88,0.41,0.11,,,,-1,-0.11,137,0.03527336861
4.867724868,-0.93,0.45,0.14,,,,-1,-0.14,138,0.03527336861
4.902998236,-0.91,0.45,0.14,,,,-1,-0.14,139,0.03527336861
4.938271605,-0.87,0.47,0.16,,,,-1,-0.16,140,0.03527336861
4.973544974,-0.82,0.48,0.17,,,,-1,-0.17,141,0.03527336861
5.008818342,-1.09,0.5,0.1,,,,-1,-0.1,142,0.03527336861
5.044091711,-0.94,0.43,0.12,,,,-1,-0.12,143,0.03527336861
5.079365079,-0.93,0.39,0.12,,,,-1,-0.12,144,0.03527336861
5.114638448,-1.1,0.52,0.17,,,,-1,-0.17,145,0.03527336861
5.149911817,-1,0.43,0.16,,,,-1,-0.16,146,0.03527336861
5.185185185,-0.95,0.46,0.12,,,,-1,-0.12,147,0.03527336861
5.220458554,-1.1,0.5,0.13,,,,-1,-0.13,148,0.03527336861
5.255731922,-0.98,0.48,0.17,,,,-1,-0.17,149,0.03527336861
5.291005291,-1,0.42,0.16,,,,-1,-0.16,150,0.03527336861
5.32627866,-1.1,0.45,0.14,,,,-1,-0.14,151,0.03527336861
5.361552028,-1.14,0.5,0.14,,,,-1,-0.14,152,0.03527336861
5.396825397,-1.03,0.43,0.11,,,,-1,-0.11,153,0.03527336861
5.432098765,-0.81,0.42,0.15,,,,-1,-0.15,154,0.03527336861
5.467372134,-0.96,0.46,0.13,,,,-1,-0.13,155,0.03527336861
5.502645503,-1.09,0.48,0.15,,,,-1,-0.15,156,0.03527336861
5.537918871,-1.27,0.49,0.09,,,,-1,-0.09,157,0.03527336861
5.57319224,-0.97,0.48,0.15,,,,-1,-0.15,158,0.03527336861
5.608465608,-0.95,0.44,0.09,,,,-1,-0.09,159,0.03527336861
5.643738977,-0.9,0.43,0.08,,,,-1,-0.08,160,0.03527336861
5.679012346,-0.82,0.46,0.13,,,,-1,-0.13,161,0.03527336861
5.714285714,-0.81,0.44,0.15,,,,-1,-0.15,162,0.03527336861
5.749559083,-0.89,0.43,0.12,,,,-1,-0.12,163,0.03527336861
