time,Xa,Ya,Za,,,,,,,
0.03724394786,-0.89,0.39,0.09,,,,-1,-0.09,1,0.03724394786
0.07448789572,-0.92,0.46,0.13,,,,-1,-0.13,2,0.03724394786
0.1117318436,-0.93,0.44,0.11,,,,-1,-0.11,3,0.03724394786
0.1489757914,-0.89,0.39,0.09,,,,-1,-0.09,4,0.03724394786
0.1862197393,-1.12,0.5,0.09,,,,-1,-0.09,5,0.03724394786
0.2234636872,-1.12,0.5,0.09,,,,-1,-0.09,6,0.03724394786
0.260707635,-1.05,0.45,0.1,,,,-1,-0.1,7,0.03724394786
0.2979515829,-0.98,0.45,0.11,,,,-1,-0.11,8,0.03724394786
0.3351955307,-0.81,0.43,0.14,,,,-1,-0.14,9,0.03724394786
0.3724394786,-0.98,0.49,0.12,,,,-1,-0.12,10,0.03724394786
0.4096834264,-1,0.49,0.11,,,,-1,-0.11,11,0.03724394786
0.4469273743,-0.87,0.41,0.1,,,,-1,-0.1,12,0.03724394786
0.4841713222,-1.02,0.45,0.09,,,,-1,-0.09,13,0.03724394786
0.52141527,-0.98,0.41,0.08,,,,-1,-0.08,14,0.03724394786
0.5586592179,-0.84,0.32,0.08,,,,-1,-0.08,15,0.03724394786
0.5959031657,-0.93,0.35,0.08,,,,-1,-0.08,16,0.03724394786
0.6331471136,-1,0.46,0.11,,,,-1,-0.11,17,0.03724394786
0.6703910615,-1,0.49,0.12,,,,-1,-0.12,18,0.03724394786
0.7076350093,-0.86,0.47,0.09,,,,-1,-0.09,19,0.03724394786
0.7448789572,-0.93,0.41,0.1,,,,-1,-0.1,20,0.03724394786
0.782122905,-1.05,0.52,0.12,,,,-1,-0.12,21,0.03724394786
0.8193668529,-1.02,0.45,0.1,,,,-1,-0.1,22,0.03724394786
0.8566108007,-1,0.48,0.12,,,,-1,-0.12,23,0.03724394786
0.8938547486,-0.92,0.45,0.11,,,,-1,-0.11,24,0.03724394786
0.9310986965,-0.93,0.45,0.1,,,,-1,-0.1,25,0.03724394786
0.9683426443,-0.88,0.5,0.13,,,,-1,-0.13,26,0.03724394786
1.005586592,-0.98,0.47,0.14,,,,-1,-0.14,27,0.03724394786
1.04283054,-0.98,0.47,0.11,,,,-1,-0.11,28,0.03724394786
1.080074488,-0.95,0.41,0.09,,,,-1,-0.09,29,0.03724394786
1.117318436,-0.9,0.46,0.12,,,,-1,-0.12,30,0.03724394786
1.154562384,-0.96,0.46,0.1,,,,-1,-0.1,31,0.03724394786
1.191806331,-0.94,0.35,0.07,,,,-1,-0.07,32,0.03724394786
1.229050279,-0.93,0.4,0.1,,,,-1,-0.1,33,0.03724394786
1.266294227,-0.9,0.48,0.11,,,,-1,-0.11,34,0.03724394786
1.303538175,-0.84,0.42,0.09,,,,-1,-0.09,35,0.03724394786
1.340782123,-0.98,0.43,0.09,,,,-1,-0.09,36,0.03724394786
1.378026071,-0.84,0.41,0.12,,,,-1,-0.12,37,0.03724394786
1.415270019,-0.96,0.48,0.1,,,,-1,-0.1,38,0.03724394786
1.452513966,-0.92,0.47,0.13,,,,-1,-0.13,39,0.03724394786
1.489757914,-0.94,0.44,0.11,,,,-1,-0.11,40,0.03724394786
1.527001862,-0.96,0.48,0.13,,,,-1,-0.13,41,0.03724394786
1.56424581,-0.96,0.5,0.1,,,,-1,-0.1,42,0.03724394786
1.601489758,-0.91,0.41,0.1,,,,-1,-0.1,43,0.03724394786
1.638733706,-0.89,0.43,0.12,,,,-1,-0.12,44,0.03724394786
1.675977654,-0.98,0.52,0.11,,,,-1,-0.11,45,0.03724394786
1.713221601,-0.93,0.54,0.14,,,,-1,-0.14,46,0.03724394786
1.750465549,-1.07,0.48,0.11,,,,-1,-0.11,47,0.03724394786
1.787709497,-0.94,0.41,0.1,,,,-1,-0.1,48,0.03724394786
1.824953445,-0.9,0.41,0.11,,,,-1,-0.11,49,0.03724394786
1.862197393,-0.82,0.43,0.12,,,,-1,-0.12,50,0.03724394786
