time,Xa,Ya,Za,,,,
0.03229278794,0.17,0.5,1.09,,,1,0.03229278794
0.06458557589,0.19,0.37,0.81,,,2,0.03229278794
0.09687836383,0.25,0.21,0.48,,,3,0.03229278794
0.1291711518,0.18,0.36,0.98,,,4,0.03229278794
0.1614639397,0.22,0.54,1.02,,,5,0.03229278794
0.1937567277,0.02,0.64,1.28,,,6,0.03229278794
0.2260495156,0.25,0.41,0.55,,,7,0.03229278794
0.2583423036,0.26,0.58,1.08,,,8,0.03229278794
0.2906350915,0.17,0.36,1.02,,,9,0.03229278794
0.3229278794,0.23,0.4,1.15,,,10,0.03229278794
0.3552206674,0.39,0.5,0.3,,,11,0.03229278794
0.3875134553,0.2,0.4,0.97,,,12,0.03229278794
0.4198062433,0.3,0.48,1.34,,,13,0.03229278794
0.4520990312,0.25,0.4,0.81,,,14,0.03229278794
0.4843918192,0.11,0.38,1.59,,,15,0.03229278794
0.5166846071,0.1,0.32,0.58,,,16,0.03229278794
0.548977395,0.21,0.37,0.53,,,17,0.03229278794
0.581270183,0.24,0.34,0.99,,,18,0.03229278794
0.6135629709,0.18,0.25,1.05,,,19,0.03229278794
0.6458557589,0.26,0.45,0.95,,,20,0.03229278794
0.6781485468,0.14,0.47,1.14,,,21,0.03229278794
0.7104413348,0.28,0.43,0.48,,,22,0.03229278794
0.7427341227,0.16,0.45,0.98,,,23,0.03229278794
0.7750269107,0.17,0.3,0.94,,,24,0.03229278794
0.8073196986,0.23,0.39,0.64,,,25,0.03229278794
0.8396124865,0.11,0.22,0.27,,,26,0.03229278794
0.8719052745,0.22,0.43,0.75,,,27,0.03229278794
0.9041980624,0.16,0.23,0.42,,,28,0.03229278794
0.9364908504,0.21,0.36,1.12,,,29,0.03229278794
0.9687836383,0.27,0.39,0.84,,,30,0.03229278794
1.001076426,0.21,0.37,0.37,,,31,0.03229278794
1.033369214,0.14,0.54,0.68,,,32,0.03229278794
1.065662002,0.24,0.3,0.71,,,33,0.03229278794
