time,Xa,Ya,Za,,,,,,,
0.03731343284,-0.98,0.33,0.19,,,,-1,-0.19,1,0.03731343284
0.07462686567,-0.94,0.25,0.18,,,,-1,-0.18,2,0.03731343284
0.1119402985,-0.94,0.25,0.18,,,,-1,-0.18,3,0.03731343284
0.1492537313,-1.05,0.3,0.2,,,,-1,-0.2,4,0.03731343284
0.1865671642,-0.99,0.29,0.19,,,,-1,-0.19,5,0.03731343284
0.223880597,-0.98,0.32,0.17,,,,-1,-0.17,6,0.03731343284
0.2611940299,-0.99,0.25,0.16,,,,-1,-0.16,7,0.03731343284
0.2985074627,-0.97,0.25,0.17,,,,-1,-0.17,8,0.03731343284
0.3358208955,-0.95,0.25,0.2,,,,-1,-0.2,9,0.03731343284
0.3731343284,-0.99,0.28,0.19,,,,-1,-0.19,10,0.03731343284
0.4104477612,-0.95,0.26,0.18,,,,-1,-0.18,11,0.03731343284
0.447761194,-1.14,0.25,0.14,,,,-1,-0.14,12,0.03731343284
0.4850746269,-1.02,0.25,0.18,,,,-1,-0.18,13,0.03731343284
0.5223880597,-1.01,0.28,0.2,,,,-1,-0.2,14,0.03731343284
0.5597014925,-1.04,0.26,0.16,,,,-1,-0.16,15,0.03731343284
0.5970149254,-0.98,0.29,0.17,,,,-1,-0.17,16,0.03731343284
0.6343283582,-1,0.25,0.18,,,,-1,-0.18,17,0.03731343284
0.671641791,-1.09,0.25,0.17,,,,-1,-0.17,18,0.03731343284
0.7089552239,-0.96,0.29,0.19,,,,-1,-0.19,19,0.03731343284
0.7462686567,-1.11,0.24,0.15,,,,-1,-0.15,20,0.03731343284
0.7835820896,-0.95,0.26,0.18,,,,-1,-0.18,21,0.03731343284
0.8208955224,-1.06,0.24,0.16,,,,-1,-0.16,22,0.03731343284
0.8582089552,-0.96,0.31,0.21,,,,-1,-0.21,23,0.03731343284
0.8955223881,-1.04,0.29,0.2,,,,-1,-0.2,24,0.03731343284
0.9328358209,-1.17,0.26,0.16,,,,-1,-0.16,25,0.03731343284
0.9701492537,-0.97,0.29,0.2,,,,-1,-0.2,26,0.03731343284
1.007462687,-1.03,0.3,0.19,,,,-1,-0.19,27,0.03731343284
