Time,Xa,Ya,Za,,,,,,,,,,,
9.351145038,-0.05,-1.52,-0.25,,,,,,,,,,0.038167939,245
9.389312977,-0.09,-1.08,-0.45,,,,,,,,,,0.038167939,246
9.427480916,-0.1,-1.37,-0.29,,,,,,,,,,0.038167939,247
9.465648855,-0.12,-1.01,-0.24,,,,,,,,,,0.038167939,248
9.503816794,-0.13,-0.94,-0.39,,,,,,,,,,0.038167939,249
9.541984733,-0.15,-0.98,-0.41,,,,,,,,,,0.038167939,250
9.580152672,-0.1,-0.86,-0.32,,,,,,,,,,0.038167939,251
9.618320611,-0.16,-1.26,-0.35,,,,,,,,,,0.038167939,252
9.65648855,-0.09,-0.54,-0.76,,,,,,,,,,0.038167939,253
9.694656489,-0.18,-0.77,0.03,,,,,,,,,,0.038167939,254
9.732824427,-0.07,-1.77,-0.33,,,,,,,,,,0.038167939,255
9.770992366,-0.09,-0.97,-0.3,,,,,,,,,,0.038167939,256
9.809160305,-0.08,-1.6,-0.35,,,,,,,,,,0.038167939,257
9.847328244,-0.06,-1.23,-0.53,,,,,,,,,,0.038167939,258
9.885496183,-0.13,-0.4,-0.59,,,,,,,,,,0.038167939,259
9.923664122,-0.11,-1.68,-0.27,,,,,,,,,,0.038167939,260
9.961832061,-0.15,-0.77,-0.23,,,,,,,,,,0.038167939,261
10,-0.06,-1.34,-0.39,,,,,,,,,,0.038167939,262
10.03816794,-0.07,-0.77,-0.45,,,,,,,,,,0.038167939,263
10.07633588,-0.1,-0.95,-0.63,,,,,,,,,,0.038167939,264
10.11450382,-0.09,-1.76,-0.22,,,,,,,,,,0.038167939,265
10.15267176,-0.11,-1.1,-0.15,,,,,,,,,,0.038167939,266
10.19083969,-0.12,-1.06,-0.57,,,,,,,,,,0.038167939,267
10.22900763,-0.21,-0.1,-0.27,,,,,,,,,,0.038167939,268
10.26717557,-0.09,-1.19,-0.47,,,,,,,,,,0.038167939,269
10.30534351,-0.14,-0.65,-0.32,,,,,,,,,,0.038167939,270
10.34351145,-0.14,-1.03,-0.33,,,,,,,,,,0.038167939,271
10.38167939,-0.09,-0.99,-0.51,,,,,,,,,,0.038167939,272
10.41984733,-0.05,-2,-0.25,,,,,,,,,,0.038167939,273
10.45801527,-0.2,0.26,-0.71,,,,,,,,,,0.038167939,274
10.49618321,-0.02,-1.55,-0.57,,,,,,,,,,0.038167939,275
10.53435115,-0.07,-1.17,-0.34,,,,,,,,,,0.038167939,276
10.57251908,-0.11,-1.01,-0.31,,,,,,,,,,0.038167939,277
10.61068702,-0.11,-0.55,-0.71,,,,,,,,,,0.038167939,278
10.64885496,-0.07,-1.24,-0.43,,,,,,,,,,0.038167939,279
10.6870229,-0.09,-1.4,-0.24,,,,,,,,,,0.038167939,280
10.72519084,-0.08,-1.36,-0.36,,,,,,,,,,0.038167939,281
10.76335878,-0.14,-0.07,-0.46,,,,,,,,,,0.038167939,282
10.80152672,-0.05,-1.41,-0.21,,,,,,,,,,0.038167939,283
10.83969466,-0.17,-0.61,-0.24,,,,,,,,,,0.038167939,284
10.8778626,-0.18,-0.54,-0.27,,,,,,,,,,0.038167939,285
10.91603053,-0.1,-1.41,-0.29,,,,,,,,,,0.038167939,286
10.95419847,-0.19,-0.6,-0.33,,,,,,,,,,0.038167939,287
10.99236641,-0.18,-0.54,-0.23,,,,,,,,,,0.038167939,288
11.03053435,-0.04,-1.6,-0.26,,,,,,,,,,0.038167939,289
11.06870229,-0.13,-0.47,-0.52,,,,,,,,,,0.038167939,290
11.10687023,-0.11,-0.74,-0.6,,,,,,,,,,0.038167939,291
11.14503817,-0.11,-1.2,-0.35,,,,,,,,,,0.038167939,292
11.18320611,-0.12,-1.61,-0.11,,,,,,,,,,0.038167939,293
11.22137405,-0.05,-1.23,-0.53,,,,,,,,,,0.038167939,294
11.25954198,-0.1,-0.7,-0.5,,,,,,,,,,0.038167939,295
11.29770992,-0.16,-0.52,-0.15,,,,,,,,,,0.038167939,296
11.33587786,-0.1,-0.78,-0.6,,,,,,,,,,0.038167939,297
11.3740458,-0.11,-0.24,-0.56,,,,,,,,,,0.038167939,298
11.41221374,-0.16,-0.46,-0.29,,,,,,,,,,0.038167939,299
11.45038168,-0.1,-1.79,-0.38,,,,,,,,,,0.038167939,300
11.48854962,-0.2,-0.34,-0.29,,,,,,,,,,0.038167939,301
11.52671756,-0.06,-1.57,-0.39,,,,,,,,,,0.038167939,302
11.5648855,-0.15,-0.1,-0.52,,,,,,,,,,0.038167939,303
11.60305344,-0.18,-0.2,-0.39,,,,,,,,,,0.038167939,304
11.64122137,0,-1.41,-0.6,,,,,,,,,,0.038167939,305
11.67938931,-0.12,-1.2,-0.2,,,,,,,,,,0.038167939,306
11.71755725,-0.1,-1.24,-0.34,,,,,,,,,,0.038167939,307
11.75572519,-0.13,-0.81,-0.42,,,,,,,,,,0.038167939,308
11.79389313,-0.12,-1.21,-0.33,,,,,,,,,,0.038167939,309
11.83206107,-0.09,-1.1,-0.43,,,,,,,,,,0.038167939,310
11.87022901,-0.09,-0.75,-0.49,,,,,,,,,,0.038167939,311
11.90839695,-0.07,-1.32,-0.34,,,,,,,,,,0.038167939,312
11.94656489,-0.11,-0.52,-0.52,,,,,,,,,,0.038167939,313
11.98473282,-0.06,-0.98,-0.52,,,,,,,,,,0.038167939,314
12.02290076,-0.09,-1.26,-0.29,,,,,,,,,,0.038167939,315
12.0610687,-0.2,-1.14,0.04,,,,,,,,,,0.038167939,316
12.09923664,-0.05,-0.88,-0.66,,,,,,,,,,0.038167939,317
12.13740458,-0.12,-0.23,-0.48,,,,,,,,,,0.038167939,318
12.17557252,-0.12,-1.34,-0.18,,,,,,,,,,0.038167939,319
12.21374046,-0.16,-0.68,-0.29,,,,,,,,,,0.038167939,320
12.2519084,-0.12,-0.83,-0.25,,,,,,,,,,0.038167939,321
12.29007634,-0.07,-1.58,-0.63,,,,,,,,,,0.038167939,322
12.32824427,-0.14,-0.79,-0.2,,,,,,,,,,0.038167939,323
12.36641221,-0.13,-0.89,-0.22,,,,,,,,,,0.038167939,324
12.40458015,-0.19,-0.42,-0.27,,,,,,,,,,0.038167939,325
12.44274809,-0.15,-0.63,-0.51,,,,,,,,,,0.038167939,326
12.48091603,-0.07,-1.76,-0.41,,,,,,,,,,0.038167939,327
12.51908397,-0.04,-1.22,-0.41,,,,,,,,,,0.038167939,328
12.55725191,-0.14,-0.66,-0.32,,,,,,,,,,0.038167939,329
12.59541985,-0.02,-1.79,-0.43,,,,,,,,,,0.038167939,330
12.63358779,-0.13,-0.9,-0.27,,,,,,,,,,0.038167939,331
12.67175573,-0.12,-1.09,-0.25,,,,,,,,,,0.038167939,332
12.70992366,-0.12,-0.48,-0.63,,,,,,,,,,0.038167939,333
12.7480916,-0.06,-1.16,-0.52,,,,,,,,,,0.038167939,334
12.78625954,-0.11,-0.9,-0.23,,,,,,,,,,0.038167939,335
12.82442748,-0.14,-0.83,-0.31,,,,,,,,,,0.038167939,336
12.86259542,-0.07,-1.27,-0.43,,,,,,,,,,0.038167939,337
12.90076336,-0.14,-0.84,-0.46,,,,,,,,,,0.038167939,338
12.9389313,-0.09,-1.55,-0.29,,,,,,,,,,0.038167939,339
12.97709924,-0.09,-0.45,-0.59,,,,,,,,,,0.038167939,340
13.01526718,-0.09,-1.42,-0.3,,,,,,,,,,0.038167939,341
13.05343511,-0.08,-1,-0.43,,,,,,,,,,0.038167939,342
13.09160305,-0.11,-0.95,-0.36,,,,,,,,,,0.038167939,343
13.12977099,-0.08,-1.29,-0.56,,,,,,,,,,0.038167939,344
13.16793893,-0.11,-0.82,-0.31,,,,,,,,,,0.038167939,345
13.20610687,-0.09,-1.41,-0.41,,,,,,,,,,0.038167939,346
13.24427481,-0.09,-1.01,-0.39,,,,,,,,,,0.038167939,347
13.28244275,-0.15,-1.36,-0.18,,,,,,,,,,0.038167939,348
13.32061069,-0.17,-0.79,-0.3,,,,,,,,,,0.038167939,349
13.35877863,-0.13,-0.67,-0.26,,,,,,,,,,0.038167939,350
13.39694656,-0.12,-0.41,-0.37,,,,,,,,,,0.038167939,351
13.4351145,-0.1,-0.81,-0.5,,,,,,,,,,0.038167939,352
13.47328244,-0.09,-1.13,-0.24,,,,,,,,,,0.038167939,353
13.51145038,-0.12,-0.74,-0.35,,,,,,,,,,0.038167939,354
13.54961832,-0.06,-1.44,-0.34,,,,,,,,,,0.038167939,355
13.58778626,-0.11,-0.93,-0.39,,,,,,,,,,0.038167939,356
13.6259542,-0.04,-1.8,-0.44,,,,,,,,,,0.038167939,357
13.66412214,-0.13,-1.12,-0.7,,,,,,,,,,0.038167939,358
13.70229008,-0.03,-1.41,-0.23,,,,,,,,,,0.038167939,359
13.74045802,-0.07,-1.12,-0.7,,,,,,,,,,0.038167939,360
13.77862595,-0.12,-1.04,-0.36,,,,,,,,,,0.038167939,361
13.81679389,-0.04,-0.98,-0.54,,,,,,,,,,0.038167939,362
13.85496183,-0.16,-0.43,-0.58,,,,,,,,,,0.038167939,363
13.89312977,0.02,-1.84,-0.47,,,,,,,,,,0.038167939,364
13.93129771,-0.11,-0.67,-0.45,,,,,,,,,,0.038167939,365
13.96946565,-0.05,-1.61,-0.48,,,,,,,,,,0.038167939,366
